activity_ts,organization_id,district_id,school_id,user_id_to,user_id_from,distribution_id,distribution_id_from,activity_type_id,activity_ref_key,activity_detail_idx,activity_sub_type_id,activity_status_id,vendor_id,transaction_key,vendor_order_key,vendor_purchase_order_number,description,amount,total_amount,shipping,fees,tax,discount,vendor_cogs_discount,updated,updated_date,authorizenet_transid,invoiceAchDataId,distributionVendorName,created_date,submitted_date,completed_date,modified_date,prepaidStatus,original_amount,is_autoprocessed,req_transaction_token
2024-11-18 00:17:37,131,685,7523,7523,7523,7523,9999,1,c7d29aec-ffb6-4260-b443-b1e4942f0b20,15,9999,9,6964,1RTEG5DEJYETQEW6,RV5LUFUY-2QJG-OVWD-RRXQ-XEG8HW231XHP,T9RQW261,"Consequuntur voluptates, quarum potiendi spe inflammati multos labores magnosque. Aut pertinacia recte disputari potest. Sed ad haec, nisi molestum est, habeo quae.",149.82,149.82,14.98,7.50,11.99,7.50,7.50,1,2024-11-21 00:11:47,4603400,WPF2937sn,"China HGS Real Estate, Inc.",2024-11-21 00:11:47,2024-11-24 00:05:57,2024-11-27 00:00:07,2024-11-29 23:54:17,Under Review,149.82,1,COXCWQnaQrBniU7qc3i9t9S673XYtU59
2024-11-20 09:59:57,131,659,730,730,730,730,10639,3,b925e100-ea61-4176-802f-10dceb3bbaa3,7,10639,8,3229,0J91ROJCAT0T3MGR,69L80781-SFF5-JQPN-OQOU-IQQKT99GW11X,DFC95GC,"Patre audiebam facete et urbane Stoicos irridente, statua est in quo nihil turpius physico, quam. Quam Graecam. Quando enim nobis, vel dicam aut oratoribus bonis aut poetis, postea.",68.14,68.14,6.82,3.40,5.45,3.40,3.40,1,2024-11-22 07:10:54,830070,RHW8545sx,Aercap Holdings N.V.,2024-11-22 07:10:54,2024-11-24 04:21:51,2024-11-26 01:32:48,2024-11-27 22:43:45,Recharged,68.14,1,T8k7Oa9CcnRdvg9Fg4a9b5Hi0FDbu389
2024-11-22 13:24:42,131,439,17789,17789,17789,17789,11175,2,61b1a915-9867-4018-90a8-914637387f02,4,11175,6,5714,9UY3WMVWE2Z4LCBA,NE4L00BB-QD0J-5TYI-RGOZ-7Q7U8P2RX84O,9W5,"Qua qui est imbutus quietus esse numquam potest. Praeterea bona praeterita grata. Scribimus, quis est tam invidus, qui ab eo nos abducat? Sin.",42.31,42.31,4.24,2.11,3.38,2.11,2.11,1,2024-11-23 20:39:49,580281188,SEB6222md,"Cracker Barrel Old Country Store, Inc.",2024-11-23 20:39:49,2024-11-25 03:54:56,2024-11-26 11:10:03,2024-11-27 18:25:10,Active,42.31,1,Cw06j3Ti074ACgBO34DInHGh064nXc86
2024-11-24 18:05:10,131,618,11316,11316,11316,11316,11747,2,2cfd0367-634d-461b-89f9-d8ac41dbfee5,12,11747,7,14377,LOATJWYEAFWTZV5D,GAA2CTCO-2K2I-HBKI-ZRR2-QOLUPUZEBF0N,U1A9AMH6C5,"Bene vivendi recteque faciendi consilia referenda, quid sequatur natura ut summum ex rebus expetendis, quid. Ponit, quibus si semel aliquid falsi pro vero probatum. Qua qui affecti sunt in culpa qui officia deserunt mollit anim.",123.86,123.86,12.38,6.20,9.91,6.20,6.20,1,2024-11-28 22:58:08,080282,WKM7496ex,AAR Corp.,2024-11-28 22:58:08,2024-12-03 03:51:06,2024-12-07 08:44:04,2024-12-11 13:37:02,Pending Activation,123.86,1,5x45v06b0o8MBsphN86etC7HYODn6Q9Y
2024-11-26 20:04:17,131,629,3952,3952,3952,3952,12293,2,065a0889-ce73-4a55-9185-d26963f872c4,9,12293,4,3483,G6O2W9CFFLJ0PIAG,9I93KCDI-47FP-JX80-RS2L-U1YY2E93V4K3,O8CG,"Nullam eruditionem esse duxit, nisi quae beatae vitae dicta sunt. Sunt, iis parendum non est. Nihil enim desiderabile. Vituperatum. Iam in altera philosophiae parte. Quae est quaerendi ac disserendi, quae.",85.47,85.47,8.55,4.27,6.84,4.27,4.27,1,2024-11-30 18:26:27,451911557,OUP8022td,"State National Companies, Inc.",2024-11-30 18:26:27,2024-12-04 16:48:37,2024-12-08 15:10:47,2024-12-12 13:32:57,Inactive,85.47,1,1oE303zv2I5pZK6HLAjjG5YXENfhLC5s
2024-11-27 19:02:57,131,903,2204,2204,2204,2204,12549,3,a017fcb8-d5b2-4370-8e43-28798e13271c,10,12549,12,3789,MVUJEE0NDUNDV5RI,AFLA34EF-4WHO-JUC5-H6TA-9PBCCDA7UCYE,J0MP,"E philosophorum choro sustulisti. Quid ei reliquisti, nisi te. Metuamus. Iam illud quidem perspicuum est, maximam animi aut. Virtutibus dicta sunt, explicabo. Nemo enim ipsam voluptatem, quia voluptas.",97.44,97.44,9.74,4.87,7.79,4.87,4.87,0,2024-12-03 10:32:48,5778168,WUU5990fd,First Community Corporation,2024-12-03 10:32:48,2024-12-09 02:02:39,2024-12-14 17:32:30,2024-12-20 09:02:21,Expired,97.44,0,NtK4jf8peN1v7ipL48f9v4TJ440pUDfo
2024-11-29 05:44:40,131,126,18787,18787,18787,18787,12916,3,9c478d86-f6df-43dd-a45e-a8679a0b8484,7,12916,9,11443,JU5MYYCG4J1MWDO3,FPE82TLT-9AHO-CYW1-ZJL6-Z6NJ577WQGU8,XE8N9H,"Sunt autem, qui dicant foedus esse quoddam sapientium, ut ne minus amicos. Suo pondere ad lineam, hunc naturalem esse omnium corporum.",67.11,67.11,6.71,3.35,5.37,3.35,3.35,1,2024-11-30 17:57:23,6597376150,IUJ3451tc,Companhia Brasileira de Distribuicao,2024-11-30 17:57:23,2024-12-02 06:10:06,2024-12-03 18:22:49,2024-12-05 06:35:32,Recharged,67.11,1,kUv74Wr5668b37I8oVZDEliBgN70oJ4t
2024-12-02 02:32:26,131,1013,9695,9695,9695,9695,13646,1,067d994a-d0f3-4b34-8469-aaf8cf7a13f9,15,13646,7,19306,YNI1R22BP76FS4DZ,VS113677-NNQP-8EWW-0KP5-MLWDB4N5A2R9,OZXC0K,"Copulatas esse docui cum voluptate, ut ab ea nullo modo poterimus sensuum. Fidelissimae, sed etiam effectrices sunt voluptatum tam amicis quam sibi, quibus non solum. Disciplinam exercitumque in gravissimo bello animadversionis metu contineret, saluti prospexit civium, qua intellegebat contineri suam.",150.28,150.28,15.02,7.52,12.03,7.52,7.52,1,2024-12-07 01:18:52,079252768,WAI9850oo,The Providence Service Corporation,2024-12-07 01:18:52,2024-12-12 00:05:18,2024-12-16 22:51:44,2024-12-21 21:38:10,Pending Activation,150.28,1,9l6GTK3fA9mSg4A0G946QK862hba9a90
2024-12-02 23:18:01,131,383,596,596,596,596,13878,3,bb41478f-e69f-409e-94ec-44e60db7e71c,14,13878,4,12602,0HFV6DDZQRNNHM3B,T18VBHSI-2AHX-SS5O-IKYT-7O6OY87D5YVM,YOR,"Rem tandem, inquit, non satisfacit? Te enim iudicem aequum puto, modo quae. Ac nudus est. Tollit definitiones, nihil de. Tamen Democritum laudatum a ceteris ab hoc, qui eum. In eo, quod semel admissum coerceri reprimique non potest, ut errem, sed ita prorsus. Quae eveniunt inprobis, fugiendam inprobitatem putamus, sed multo etiam magis, quod.",139.18,139.18,13.91,6.96,11.14,6.96,6.96,0,2024-12-12 21:01:29,315378363,RER0632jp,"CBL & Associates Properties, Inc.",2024-12-12 21:01:29,2024-12-22 18:44:57,2025-01-01 16:28:25,2025-01-11 14:11:53,Active,139.18,0,2r9O6y0jw3h761SZf0Bf11tT2eq5d972
2024-12-05 18:02:44,131,368,15313,15313,15313,15313,14597,3,43bbd0d7-6d56-4637-9db5-2e8f6a5f18b7,3,14597,11,5564,YCPECJ4GM0GLEL5E,3XKS5PGS-KJSI-MR5Q-Z3KS-BS7J91UHOXF3,KX1PPARL0W,"Plus habeat sapiens, quod gaudeat, quam quod angatur. Optime vero Epicurus, quod exiguam dixit. Ennius, Afranius a Menandro solet. Nec. Tempus numquam est de quibus ante dictum est, sic amicitiam negant. Utrum igitur percurri omnem Epicuri disciplinam placet an de.",26.18,26.18,2.62,1.30,2.09,1.30,1.30,0,2024-12-12 07:13:18,7107472,NIG5962gm,The Cushing MLP Total Return Fund,2024-12-12 07:13:18,2024-12-18 20:23:52,2024-12-25 09:34:26,2024-12-31 22:45:00,Recharged,26.18,0,Th01vQZwG4RZt2qo4V8iIvagF8R8M1zi
2024-12-07 19:50:34,131,563,14170,14170,14170,14170,15128,2,889e3f9f-a17e-4d4c-b4f5-c2b448261997,8,15128,12,15815,CLV68T4YUN199WBJ,4WRPVPCU-0ZGU-IO48-3OM0-P976O45LZNN4,IM5DQG241F,"Nos natura genuit et conformavit, ut mihi quidem videtur, inermis ac. Civitas in seditione beata esse potest nec in discordia dominorum domus; quo minus omnes mea. Iuberet reque ex utraque parte.",78.55,78.55,7.86,3.93,6.28,3.93,3.93,1,2024-12-12 14:16:41,192607861,PYG8310qc,"First Capital, Inc.",2024-12-12 14:16:41,2024-12-17 08:42:48,2024-12-22 03:08:55,2024-12-26 21:35:02,Pending Activation,78.55,1,332zK6H3N42QQT9DuGfL1Cio9pKryCLs
2024-12-09 21:59:40,131,651,3825,3825,3825,3825,15672,2,3a405c2f-eb55-402f-affb-9df24389224c,11,15672,10,190,JZN22D4YGUP78Z9R,J1BQX2DI-JQKU-0PNJ-HAX3-178A7L19D75A,SNK28G1ZC,"Tantum enim esse omnino in nostris poetis aut inertissimae segnitiae est aut. Illustribus et gloriosis satis hoc loco dictum sit. Erit enim iam de omnium. Cum ita esset affecta, secundum non.",111.30,111.30,11.13,5.57,8.91,5.57,5.57,1,2024-12-14 04:17:46,415033,ZCM2093lz,M&T Bank Corporation,2024-12-14 04:17:46,2024-12-18 10:35:52,2024-12-22 16:53:58,2024-12-26 23:12:04,Blocked,111.30,1,X1q8r6rBeU6OcT2eWgP9sroxBqhMT8Nu
2024-12-10 17:25:41,131,286,18402,18402,18402,18402,15888,1,7b2037fd-cc40-49dd-b987-23595d492692,10,15888,8,9264,IJDVJ1T3J62TD8OM,RAP888CY-ZVZX-LY6N-BKLQ-NXKUZWNYX1HL,S123WHITX,"Consequatur, vel illum, qui dolorem eum fugiat, quo voluptas nulla pariatur? At vero.",95.02,95.02,9.50,4.75,7.60,4.75,4.75,1,2024-12-10 21:07:32,877950,EPF6626vh,DRDGOLD Limited,2024-12-10 21:07:32,2024-12-11 00:49:23,2024-12-11 04:31:14,2024-12-11 08:13:05,Recharged,95.02,1,qMfW6uranP9LgnaDTqCT70x9bTJH3cTB
2024-12-13 12:09:55,131,336,19766,19766,19766,19766,16623,2,94034da0-2056-4d44-8dbe-1fc2f53cb799,10,16623,11,9318,XPPO2FTDQAK2YUXG,ONLDBJ6U-YRIA-M84H-T0X7-42BAINWZJK9S,1HFEZGG,"Sed tuemur ea, quae hoc non minus. Turma omnis chorusque: 'chaere, Tite!' hinc hostis mi Albucius, hinc inimicus. Expectamus, sic laetamur iis, quae recordamur. Stulti autem malorum.",102.13,102.13,10.21,5.11,8.17,5.11,5.11,1,2024-12-17 13:44:13,1250401,FIW8910xl,Abbott Laboratories,2024-12-17 13:44:13,2024-12-21 15:18:31,2024-12-25 16:52:49,2024-12-29 18:27:07,Depleted,102.13,1,Vp4quqFa0pjMY65AVd1rcph9YKXh7R4X
2024-12-13 13:56:33,131,890,15446,15446,15446,15446,16641,1,4f2df8cd-0b7f-4b06-9bba-4b36d2d441f7,10,16641,7,3128,KYB8U4JCFGWSR3QY,LV70RYLU-PPD3-8QL0-N9QD-0WEXYDMMGEH4,NFGQFI525B,"Nam diligi et carum esse iucundum est propterea. Quae te ipsum probaturum esse confidam. Certe, inquam, pertinax non ero. Materia sit, ex qua quaeque res efficiatur, alterum, quae vis sit.",103.27,103.27,10.33,5.16,8.26,5.16,5.16,0,2024-12-18 22:53:07,77327827,HCP2858kh,InfoSonics Corp,2024-12-18 22:53:07,2024-12-24 07:49:41,2024-12-29 16:46:15,2025-01-04 01:42:49,Inactive,103.27,0,rB5j4k04ocP91HUJHcFK04vU5BvD8KWu
2024-12-16 07:33:44,131,353,9631,9631,9631,9631,17356,3,8f157981-c622-4939-8765-c48dd411b439,11,17356,11,8172,UMG6QPV3HIEZ6O08,CERQTOMI-Y6L0-TBJI-QT3H-TM055LWACJMY,Q509,"Tibi videtur de voluptatibus suis cogitavisse? Sed ut perspiciatis, unde omnis iste natus. Me ad alias litteras vocent, genus hoc scribendi, etsi sit. Tibi probatus videretur et iis, quos modo nominavi, cum Attico nostro frequenter audivi.",113.84,113.84,11.38,5.69,9.11,5.69,5.69,0,2024-12-22 11:59:09,64052050,KGQ3866ke,"Discovery Communications, Inc.",2024-12-22 11:59:09,2024-12-28 16:24:34,2025-01-03 20:49:59,2025-01-10 01:15:24,Expired,113.84,0,s2k82Y4AmQ3G3mqe2GwamQB1sKe41Ih4
2024-12-18 05:05:17,131,446,18165,18165,18165,18165,17847,2,f165f45a-ed15-4fff-a417-007ef9537e1f,5,17847,11,11273,JIL18592R10V1JRF,8HNC5IRE-SFP4-UOCL-L36N-K5UAI09MTDNZ,VXJC,"Continens, quam severa sit. Non enim hanc solam sequimur, quae.",51.76,51.76,5.18,2.58,4.14,2.58,2.58,1,2024-12-18 15:08:39,301542693,ZCC6898zn,SunPower Corporation,2024-12-18 15:08:39,2024-12-19 01:12:01,2024-12-19 11:15:23,2024-12-19 21:18:45,Suspended,51.76,1,7ww33xe5TSkYs14V6ShnbM52q94n4Eau
2024-12-20 04:30:56,131,677,5715,5715,5715,5715,18357,1,9c6e143c-0ac9-401e-8914-b29cebe082a5,6,18357,3,2163,HBFVU7MKLCN73MS9,5KJ92CHR-LA8X-POBZ-IX2D-XC76TR4SB2V4,7VYTFTN2F,"Militaris imperii disciplinam exercitumque in gravissimo bello animadversionis metu contineret, saluti prospexit civium, qua. Facillime perspici potest: Constituamus aliquem magnis, multis, perpetuis. A sapiente delectus, ut aut voluptates omittantur maiorum.",57.24,57.24,5.73,2.86,4.57,2.86,2.86,0,2024-12-26 08:21:37,764888779,DFM8694po,"Entergy Arkansas, Inc.",2024-12-26 08:21:37,2025-01-01 12:12:18,2025-01-07 16:02:59,2025-01-13 19:53:40,Recharged,57.24,0,CppXN1820HdKy28H7v638s17Z2XlrS5a
2024-12-22 06:24:19,131,590,6188,6188,6188,6188,18891,3,a6ecc1b2-fe43-48aa-b8f8-8616df26a726,4,18891,12,12388,V6UVDKDEETFNCT98,JW71EZAW-4RW7-ORQ1-7SUS-VPQGS7Z5H7Y3,VRUN33CW,"Cepisse arguerent, causam apud se. Quasi voce naturae sic eam.",42.41,42.41,4.25,2.11,3.39,2.11,2.11,1,2024-12-24 04:12:50,09744733,VWJ7185qu,Ames National Corporation,2024-12-24 04:12:50,2024-12-26 02:01:21,2024-12-27 23:49:52,2024-12-29 21:38:23,Under Review,42.41,1,pYVOZ9p34WCogrhuv5u2V76z31sGI6kn
2024-12-23 15:34:06,131,457,11197,11197,11197,11197,19257,1,a628806a-fe04-4a88-ad0b-ce7c0022272a,6,19257,2,19210,4F5W9L9QA12GDKVF,UW6BAT7F-LBZO-Y2X9-29NZ-GRM5MHWXLYO4,LXS557,"Tamen id, cuius causa haec finxerat, assecutus. Quod profecto numquam putavisset, si a Polyaeno, familiari suo, geometrica discere maluisset quam. Habet, utilitate, non arte laudatur, sic sapientia, quae ars.",62.89,62.89,6.29,3.14,5.03,3.14,3.14,1,2024-12-28 11:24:48,3663243754,LMA9385bz,"Opexa Therapeutics, Inc.",2024-12-28 11:24:48,2025-01-02 07:15:30,2025-01-07 03:06:12,2025-01-11 22:56:54,Cancelled,62.89,1,xxKt3xp9VXl0Y97Cp52ztHv0SU25755m
2024-12-24 20:33:16,131,486,6374,6374,6374,6374,19585,3,7e652705-4f1b-45f1-a6ee-627042a80fe0,16,19585,2,8425,KLWV4RY072JNWC7Y,W9NF00NP-U29S-EF7P-A7EE-KCX12NKMDEVT,0L862FOD8,"Angusta, quam magnos quantaque amoris conspiratione. Regula, ad quam omnia iudicia.",157.45,157.45,15.74,7.88,12.60,7.88,7.88,1,2024-12-26 09:06:14,2977648405,YAR8348nf,"Gores Holdings II, Inc.",2024-12-26 09:06:14,2024-12-27 21:39:12,2024-12-29 10:12:10,2024-12-30 22:45:08,Depleted,157.45,1,f9Zu0j26y9qodB9cQ60277qHdz4tWL16
2024-10-11 06:14:10,132,170,19902,19902,19902,19902,168,2,5cfc6201-e290-43b8-ac35-e916298f6e35,10,168,10,16332,O7KY283PVVNDOQYB,5SE0JLII-P4U9-3RKQ-ECN9-DGFZUO9YN9BP,N9RJ3,"Delectari, quod ista Platonis, Aristoteli, Theophrasti orationis ornamenta neglexerit. Et sunt illius scripta leviora, ut urbanitas summa appareat, doctrina mediocris. Ego. In reque eo meliore, quo maior sit, si nihil tale metuamus. Iam illud quidem adduci. Et perspicuum est nihil desiderare manum. Ultimum vel extremum -- quod et acutum genus est et ad.",99.58,99.58,9.96,4.98,7.97,4.98,4.98,0,2024-10-20 01:58:21,0431252,GZG8864lt,Pacific Special Acquisition Corp.,2024-10-20 01:58:21,2024-10-28 21:42:32,2024-11-06 17:26:43,2024-11-15 13:10:54,Depleted,99.58,0,0yRN9iu645YMGSn1TPD1JqG2kYlpJVL5
2024-10-13 00:21:04,132,740,7358,7358,7358,7358,632,3,19c1708d-68dd-45d6-adc1-c36e561d3d28,7,632,10,6405,9MTQ0G5JZ6T3I4JF,TOO1B22W-LT4U-U5I0-JLL6-Z8YSJVRA3U3O,FRMB6YSCN,"Putat, ut calere ignem, nivem esse albam, dulce mel. Quorum nihil oportere exquisitis. Sed iure Mucius. Ego autem mirari satis.",69.84,69.84,6.99,3.49,5.58,3.49,3.49,1,2024-10-15 12:08:05,97480354,DJQ1146te,"M/I Homes, Inc.",2024-10-15 12:08:05,2024-10-17 23:55:06,2024-10-20 11:42:07,2024-10-22 23:29:08,Under Review,69.84,1,90s43f2MXUOaCEB08Pwz2UHCxN1pe5Ew
2024-10-14 07:03:16,132,675,18478,18478,18478,18478,956,3,a29ee526-cdc1-4a98-b26c-bd8b8a59d5f3,14,956,12,7730,HAYIQJJH9VODZN70,2PR0JI6H-YR7T-CRQY-L2DR-861D42I3UPWG,FFQS,"Ac duce natura nihil esse maius amicitia, nihil uberius, nihil iucundius. Possit. At etiam Athenis, ut e patre audiebam facete. Secutus esset, nollem vituperatum. Iam in altera philosophiae parte. Quae est.",144.19,144.19,14.42,7.21,11.54,7.21,7.21,0,2024-10-19 15:32:10,4740472541,RDA2818jc,Navistar International Corporation,2024-10-19 15:32:10,2024-10-25 00:01:04,2024-10-30 08:29:58,2024-11-04 16:58:52,Blocked,144.19,0,4GoZ94ep7uth2Bhf34l9xWLv5UP0Mewl
2024-10-16 07:20:25,132,622,27,27,27,27,1476,3,20f22b12-6a3e-423c-8726-4aad2b4b68a5,12,1476,12,15450,PWSW1Q1CYZEOVFEQ,UWMSWWX6-65BE-13J9-QX1A-1FHUR0CSIDUL,U84SD5KW,"Minorem. Ita, quae mutat, ea corrumpit, quae sequitur sunt tota Democriti, atomi, inane. Voluptas nulla pariatur? At vero eos et accusamus et iusto odio. Aut saperet aliquid aut ista didicisset. Et quod adest sentire possumus, animo autem et. Nihil homini possit melius esse quam vacare omni dolore careret.",115.27,115.27,11.53,5.77,9.22,5.77,5.77,0,2024-10-24 07:31:53,0915089,WXT4047rg,"Hartford Financial Services Group, Inc. (The)",2024-10-24 07:31:53,2024-11-01 07:43:21,2024-11-09 07:54:49,2024-11-17 08:06:17,Blocked,115.27,0,wQ2547lNiqK3BD62V6fxo43FdU1Ra083
2024-10-18 21:06:48,132,303,10208,10208,10208,10208,2149,2,d4507e6d-ab4a-400a-bdf1-fff5ee49722a,15,2149,1,11040,QV2I4MOG6DTS2OAI,AGJLKBDJ-U5H1-D1S3-RS2S-UPS0HJ5Z7IDW,D6HN1T,"Legendi sunt. Quid enim me. Dolore tum in morbos gravis, tum in morbos.",147.16,147.16,14.71,7.36,11.78,7.36,7.36,1,2024-10-21 06:32:45,950006,SBP7138ay,Atlas Air Worldwide Holdings,2024-10-21 06:32:45,2024-10-23 15:58:42,2024-10-26 01:24:39,2024-10-28 10:50:36,Expired,147.16,1,XcZnhi34q517j3KBsx03ukM1jM4Cg7U3
2024-10-20 01:06:51,132,520,1819,1819,1819,1819,2460,3,b5787e6a-03ec-4106-b3c4-b80703f2b34f,9,2460,9,13693,OILR83XBBHA7AG4W,1TSLRC1H-JMV2-4Y7I-QFRY-GZ4TOSW08AWF,7L2ZUENFL,"Omnia, eumque motum atomorum nullo a principio, sed ex aeterno tempore intellegi convenire. Epicurus. Hoc primus cognomen invenerit, aut torquem illum hosti detraxisse, ut aliquam ex. Indoctum fuisse. Fieri, inquam, Triari, nullo pacto potest, ut propemodum iustioribus utamur illis, qui. Sic faciam igitur, inquit: unam rem explicabo, eamque maximam, de physicis.",86.88,86.88,8.69,4.34,6.95,4.34,4.34,0,2024-10-27 09:28:36,787826689,FAH2467ii,Crown Castle International Corporation,2024-10-27 09:28:36,2024-11-03 17:50:21,2024-11-11 02:12:06,2024-11-18 10:33:51,Expired,86.88,0,zar7W6H3GZ0B55gr04rKfwNT7Pngv6uD
2024-10-22 08:20:33,132,594,5970,5970,5970,5970,3077,1,8d2fa199-44af-44d0-895c-cbc558c81e7e,11,3077,3,2836,F3OAA5L19XRA18JY,7GVWYG0M-AZU6-E5SV-MAUF-21429D76TM38,KBOEP34A9,"Quae nec naturales nec necessariae. Quarum ea ratio est, ut meminerit maximos morte finiri, parvos. Fugiendum. Itaque aiunt hanc quasi naturalem atque insitam in animis nostris inesse notionem.",111.06,111.06,11.11,5.55,8.89,5.55,5.55,1,2024-10-23 20:14:46,9678778,JEP3000vl,"Lumber Liquidators Holdings, Inc",2024-10-23 20:14:46,2024-10-25 08:08:59,2024-10-26 20:03:12,2024-10-28 07:57:25,Active,111.06,1,mNRs1G0iYH47z7O5M34vfBd6T1E4jFeE
2024-10-23 16:03:45,132,655,3820,3820,3820,3820,3415,1,9546c777-3bfa-4a53-8106-790b9086ee7b,11,3415,9,16951,38KGDQ46L46DQL0E,VLTBPJ71-7D63-J9XG-F755-PQP6C3QX1V9P,CDAZWX,"Est quo melius viveremus, eas ergo artes persequeretur, vivendi artem tantam tamque. Ludus esset. Quam ob rem. In morbos gravis, tum in damna, tum in dedecora incurrunt, saepe etiam videmus, et perspicuum.",108.17,108.17,10.82,5.41,8.65,5.41,5.41,0,2024-10-28 22:24:50,4713729,MEF1751ju,ACADIA Pharmaceuticals Inc.,2024-10-28 22:24:50,2024-11-03 04:45:55,2024-11-08 11:07:00,2024-11-13 17:28:05,Expired,108.17,0,23HeU27X9NR2hYV0yp7lYP3GDVDxslZ9
2024-10-25 19:26:33,132,390,13633,13633,13633,13633,4009,3,228a5c08-e6a5-4aa3-9ea7-3be28498067f,9,4009,12,16654,UYD8AQ2GHN6AZ9E9,U2X3I5DN-N146-FSNW-2KTQ-KP75TXVHEPXT,BHVRP,"Qua quaeque res efficiatur, alterum, quae naturales essent nec tamen necessariae, tertium, quae. Gaudemus, voluptas est, ut necessariae. Corporisque doloribus, quanti in hominem. Modo dicebas, cadere causa, si qui e nostris aliter. Maledicta, contumeliae, tum iracundiae, contentiones concertationesque in disputando pertinaces indignae philosophia mihi videri.",89.29,89.29,8.93,4.46,7.14,4.46,4.46,0,2024-11-04 14:12:55,123105818,PUV4781zv,"Exelixis, Inc.",2024-11-04 14:12:55,2024-11-14 08:59:17,2024-11-24 03:45:39,2024-12-03 22:32:01,Depleted,89.29,0,gGHsy3318vIQQBOshRF68x69OaX3Nd24
2024-10-28 16:04:40,132,232,14284,14284,14284,14284,4740,2,b0bf7357-cf12-49d1-aca4-4266400f969c,10,4740,6,176,II7BFSD242M4QMJN,KQYY8Z6M-QUJD-9F32-046A-16K9UXY93NBV,I4NO,"Id ne ferae quidem faciunt, ut. Fugiat, sed quia non numquam eius modi tempora incidunt.",104.14,104.14,10.41,5.21,8.33,5.21,5.21,1,2024-10-29 23:50:33,560649,TUQ2157hu,S&W Seed Company,2024-10-29 23:50:33,2024-10-31 07:36:26,2024-11-01 15:22:19,2024-11-02 23:08:12,Expired,104.14,1,k477pUFH8LMz9kAa4P0Gc9l9ED8p7aLG
2024-10-29 07:07:28,132,777,16929,16929,16929,16929,4905,3,57d070ac-e95d-47af-8ad7-a1888c609a9c,17,4905,12,16371,UV0SZST7K9QCCGD0,CDIY3MIU-KSCA-ISO7-XBH0-LV43464JRL0W,CAXZWBC,"Praesertim cum omnino nulla sit utilitas ex. Miseram vitam afferre momenti quam eorum utrumvis, si aeque diu sit. Adipiscing elit, sed do eiusmod tempor incididunt ut labore. Quidem exercitus. -- Quid ex eo perciperet corpore voluptatem, aut cum Latinis tertio. Id, quo gaudemus, voluptas est, ut necessariae nec opera multa nec impensa expleantur; ne.",168.64,168.64,16.86,8.44,13.50,8.44,8.44,0,2024-11-07 15:18:02,617101,HKA9995vk,LaSalle Hotel Properties,2024-11-07 15:18:02,2024-11-16 23:28:36,2024-11-26 07:39:10,2024-12-05 15:49:44,Recharged,168.64,0,L4Pf9p28C8r7B6t5Xs06ZFD7KR5HI9g3
2024-11-01 07:59:00,132,347,6505,6505,6505,6505,5687,1,48fdcf78-78f2-4416-91a3-78c0bd8759d3,8,5687,5,18350,XME1CSN4XPN1RCD1,95LABG1D-N55Z-739C-VO6B-KWF04MQJDGBQ,5VC3N,Etiam bestiae paene loquuntur magistra ac duce. Eo et gravissimas res consilio ipsius et ratione administrari neque maiorem voluptatem ex hoc facillime.,75.72,75.72,7.57,3.78,6.06,3.78,3.78,1,2024-11-03 10:03:38,15004743,EYL1432uj,PowerShares International Dividend Achievers Portfolio,2024-11-03 10:03:38,2024-11-05 12:08:16,2024-11-07 14:12:54,2024-11-09 16:17:32,Blocked,75.72,1,Pi3l0P3r83Xp2v0qUJ2Rj9Y4mXi9xsNo
2024-11-03 03:52:54,132,475,14962,14962,14962,14962,6158,2,2b8f1092-8bac-404f-8a0f-5e6e39736564,8,6158,5,901,KH5VHBSHQTZHM20S,SRCSZBEX-S5HD-F4X0-4LY3-2EJY0N1S9XQ2,OIG,"Sine dolore tum in morbos gravis, tum. Quia pacem animis afferat et eos quasi concordia quadam placet ac leniat. Temperantia est enim. Quaerenda sint, unum, quae materia sit, ex qua quaeque res efficiatur. Munere vitae optimum et verissimum sit, exquirere? An, partus ancillae. Sit provident ob eamque debilitatem animi.",82.26,82.26,8.23,4.11,6.58,4.11,4.11,0,2024-11-13 03:24:20,110646,NGC6790cm,PowerShares Dividend Achievers Portfolio,2024-11-13 03:24:20,2024-11-23 02:55:46,2024-12-03 02:27:12,2024-12-13 01:58:38,Pending Activation,82.26,0,OUr2992V225Vl01haYY9SE953reeenDK
2024-11-04 11:13:02,132,290,10769,10769,10769,10769,6493,2,677e5280-620f-4eda-b434-6d787333359f,9,6493,3,14920,JOMB2VFORFV8K9RP,VOJ996UX-PMW4-1J9O-G6JD-85L7HNCKHT17,THQMTOB9Z,"Obcaecati cupiditate non provident, similique sunt in culpa. Quisque tribuat, quid in omni munere vitae optimum et.",93.73,93.73,9.37,4.69,7.50,4.69,4.69,1,2024-11-08 02:19:40,275828468,KTU6003ir,Reynolds American Inc,2024-11-08 02:19:40,2024-11-11 17:26:18,2024-11-15 08:32:56,2024-11-18 23:39:34,Pending Activation,93.73,1,0y6jdJUGqz0W5gyGq4iyeS99m5p1G8ui
