activity_ref_key,item_idx,category
bb7c3812-319e-40b3-873b-5acb118eaea5,19287,Classroom Supplies
21aa4a76-09e9-4e0c-a198-6ec640ab0db3,14858,World History
507195e6-096c-41f1-bbf9-20a189dd6fb2,7595,Travel
be7950ec-4734-44ee-8ca5-a24fda153076,18041,Math Support
e6a141d4-61f5-4209-8eb7-68b5f4d1ca68,17574,Numeracy Support
9eb98063-6128-4048-9f3c-44c0a7171ab3,6591,Assistive Technology
c4001f13-3bb0-445e-84b2-4e177608aa4e,19312,Alarm Systems
4a087f6f-3896-4f18-a878-948e81b0d99d,4476,Sign Language
972a103c-6adc-4f72-8951-754818afe3a2,13290,Welding
5c242907-8a02-46f1-9019-d1712bf911cd,9951,Science Club
69544cb7-4d54-4cf8-90a5-9bb82143b5c2,904,Mandarin
29061f21-b9ec-4286-882c-abb18aea7be6,4691,Legal Fees
b4bbf4a9-85f2-4e39-abc8-bdc24d0044fb,11088,Binders
db6d62d6-6704-4d03-92e0-b68f6b40af08,2512,Philosophy
feae2c9a-225a-460f-bf5f-f9329f29ae7f,16829,Sanitation
b4ebf312-fcca-49f1-8968-1883fd7dfb0e,2723,Social Work
e99e7847-ac6e-411e-96a9-6697d3ebebf7,11043,Early Childhood Education
00bd92cf-a917-4869-85f7-54f57688df4a,2373,Math
49e56a88-b969-404d-8601-aa38d9d79760,1613,Government
5050f646-2415-4331-ab1f-c01ed7f758fa,9233,Lunch
e95627b5-70b3-4a20-a65d-068282985d1a,6084,Events
4fe21a89-e385-48d7-948e-90fa73fb2e60,4911,Kitchen Staff
4af64b7e-9ce7-4d26-8b74-62fd08358a4f,18317,Auto Shop
4d06d66e-7a4c-4051-82e7-2c31441db295,7557,Braille Services
88be75b3-c93b-42ff-9be8-6df18fa781f5,6803,Summer Camp
38d305af-8748-468b-ab91-5291d73bc956,12,Cameras
1ceb33c0-fa1f-4273-9536-3117a3714224,8962,School Bus
8d8162f1-fa22-4a9a-ad04-51d4c1ce78d3,16151,Animation
1a86d711-04f8-4fa6-8d51-b6a2cf16756f,2308,Gym Equipment
027acd3b-754e-43c7-88ba-26b49ec29035,10239,Tournaments
2e56bdc2-539e-47dd-aa6f-c98a07973141,8543,Geometry
71792292-21db-4aec-bdc5-215d99a1e684,10210,Storage Cabinets
4858e6c6-c586-45b4-8d2d-af7c00901eef,10997,Nurse Supplies
fbec1db4-a32f-408d-8f79-3a844c1cf0f3,12863,Chemistry
a5436eb7-9bec-4470-b1f9-6679d3b063ce,5063,Study Skills
25cc3251-f2f0-4b77-888e-197d56802738,9333,Leasing
779a53be-6a7f-40dd-9fd9-994f24d0f770,10669,Venue Rental
7bbfa358-1045-44a9-a778-63512020ee79,11259,ASL Interpretation
8b55d874-c3c6-4e69-a693-4c5d5e67d993,8816,Civics
30ff32e6-8bd9-488e-856e-4e0cd9cd50f5,272,Creative Writing
26934e99-8174-4a15-931b-9b7a090bf3af,19587,Family Nights
07a47b1d-a07a-4892-9a43-21800262983b,7342,Athletics
aaf0f216-2c18-40a9-bb68-36526fdfadab,16940,Public Speaking
966efa68-6faa-457b-b26e-7824af1ee9ec,5695,Guitar
085628a8-ee2d-45d2-9840-fb179fc26370,9874,Grammar Tutoring
9be9b550-9f0b-4959-9317-3ef0aaecfe02,13218,Economics
eef93f7f-ac47-460a-9e1b-e90b35ba3fb8,7781,Nursing
5cff68d3-8d17-4c11-a464-ce38ce87a708,3021,Annual Subscriptions
f8de3ea4-a1e0-4915-a2c7-22efe34bf974,15790,Workshops
11b77db6-a7a4-4f2d-8ee7-f53ba2e1a994,7147,Professional Services
0f0507fd-4162-41b0-ab05-581e0654eb81,6245,Test Kits
8c33841c-3a50-444f-889f-f1a438dff2a7,7693,Educational Aides
bb616500-56de-4abe-93b6-27095b763532,19516,Standardized Tests
19741c9b-4393-49dd-95bd-be0cb77f62ed,12071,Drama Supplies
673c9c9e-aa0a-4746-9343-a6faebe335b5,6746,Sheet Music
3470577d-e88c-40b8-8623-adbd2b483f74,19698,Coding Supplies
bfebb149-a8bf-420e-9708-054427e53e1c,10426,Spanish
0f6e0a0e-d986-4fb9-9143-bf3f1716d8f1,8640,Balls
3c16d949-ed7b-478c-a919-6b38e461e5fe,2519,iPads
dcb07086-08f7-4c13-ace3-5eaf5aad800f,19917,Workshops
6478e9de-2194-4ee3-ad13-d7aa698de267,428,Background Checks
2df02791-8b0d-47c0-aae1-d1991c89a003,19010,Food Services
737d99e6-1b10-4f7f-976b-6117505fbf2b,1429,Office Supplies
f0a61cbe-ecf8-434e-9f35-7159176d58d0,9898,Vehicle Purchase
0824ae12-955a-4efb-9fae-de22e7968252,12608,Gas
f2fdc9b4-0cbf-4aac-b326-ba12f85d31a2,3066,Transcripts
d237d555-92ef-44f2-af2d-14f130236fff,1464,Testing Services
ffb78dbb-fef8-4b9c-82be-dea3ccb99f52,3916,Pottery
bd01e18c-da5c-45ee-8957-08d41e44ebf4,7206,Teacher Aides
9157dee9-2f23-4f14-b77a-00321394931b,5789,Art Supplies
d575084e-e5a0-42aa-beaa-a168dad1f021,12188,Utilities
cdbad0b9-6f14-4c20-b7d6-2ad94aaf969c,9151,Vocational Training
748d1265-7dd3-4fbf-8076-79b2a302739a,6142,Network Hardware
efa60009-8d0e-4f26-92a6-f9f8885d605c,16470,Test Prep
0733674d-b0eb-4ce3-8e03-79fcfcebc83a,4594,Soap
bdf75765-e039-4142-8cde-c91b0d7e0a2c,6731,Academic Intervention
eeacc3cd-f7ca-46ca-bf7a-fa59092b299f,14779,Web Design
3c5ad29c-a039-4f5b-9411-8ed760929860,16854,Servers
38ae888f-fac8-441f-bfa9-cd60976cd0b7,9731,Facilities
4f6ae260-c224-4fd1-8f1a-9a815e59b234,7589,AP Exams
a28d5b07-d6b6-4848-96cf-fc0dc1f0c581,643,Consumables
c45575a8-6f15-422c-ba07-653620ca5c90,12359,Charging Carts
1ccc1664-3813-4064-8027-9cd8be5c683a,4972,Maintenance Supplies
edf14a54-5f04-43d7-be98-6b52e6944142,4063,Post-Secondary Fees
706bf76b-335f-4ad6-bf95-2f6484cfcfae,17272,Workbooks
8b6b097d-8ec7-4798-a464-b402e3aeb03c,17152,Social Distancing Markers
caa688d5-1b59-4548-bea7-d77f98b0f2da,13828,Sports Equipment
0e4966db-e11a-4204-8a70-eed933d1999f,13173,Algebra Tutoring
b6b8b3ff-23e6-4613-870b-e59dd5f04d94,18473,School Newspaper
1dc01d0b-e5ab-44cc-95f0-920472062881,12706,Tech Hardware
102b953b-dd4d-429d-af67-584888587718,2702,Media Literacy
b8cde6fc-9e6a-4e34-91b5-b5cea745136c,13912,Robotics Kits
4eb0585f-d641-4fe8-98c5-75a8e5e3719b,11361,Leadership
4b1d966d-113f-4ce1-b4a8-182d9dc80203,10766,Computers
171e8fdd-fe03-4e7d-9549-58bcbcbf386a,2026,Science
14df801d-5d7c-441b-9d8c-bb6849563189,17127,Awards
44e260c5-13e9-46c5-967c-ca40d0947496,8909,English
9d5f4d4c-e50b-441b-988a-96742bdb5dab,4451,Coding Club
0ce9ad9f-9bc9-4ff2-9e0b-154a06341ea3,744,Kitchen Equipment
2b67482d-1f03-4af4-849c-1c57390d9428,17824,SAT Exams
1bc05607-c4c0-4e13-8434-965bb31984c9,6490,French Tutoring
ead09910-9a79-4f34-92e9-5d6a881ffe23,14283,Ventilation
eaf77bae-0a5a-4562-9e51-ec54d83f26ae,7655,Digital Curriculum
2a977609-3fb9-47d0-862c-3ca26c121a72,11322,Electrical
bda02c38-d06c-48d8-b4d1-0fdae0fe2194,572,Online Subscriptions
5b6096a0-bf78-4bc3-bad5-20ff7c78e725,18104,Chairs
421e6074-2915-427b-8056-c90a8e0d859b,18130,Lab Supplies
14eb403b-9087-46d1-97a3-7ba03130a4c1,10049,Drug Prevention
d339bda0-612e-4009-8dfc-a37945689682,19642,Science Tutoring
b09fbf06-82cc-40c2-85df-c9045993b443,11196,Daycare
dd7b8744-2130-4ef7-8120-103f673c3af2,511,Teacher Supplies
977e9b97-5c9c-40e5-af6e-9c6ee3781fbe,6456,Carpeting
21928e8a-f6c8-4cde-b089-94bb52362b87,12851,Event Rental
736a7c84-cee8-4d7d-be16-aa29c42f3aa6,19218,Smoke Detectors
58a7eff6-957b-4eec-ab2d-bf1723d041b7,14457,Statistics
72d4fa78-c6f7-4eb2-9b5d-f80dfcccbec0,19659,US History
d9ce7682-f7d7-4247-be98-6d9f8872330b,1320,Behavior Intervention
3a51d92f-c9fb-4a2c-994b-b6434267a79e,11179,PE Supplies
bad6870b-8b41-4baf-8abe-3c90fc299611,19548,Hand Soap
190c5b22-a735-424a-9a01-9ca281ee3efe,5468,Calculus Tutoring
e9f9ba2f-efb3-4459-aa88-8a54a7847ac4,9386,Fundraising
6cdc259b-e267-4343-ad1c-5d38f63e9ccc,3357,Algebra Tutoring
30d1c98a-cad6-458c-9a1e-d9b1f350d05e,14851,Japanese
1d05ce4b-be79-4aa2-abcc-4de1ea1f9c3e,17761,Teacher Desks
f823e501-3cc4-4eef-8103-aa35f1b905de,16001,Chairs
56b37ce3-3947-47cb-8643-877b323c2f09,1428,504 Support
58be9ff0-b1c6-4537-859d-0a67b36d10fd,4427,Graphic Design
0cb29225-3c62-4ee4-a5f6-7d5b6a833484,62,Gowns
e76e5689-5d3d-43fe-bfa0-9a0d239e63d1,4016,Science Support
410d540d-b5dc-4185-9b66-bc660f037a6f,5174,Physical Barriers
e77896d8-8b70-4226-8f8e-3ec69bee88b9,8919,Sports
c37d6f6c-e590-4c57-870f-8ecf04933101,8623,Daycare
de84d7a1-a04d-4a07-bed2-c4d9898c1b29,14349,Conflict Resolution
db6ddf32-9b20-4f70-b6cf-3ec173533cd2,18617,Playground Equipment
205444a7-2c56-48a3-b8df-54e896042f0f,2853,Reading Intervention
14abf8be-7414-4311-ab14-ea24b2800b5a,14240,School Newspaper
35f5388a-5e12-4dff-9e6a-c7efb186ee68,13929,Standardized Tests
781232f8-9bf2-4fa1-9d9a-26519886a188,17485,Music
dbaadb9b-a9b3-459d-a14f-7e5dd925fd9e,13882,Theater
ef9aa6b0-4f3a-4700-b7c0-532901444bd9,18925,Cleaning Supplies
fbfa2be7-6a2e-4a2b-bb65-33b133fe1f95,16471,Headphones
450f901d-abf7-4541-b088-79d98fa71d42,14655,Smartboards
867ff077-e857-40be-99d5-19d32dba9445,15554,Student Counseling
73ad5d90-6baa-4261-b021-f72add26e7b7,12660,Mindfulness
6d82a87f-d4c8-4424-8558-2915e6dcf4b3,8860,Lighting
c6073ce4-983f-4d62-9430-b117f7fc9f9a,12004,Legal Fees
7f95106e-bf44-4678-95ba-d764ccf587f0,18974,Sanitizer Wipes
34be08fd-5d30-4ecd-acfd-6041fca3570e,5044,Thermometers
a6c7345a-3da0-4c98-a47b-3b3931b19c33,7235,Sneeze Guards
96db5d65-62c4-496a-808e-d69081ca205f,13507,Calculus
32f00156-1f1e-4265-a417-aad0f6c61064,16210,Security
da5868b6-fd51-45da-b6bc-3a35e9bd54ea,19965,Coding
396028a8-2d55-4936-adaa-8a752fb629aa,16150,Subject Tutoring
8b380e23-e145-4704-b6e9-542695232563,12961,Outdoor Equipment
7d723fc9-6a6d-40d8-b7b0-d2b029d6587c,11342,Marketing
23e6f3d3-e508-41f8-a14e-02f9c8c66be7,7894,Craft Supplies
87f0344d-deac-4237-9264-a0157abfb92c,3919,Drama Club
5dc48e28-d776-4c91-b83a-0abe8efd76d8,15979,Safety Signage
6ce1a811-f964-48f2-ade5-7a79d56ba212,16715,College Guidance
b6b7d433-bea1-460e-86e7-c6389e4f8119,14845,Carpeting
d127dbb7-181a-4e64-8cfb-44edc66cb1b1,19141,Vehicle Maintenance
aa21f518-bec2-486b-b687-7f95ddc67508,9739,Computer Science
b5a7a690-922b-45e8-b4fc-d670a62198d0,11100,Economics
e9a5ebac-1a93-424e-96e3-6318579bb224,4321,iPads
44a9a20c-aa0d-4a2d-a1c1-d69bc61b1334,11210,Paraprofessional Services
8c8abb78-2f7b-4051-9a56-4e2d69a52a33,16064,Geometry Tutoring
e92b7cda-f219-4513-baad-a4c419b9f752,10805,Music Club
be6dd719-bd0a-4890-bb6e-529af7d983a7,4031,First Aid Training
c5f13cf2-94e3-4083-b753-cdca0a353b3e,7915,Online Tutoring
332e9e18-8de3-40ad-af32-605f0330d69d,359,Headsets
52629d73-f93c-44c1-a9c5-e9736e9bb004,19105,Sewing
8020cbdf-97b1-4522-8eb0-79891907d68c,10893,Trigonometry
648534b6-1e0b-4dd1-9a60-dbe6b0a84f87,15447,Choir
1ca2ab9e-0cc8-421e-b1b6-adb09bf712d0,6863,Crayons
75c960dd-16e9-4e9e-acd5-955e2ff4e33d,15641,Kitchen Staff
693ed95f-b3d1-452c-9f3a-c7502fae34c2,10543,History
d6f9c110-df57-4894-ac38-c9fe438c6c53,8755,Google Workspace
5d3740d0-b405-4994-843f-d956b96b00ed,2525,Physical Therapy
140376b3-f458-48c0-a575-d1744a63e51f,11065,Professional Development
e396a57d-0d77-42d5-8290-1f3c90fdcb75,5399,Teacher Wellness
edf053a9-d2e9-4857-be5a-09abae3ead16,6615,Pottery
4d52dfe1-fa24-40ca-9a47-ee85b41e2dff,12394,Teacher Aides
e392cded-09dd-485d-90f6-cd86e49e8799,17466,Gas
ce748e7f-0955-4d4b-a51d-9737a4228ef7,3071,Chemistry Tutoring
7d251f86-2993-45aa-9ffd-878d6f89daa2,4586,Testing Services
5326a185-3948-4ead-9a66-96af2d5874ea,17907,Sanitation
3806046e-a5d3-48db-b143-c5c61cd519ff,4289,Scanners
d6ded453-d519-46e9-a561-5982bd8fc0f7,14537,Janitorial Supplies
f24e3dc1-df31-4c97-b164-f248374f870d,11418,Building Maintenance
bd9aeab5-b844-4d83-b1b4-6b938965c724,13549,Plumbing
4753fa31-f95e-4568-b242-8ca032b279b5,11855,Workbooks
59e736f3-8b26-495d-9d7b-8c848384a3d0,13715,Cables
49d963fb-2763-463c-aa0f-dd49e51464fe,3186,CPR Training
58645108-5e8d-462d-8bc8-4cf163aef86e,16679,Apprenticeships
379b2781-1a01-487d-b224-f6323baf9b1b,5731,Cafeteria Supplies
78a29baf-d920-4d92-aa15-621570cf7116,3873,SEL
c416d770-dc0b-428d-8203-d06f1e25b10d,17613,Teacher Supplies
dbba5f1d-e409-4146-942c-9f6d5acb1230,13266,Nursing
73699bed-8c04-4031-a8d0-b4fc64b9ba4d,8922,Instructional Materials
0eea2b8d-f027-4343-a7d8-c8e6d191c23f,9609,Leasing
510d7ea8-eed8-4402-bd61-7f807874bd99,4432,Engineering
649a21be-46c0-4567-b622-33a94df84eaf,12908,Document Cameras
45135a70-0cab-45a6-b533-eac4178bf846,15519,Educational Aides
4697e350-dc7a-4583-b3e6-e688e39c748b,8074,Social Distancing Markers
53bdc1b5-893f-4fb3-9798-81a2c9f326be,18195,School Bus
5855da0f-5af8-4080-815f-059c0d318a9b,15220,Piano
6968f03c-b19a-483b-a836-64cb4ab87591,455,Bookshelves
2a41484c-0ebb-41a2-88b2-6e2302ed43ce,8393,Photography
a56c167e-16b0-4878-bba9-ddf0201ada21,8150,Cloud Storage
eabc382e-57a6-4511-8078-61e9c0887966,746,Creative Writing
abebea91-ad1e-442f-b49e-21f4b81e597a,18785,Lab Fees
e9b4f74b-a0fe-4c70-9f93-cfb2369855fa,6465,Law
5e141bd1-a71a-4b25-8ad0-09fe913720ed,15663,Corkboards
1dda3010-2512-4243-83e2-f1d862a85cd5,7007,Professional Services
28423209-6e20-42e0-acde-ecc2c28f62d8,7001,Administrative Supplies
fd3537a8-a6a9-4212-97f1-4e573e743443,4982,Software
c95053b7-a88a-4c6d-8455-0b73bf2aff13,9565,Construction Paper
7774e78f-743e-4696-945c-20c985444e22,7412,Folders
6ac502bc-626f-4117-b5c6-4335a2479ce0,793,Game Design
6baeb301-5b77-4c66-89a8-06e37d87cf1b,14336,3D Printers
be336d23-9577-485c-b642-63c9889f6c71,12474,Salaries
84a37afa-6c9a-40cd-aa01-765ba2e25479,5553,Technology Fees
88f67122-87e0-4f81-b25f-3dd6bb9a7a5d,501,Grammar Tutoring
ec5a7422-8771-4b7c-80d1-243236105d85,13200,Financial Literacy
20205e26-0d51-480a-ad1c-3c3709ed4039,15555,Digital Citizenship
d0780d98-9b9d-4822-9e6a-a467d6825225,4862,Library Science
1ee7443f-3e89-45ed-8e71-30be5136392e,13878,Group Tutoring
b0f573ac-f250-4345-942e-24e2a97141c6,18334,Soap
566a3415-4881-4bf3-a560-c13027778b7b,12652,Health and Safety
fd4e63b5-5377-4003-b953-7c587a89ec7b,10050,LMS
500b7b36-b479-49ce-b00c-36a0a0555407,8511,Recycling
62639c9e-d610-465c-a966-4e11e7ecac03,2007,Diplomas
d6f3ad50-23de-485f-a3b8-bd618a725686,9440,History Tutoring
45cc8127-2de7-491f-b33f-c9b12b9cb45b,10260,Postage
c3b91dd0-85ee-4ffa-a75b-7ad15eb85e14,18137,Vehicle Purchase
395c4342-81a9-45d3-8fb5-f971402b7df0,15287,Electrical
4365aac2-ae27-4283-a467-20f92d28e5fa,2828,E-Learning Platforms
44eab09e-9554-47a3-9f7f-b71a205045dd,18100,Digital Curriculum
ca315e18-ab78-4f1a-887a-33ac256a946a,6305,Airfare
598b6cc7-9654-4cb4-8694-10c0aa89d138,621,Audiology
027b4f91-b798-4547-adb6-55cf4928fa49,168,Classroom Supplies
ac9ccc70-16af-4632-94af-3fc6fc307bd6,17307,Clinic Supplies
464c390d-c0aa-485f-8a64-fa6d881a19cf,12038,Business
49d6e5ea-0574-45af-b031-13eed0a7f83f,14355,Brushes
49116c38-6a22-4222-86a8-99c494cbf31b,525,Grants
9dd8ada8-af63-4666-8de2-5c81537d1a89,5173,Student Desks
66564f34-30a0-4fe1-b045-db55043a2b21,13083,Student Clubs
db768a64-9b34-499f-8ea2-7bc6f120c735,15599,Registration Fees
5069ed35-d5ec-4d32-9b2a-97a7336a6278,3783,Welding
709559dd-a70f-46d8-a77e-dd74798b67c1,926,Musical Instruments
d6ca0779-f36f-4c2d-8397-1535d29ba6bf,17081,Social-Emotional Learning
17a509d1-99a7-4c39-9665-b170ea700e14,3184,Paper
f5da1366-1057-468e-9062-6c5d8cd82c69,2247,Post-Secondary Fees
c7943dc6-6866-47a9-9d28-d8a1ddd4b39b,734,Management
b73c7d36-4dbe-4f11-a449-687914f1dc66,13840,Curriculum
99bbeebd-0ecb-4e98-a361-74993dd10583,16896,Philosophy
fecc0e2b-23e5-44da-ba8c-7da68fe0c6cc,9828,Civics
5a76b3e8-34bf-4bda-b5d3-c7c76b0e1af9,3358,Consumables
8eeb0d89-7546-48b4-9e55-32cdcd5864d9,4162,Safety Training
b33dbef2-8015-470f-b2e4-85a15ffc2ee9,14398,Career Counseling
fb8efe86-5af9-45c2-b57a-26e162c06826,9035,Coding Club
bfb83961-a189-472c-bcd7-6ada97ff5be6,10211,Environmental Science
ffa7ad1b-4ac2-48b7-99c5-2c9aa4a3bc2d,1572,Internet Service
b4ab3131-0d20-42bb-aa78-4889a8bf461e,3306,In-Person Tutoring
593963d0-5a46-46c9-b0fb-bbe445e1d52c,13623,ACT Exams
8d45bbea-a606-4b59-a5c6-4125112cb7e9,9315,Athletics
50277b73-bdd4-4eca-9d83-062913240a33,7309,Science Tutoring
0774052d-205a-422c-bf7d-cefbaf7d0e18,2234,Online Learning
444b0b05-f145-4780-b3c4-ac7f3df2300a,4026,Science Club
b294894c-27c4-41f7-a418-ddf65bd52ff6,9557,Tuition
bec69b3e-04ae-40cb-b180-83c22b1bead6,12427,Air Purifiers
9eb88e42-ba5b-4404-8a13-aea400a6bf42,9335,Utilities
3f0ef8c8-a706-4f62-af14-153c22930f0e,17685,Team Uniforms
1b09e548-7c09-49d4-b740-4ffd256063c0,14631,Instruments
b83ed795-eec0-435d-bc1e-fa616e0f9bd6,17810,Car Rental
2ed3b118-7cbe-402f-8c50-519fc840c314,17547,Coding Supplies
4919c30c-8305-4543-81d6-9c7d8444ab0b,2515,School Nurse
e5bee9fc-b6bc-4aaa-b3d4-729d458dae64,9379,Astronomy
7db16846-421b-4ef5-88b8-8922e5f73474,246,Writing Support
a671ecdb-a9fd-4415-af48-805b23bba9c4,12260,Uniforms
6ef9633a-8bae-407e-930f-46ec59cfdfd7,12440,Special Ed Supplies
6e03750d-b5b7-4e77-a40d-8e509a934c96,11619,Webcams
95e58c1e-03aa-482f-8f21-88c7810b2d9c,3068,Food Services
9ade4e67-ea12-4710-902a-4088c6409bdc,4552,Chess Club
7ee3e67f-ae35-44c7-83df-5ebaa156ce67,6212,Monthly Subscriptions
1d17cd30-d465-4d44-8cf2-215b45d2b288,11503,Snacks
ca8cb38f-76b5-40df-8936-ef0d0ae4f8de,13641,Audiobooks
fd0450dc-4ffa-4dbd-ade1-c770de5c1a20,5045,Summer Camp
5a7dbdca-951a-4c90-9731-0f23ee827e17,2163,Social Work
056aafeb-4dcc-420e-9008-9e13f27b5617,15347,Summer Programs
1c9b796b-ca1e-444b-bb40-75433b4bc4ad,17852,Indoor Furniture
9b7de50d-8551-441e-a3f5-46ae946c6541,19824,Servers
13a4fae8-a1c7-4325-9823-2da4230e634d,13044,Science Kits
5889c55e-4535-4cb7-8765-6a7fc4b1e248,4,Insurance
6be20900-6bfd-445e-83b1-fd2289085ee2,16806,Repairs
68cb0029-a4ac-47bf-bd1c-dd900e6f38df,14819,Roofing
1612fa1b-e196-4ae2-881e-57c3d72e456c,8517,Drums
2e4ec010-01a3-4c8d-be12-025cffadf2d4,15758,Early Childhood Education
74dc69ad-3045-4853-bfff-950fc3b52a20,9512,Math Manipulatives
685f505d-c13a-48d9-af55-eec8be3cf0a0,12420,School Supplies
22093c33-f590-4e34-aae4-793deabc1e65,12888,USB Drives
59f4d9e9-4045-499b-ba4e-7268eda4ad3a,3697,Educational Software
0c38bbe3-64fa-40a1-aefa-f5b881874971,17340,Cooking
96e5ebfa-9364-4c70-9448-cb2e0582e9d8,8944,Library Furniture
1b37cc1b-be53-4015-93a8-54485aa88da1,17868,Writing Tutoring
e43de7dd-e5bf-4a3b-8109-a32b7762aecd,12208,Hotels
e069a6ca-74ac-4959-b443-f1f3cdd25c45,5240,Math Intervention
925d239b-71a7-4480-814e-0bf1845a019e,11639,Art Tutoring
e0753366-17e6-4c2f-af4b-97874697766d,4145,School Readiness
7c9cd5bb-ea66-4466-97f2-5dfd1604d8f3,103,Special Ed Tutoring
0f549ae8-9d88-49f1-b433-ba9d9daf3377,3995,Therapy Tables
5174d126-381d-4597-80a6-4a86e370c060,10451,Academic Coaching
af6f80b2-e5ea-418d-ab4f-8b9b29929b9b,17611,Tournaments
b6b34831-e5e0-476d-ad21-bcf9ce54a359,17188,Physical Education
68252e0d-1e27-4409-8c55-fc3c93ce6293,5303,Activity Fees
64156669-088c-4624-aa81-4806d8680c68,18964,Substitute Teachers
74f136bc-252d-4b76-a954-b5bb0295f20a,4902,Mentoring
c777de16-7063-4c02-9ccd-7af28a38813e,9320,STEM Kits
8112b069-0331-4459-b44f-2fdbe58446fe,17389,Custodial Services
98a425c1-744d-4b1a-a136-8c50f4dfd97b,7805,Sanitizer
5975e53b-f5c4-4f59-a361-e93cd04c46e0,3091,Literature
18327f33-12a0-4ac5-806c-551510690f35,5335,Ventilation
7d667888-20be-4c77-8f67-c93d6b3c8984,8658,Keyboarding
6e56b27d-ba1f-4b5c-8ece-b3a42bd27551,2068,Accounting
56cdb165-5b9b-4186-b3bb-648d51b97a89,18149,Drawing
faf54f1e-1e97-49e8-a422-cd742cadeb03,122,Student Government
7da993ad-af53-40d8-b534-d43e91ac0c57,8715,Orchestra
255b182b-e294-4629-bdf9-c44d9c625d2a,5056,Adobe Suite
734bcc45-f984-4575-bf97-98567b0f33d6,5588,First Aid
99245435-4a5d-49f4-a09b-e9298a7e03a0,13052,Competitions
93525588-8efb-459a-8399-14c1ec5e9c80,14212,Mileage Reimbursement
01cda90e-78a5-4171-9cdc-b2bf6c727ce5,1292,Exam Fees
db51071d-1466-40dd-992d-443b9ff00b6f,2277,Donations
2dbefd8b-20bf-4524-9a0a-6cba45674e7e,13056,Laptops
694c7005-e14d-41cf-ae16-f4aa2c0dc6f6,7566,Family Nights
aef1e31b-9b7b-4885-8afa-ec3c4274cf50,17689,Routers
0addad4a-6c52-4646-af3f-fd80cbfa5b84,6190,Library Books
cfdf6780-5078-4ac5-8106-8c66dabfb907,1503,Yoga
c59c6958-bcfc-403c-b392-519964a681ab,7194,Bus Leasing
00896755-fb63-4cf8-b7c5-90d259b84ea1,13171,Keyboards
d50092cd-7f27-42b8-8bea-ecbabda38806,15952,Mental Health Services
eb5a5148-de54-4e6e-97e4-0e02290c04b8,17524,Gifts
0a32968a-5f89-4f1f-be9a-62cb514d2fc1,5788,Algebra
dfd9e389-08e3-4d0d-a262-e3d3d80bc539,17644,Tech Hardware
7764ddeb-8cf9-4f51-8ad8-4d49eef5407c,1745,Cafeteria Furniture
6c7f1c3d-3b46-44ef-8bad-686170132d3b,18166,Life Skills Training
920a679d-c250-4603-ba64-d5c7bad3edd5,18316,Job Training
f0adb029-52d0-4ed7-83a6-87d387165d3a,14936,Building Repairs
9bd58767-33b2-43a3-9d54-bc658e29b355,4220,Guitar
ec0c896e-ed68-4495-ba63-177d9604c697,17664,Breakfast
07e7c9bb-4d02-4ac1-9e1d-211101feba91,14544,Tech Support
845cc640-8cc9-44a4-be2d-4586a18d2cfd,10311,Pencils
d7a04b8b-6e75-4d3a-b605-478d3a8a2506,11146,PE Tutoring
637c255e-b836-4b43-b82f-9bb9981bacc4,5875,Online Subscriptions
4f0430f8-be2d-4f0c-a06f-c5966ae5c27c,9950,Accessibility Support
e5dfc1bf-63b4-48f4-a3c5-ad7c3c27ebdd,616,Masks
45ea1ce4-3ec8-4694-b7f6-aa82beb9ce78,9806,Cleaning Services
1f96722b-a761-4ebc-b6bc-5538bfeb337d,1633,Geometry
e13a4624-c8be-4de9-bdb0-f400f22e6c7a,154,English Tutoring
a11be372-09ac-48c1-99e2-fe9520bc4133,10574,Construction
191faa0d-ac50-4ea5-a4e0-77f90a9e7e1c,6442,Apps
087855ee-f11a-4481-82f5-3d70765d4f02,3345,Assessments
44b349f7-05e2-4b9c-9829-f442b7576fc1,2861,Health
71b65471-7b3f-4ae7-9841-9c482cfa1dc9,16338,Gloves
c41c5f09-49cf-4908-b861-e3c1eb047743,1256,Grant Administration
cdd48820-dd13-4b97-b22b-ce7425f9184b,18162,Painting
291c5d5b-e88f-47a3-bbed-72ed56c36c81,17663,Outreach
33aab7f9-bbf0-4361-9724-1e8557ef0454,12998,Staff Training
1e155735-f806-498d-ae27-f2907d204a6e,19892,Public Transit
72b6104c-4817-47b7-be91-cb5f7a3f3c7d,5989,Transcripts
03b123e5-8ac5-4390-ad60-79929e6effaa,8942,French
22dc5bf0-7391-4ccd-83b7-34e89b17129f,13338,Journalism
58e23cc8-d1d5-41da-91b8-b9ddb9e34e95,16465,Paper Towels
fc885acd-4ba1-4b78-a5e9-7a60a8353169,16024,Chemistry
fc0780c9-335e-4f8c-b235-7231db5739f7,922,Accounting
3f50538b-c912-4f5c-9ac9-e310101aedff,13286,Meditation
78e31421-0fe4-4a3c-bfa5-fd18d1b12ab8,11063,College Prep
fa97d30c-cb35-4b29-b5a8-ccf626504abd,16924,Learning Management System
1f874074-11a8-4bc6-b5c6-67746780bc8c,15384,Stage Equipment
3306194f-7354-4967-a994-42ae19771f9a,9020,COVID Testing
b650fdc7-5c3f-4bfa-934e-bd420e54f752,11688,Book Club
0a0fc045-aca1-4bfa-90a9-67087782ff5d,8035,Events
62461f45-3d9d-40a6-b758-92d87aeb07f7,6563,Public Health
44680e60-f909-4687-81e6-4c92abe051dd,16737,Meals
