activity_ts,organization_id,user_id_to,activity_type_id,activity_sub_type_id,activity_status_id,amount,total_amount,shipping,fees,tax,discount,vendor_cogs_discount,original_amount,Outcome Amount,Income Amount,Order Count
2025-09-04 13:25:43,123,1698,1,1698,3,65.18,130.36,6.52,3.26,5.21,9.78,13.03,78.22,65.18,65.18,1
2025-06-01 16:39:11,270,1699,1,1699,2,90.32,180.64,9.03,4.52,7.22,13.55,18.06,108.39,90.32,90.32,2
2025-06-24 11:14:01,18,1700,2,1700,6,64.97,129.93,6.50,3.24,5.19,9.74,12.99,77.96,64.97,64.97,1
2024-11-18 13:19:19,189,1701,3,1701,1,90.03,180.06,9.00,4.50,7.20,13.50,18.01,108.04,90.03,90.03,2
2025-01-01 07:18:36,388,1702,2,1702,12,98.98,197.96,9.90,4.95,7.92,14.85,19.80,118.77,98.98,98.98,2
2024-11-06 06:09:31,196,1703,3,1703,11,6.85,13.68,0.69,0.33,0.54,1.03,1.36,8.21,6.85,6.85,0
2025-10-25 13:24:42,128,1704,1,1704,8,144.04,288.09,14.40,7.21,11.53,21.61,28.81,172.85,144.04,144.04,3
2025-04-29 20:41:47,58,1705,3,1705,2,121.39,242.79,12.14,6.07,9.71,18.21,24.28,145.67,121.39,121.39,2
2025-08-30 22:50:57,315,1706,1,1706,9,130.89,261.79,13.09,6.55,10.47,19.63,26.18,157.07,130.89,130.89,3
2024-12-01 17:57:05,384,1707,2,1707,5,121.94,243.89,12.19,6.10,9.76,18.29,24.39,146.33,121.94,121.94,2
2025-09-14 07:42:47,205,1708,3,1708,6,55.44,110.87,5.55,2.77,4.43,8.32,11.08,66.52,55.44,55.44,1
2025-10-26 14:45:28,173,1709,1,1709,1,67.48,134.95,6.75,3.37,5.39,10.12,13.49,80.97,67.48,67.48,1
2024-12-28 12:34:41,180,1710,2,1710,10,163.24,326.50,16.32,8.17,13.07,24.49,32.66,195.90,163.24,163.24,3
2025-05-14 20:57:41,94,1711,2,1711,8,98.13,196.26,9.81,4.91,7.85,14.72,19.63,117.75,98.13,98.13,2
2025-04-01 02:02:29,238,1712,3,1712,4,75.39,150.77,7.54,3.77,6.03,11.31,15.07,90.46,75.39,75.39,2
2025-10-22 00:47:56,432,1713,1,1713,7,66.23,132.46,6.63,3.31,5.30,9.93,13.24,79.48,66.23,66.23,1
2024-12-05 05:41:46,472,1714,2,1714,11,156.61,313.24,15.66,7.84,12.54,23.49,31.33,187.94,156.61,156.61,3
2024-12-30 20:12:14,130,1715,3,1715,3,93.97,187.94,9.40,4.70,7.52,14.10,18.79,112.76,93.97,93.97,2
2025-04-26 20:06:19,112,1716,1,1716,12,22.87,45.71,2.29,1.14,1.82,3.43,4.56,27.43,22.87,22.87,0
2025-03-29 01:39:07,142,1717,1,1717,6,34.08,68.14,3.41,1.70,2.72,5.11,6.81,40.89,34.08,34.08,1
2024-11-27 16:19:04,399,1718,2,1718,1,124.09,248.18,12.41,6.21,9.93,18.61,24.82,148.91,124.09,124.09,2
2024-12-09 22:12:52,401,1719,3,1719,10,83.17,166.33,8.32,4.16,6.65,12.48,16.63,99.80,83.17,83.17,2
2025-03-06 00:14:18,207,1720,3,1720,8,142.08,284.17,14.20,7.11,11.37,21.31,28.42,170.50,142.08,142.08,3
2025-07-24 19:48:01,351,1721,1,1721,4,67.57,135.12,6.76,3.37,5.40,10.13,13.51,81.07,67.57,67.57,1
2024-11-13 23:12:01,271,1722,2,1722,7,118.51,237.02,11.85,5.93,9.48,17.78,23.70,142.21,118.51,118.51,2
2025-08-07 05:12:04,387,1723,3,1723,11,108.91,217.82,10.89,5.45,8.71,16.34,21.78,130.69,108.91,108.91,2
2025-03-08 01:16:58,185,1724,1,1724,3,108.22,216.44,10.82,5.41,8.66,16.23,21.64,129.86,108.22,108.22,2
2025-10-20 08:45:57,133,1725,2,1725,12,93.58,187.15,9.36,4.68,7.49,14.04,18.71,112.29,93.58,93.58,2
2025-06-03 15:57:24,237,1726,1,1726,2,81.84,163.68,8.19,4.09,6.55,12.28,16.37,98.21,81.84,81.84,2
2025-10-11 17:18:38,405,1727,2,1727,9,103.20,206.41,10.32,5.16,8.26,15.48,20.64,123.85,103.20,103.20,2
2025-01-24 15:35:54,312,1728,3,1728,5,71.10,142.19,7.11,3.55,5.68,10.66,14.22,85.32,71.10,71.10,1
2025-03-02 07:47:18,352,1729,3,1729,12,107.86,215.72,10.79,5.39,8.63,16.18,21.57,129.43,107.86,107.86,2
2025-05-05 12:12:20,416,1730,1,1730,11,120.02,240.05,12.00,6.00,9.60,18.00,24.01,144.03,120.02,120.02,2
2025-04-08 15:35:16,110,1731,2,1731,4,113.90,227.81,11.39,5.70,9.11,17.09,22.78,136.68,113.90,113.90,2
2024-11-27 05:11:21,421,1732,3,1732,7,73.53,147.05,7.36,3.67,5.88,11.03,14.70,88.23,73.53,73.53,1
2024-11-12 09:45:38,221,1733,1,1733,9,149.01,298.03,14.90,7.46,11.93,22.35,29.81,178.81,149.01,149.01,3
2025-01-23 01:51:43,194,1734,2,1734,2,79.92,159.84,7.99,3.99,6.39,11.99,15.98,95.90,79.92,79.92,2
2025-02-17 02:15:05,391,1735,3,1735,5,106.95,213.91,10.69,5.35,8.56,16.04,21.39,128.34,106.95,106.95,2
2024-11-21 06:10:18,319,1736,1,1736,10,60.93,121.85,6.10,3.04,4.87,9.14,12.18,73.11,60.93,60.93,1
2025-02-14 20:41:57,273,1737,2,1737,8,26.28,52.55,2.64,1.31,2.09,3.94,5.25,31.53,26.28,26.28,1
2025-04-23 22:18:51,431,1738,2,1738,1,141.25,282.50,14.12,7.07,11.30,21.19,28.25,169.50,141.25,141.25,3
2024-11-02 17:03:23,13,1739,3,1739,3,35.92,71.82,3.60,1.79,2.87,5.39,7.18,43.10,35.92,35.92,1
2025-07-05 13:45:18,446,1740,1,1740,6,80.21,160.41,8.02,4.01,6.41,12.03,16.04,96.25,80.21,80.21,2
2025-08-09 02:27:40,285,1741,2,1741,8,117.21,234.43,11.72,5.86,9.38,17.58,23.44,140.65,117.21,117.21,2
2025-07-06 05:08:33,75,1742,3,1742,7,68.75,137.50,6.88,3.43,5.50,10.31,13.75,82.50,68.75,68.75,1
2025-10-08 01:34:12,209,1743,1,1743,3,112.97,225.94,11.30,5.65,9.04,16.95,22.60,135.56,112.97,112.97,2
2025-09-21 15:50:27,153,1744,3,1744,4,112.05,224.10,11.20,5.60,8.97,16.81,22.41,134.46,112.05,112.05,2
2025-01-15 00:04:07,85,1745,1,1745,2,96.73,193.45,9.67,4.84,7.74,14.51,19.34,116.07,96.73,96.73,2
2025-01-12 07:37:40,36,1746,2,1746,9,94.92,189.84,9.49,4.75,7.59,14.24,18.98,113.91,94.92,94.92,2
2025-09-09 18:07:26,219,1747,3,1747,5,90.76,181.51,9.08,4.54,7.26,13.61,18.15,108.91,90.76,90.76,2
2025-04-22 04:12:44,264,1748,1,1748,1,124.83,249.66,12.48,6.24,9.99,18.72,24.97,149.80,124.83,124.83,2
2025-02-05 21:21:15,365,1749,2,1749,6,90.69,181.38,9.07,4.53,7.25,13.60,18.14,108.83,90.69,90.69,2
2025-01-26 01:43:43,455,1750,1,1750,12,141.95,283.91,14.19,7.10,11.36,21.29,28.39,170.34,141.95,141.95,3
2025-09-28 21:11:28,81,1751,2,1751,10,163.61,327.23,16.35,8.19,13.10,24.54,32.73,196.33,163.61,163.61,3
2025-04-06 23:54:10,439,1752,3,1752,11,75.04,150.07,7.51,3.75,6.00,11.26,15.00,90.04,75.04,75.04,1
2024-12-05 13:33:28,157,1753,1,1753,9,53.37,106.72,5.34,2.66,4.26,8.00,10.67,64.04,53.37,53.37,1
2024-11-22 18:38:24,60,1754,2,1754,3,143.25,286.52,14.32,7.17,11.46,21.49,28.66,171.91,143.25,143.25,3
2025-06-25 00:22:41,2,1755,3,1755,10,140.68,281.36,14.06,7.04,11.26,21.10,28.14,168.82,140.68,140.68,3
2025-01-01 04:57:00,279,1756,1,1756,1,119.49,238.98,11.95,5.98,9.56,17.92,23.90,143.39,119.49,119.49,2
2025-09-03 03:04:31,93,1757,2,1757,7,103.10,206.21,10.31,5.16,8.25,15.47,20.62,123.72,103.10,103.10,2
2024-12-16 02:23:49,256,1758,3,1758,2,136.40,272.81,13.64,6.82,10.92,20.46,27.28,163.68,136.40,136.40,3
2025-08-22 20:52:49,438,1759,2,1759,8,145.60,291.21,14.56,7.28,11.65,21.84,29.13,174.73,145.60,145.60,3
2025-07-27 08:17:51,376,1760,3,1760,5,121.75,243.50,12.17,6.09,9.74,18.26,24.35,146.10,121.75,121.75,2
2025-05-13 21:28:00,161,1761,1,1761,4,186.80,373.63,18.67,9.35,14.95,28.02,37.37,224.17,186.80,186.80,4
2025-04-09 13:53:12,206,1762,3,1762,12,139.35,278.72,13.93,6.97,11.15,20.90,27.88,167.23,139.35,139.35,3
2025-03-18 21:56:47,299,1763,1,1763,11,100.67,201.34,10.07,5.03,8.05,15.10,20.13,120.80,100.67,100.67,2
2025-05-13 00:07:27,328,1764,2,1764,6,112.38,224.77,11.24,5.62,8.99,16.86,22.48,134.86,112.38,112.38,2
2025-02-06 00:59:49,225,1765,1,1765,1,66.33,132.65,6.64,3.31,5.30,9.95,13.26,79.59,66.33,66.33,1
2025-06-25 14:53:54,114,1766,2,1766,10,91.52,183.04,9.15,4.58,7.32,13.73,18.30,109.82,91.52,91.52,2
2025-08-14 17:35:45,167,1767,3,1767,7,108.68,217.37,10.87,5.44,8.70,16.30,21.74,130.42,108.68,108.68,2
2025-07-26 17:44:10,129,1768,2,1768,8,84.54,169.07,8.46,4.23,6.76,12.68,16.91,101.44,84.54,84.54,2
2025-02-20 19:54:57,378,1769,3,1769,3,91.13,182.25,9.11,4.56,7.29,13.67,18.22,109.35,91.13,91.13,2
2025-09-05 17:21:33,267,1770,1,1770,2,83.43,166.86,8.34,4.17,6.67,12.51,16.68,100.12,83.43,83.43,2
2024-12-30 02:44:54,230,1771,2,1771,5,108.68,217.35,10.87,5.43,8.70,16.30,21.74,130.41,108.68,108.68,2
2025-05-22 20:04:30,169,1772,3,1772,4,89.57,179.14,8.96,4.48,7.16,13.44,17.91,107.49,89.57,89.57,2
2024-11-04 16:44:31,330,1773,1,1773,6,100.54,201.07,10.05,5.03,8.04,15.08,20.11,120.64,100.54,100.54,2
2024-11-02 19:38:32,77,1774,3,1774,11,103.27,206.53,10.33,5.16,8.26,15.49,20.65,123.92,103.27,103.27,2
2025-10-13 17:15:24,201,1775,1,1775,9,94.42,188.84,9.44,4.72,7.55,14.16,18.88,113.30,94.42,94.42,2
2024-11-08 14:09:09,276,1776,2,1776,12,64.85,129.70,6.49,3.24,5.18,9.73,12.97,77.82,64.85,64.85,1
2025-02-28 13:02:35,52,1777,3,1777,3,99.15,198.31,9.92,4.96,7.93,14.87,19.83,118.98,99.15,99.15,2
2025-06-20 11:32:20,5,1778,1,1778,4,121.22,242.45,12.12,6.06,9.70,18.18,24.25,145.47,121.22,121.22,2
2024-12-04 06:32:36,289,1779,2,1779,12,103.76,207.52,10.38,5.19,8.30,15.56,20.75,124.51,103.76,103.76,2
2025-07-08 00:02:41,286,1780,2,1780,2,121.07,242.15,12.11,6.06,9.69,18.16,24.22,145.29,121.07,121.07,2
2025-06-11 07:20:42,383,1781,3,1781,11,57.84,115.67,5.79,2.89,4.62,8.68,11.56,69.40,57.84,57.84,1
2025-04-18 01:52:39,397,1782,1,1782,5,108.13,216.26,10.81,5.41,8.65,16.22,21.63,129.76,108.13,108.13,2
2025-03-23 16:57:46,403,1783,1,1783,10,80.45,160.89,8.05,4.02,6.43,12.07,16.09,96.54,80.45,80.45,2
2025-03-22 12:53:54,414,1784,2,1784,9,92.53,185.05,9.25,4.63,7.40,13.88,18.50,111.03,92.53,92.53,2
2025-07-19 21:22:18,356,1785,3,1785,1,132.72,265.45,13.27,6.64,10.62,19.91,26.55,159.27,132.72,132.72,3
2025-02-24 08:49:48,475,1786,2,1786,7,121.29,242.58,12.13,6.07,9.71,18.19,24.26,145.55,121.29,121.29,2
2025-09-20 18:27:30,429,1787,3,1787,8,63.46,126.91,6.35,3.17,5.07,9.52,12.69,76.15,63.46,63.46,1
2025-10-29 05:37:08,79,1788,1,1788,6,79.48,158.95,7.95,3.97,6.36,11.92,15.89,95.37,79.48,79.48,2
2025-03-14 10:02:07,37,1789,2,1789,6,99.89,199.78,9.99,4.99,7.99,14.98,19.98,119.87,99.89,99.89,2
2025-01-05 03:24:48,428,1790,3,1790,7,103.06,206.12,10.31,5.15,8.25,15.46,20.61,123.67,103.06,103.06,2
2025-09-09 21:34:56,183,1791,1,1791,1,19.56,39.09,1.96,0.97,1.56,2.93,3.90,23.46,19.56,19.56,0
2025-08-25 21:46:53,310,1792,1,1792,12,128.78,257.56,12.88,6.44,10.31,19.32,25.76,154.54,128.78,128.78,3
2025-09-15 17:51:26,193,1793,2,1793,9,108.80,217.61,10.88,5.44,8.71,16.32,21.76,130.56,108.80,108.80,2
2025-05-24 02:16:06,302,1794,3,1794,4,73.43,146.86,7.35,3.67,5.87,11.01,14.68,88.12,73.43,73.43,1
2025-07-03 04:45:00,45,1795,2,1795,11,167.15,334.32,16.71,8.36,13.38,25.07,33.44,200.59,167.15,167.15,3
2025-07-23 20:26:41,410,1796,3,1796,2,69.57,139.13,6.96,3.48,5.56,10.43,13.91,83.48,69.57,69.57,1
2025-09-12 21:55:36,82,1797,1,1797,3,105.85,211.71,10.58,5.29,8.47,15.88,21.17,127.03,105.85,105.85,2
2025-10-11 08:42:09,406,1798,1,1798,10,55.95,111.89,5.60,2.79,4.47,8.39,11.19,67.14,55.95,55.95,1
2025-07-26 13:21:35,44,1799,2,1799,8,87.10,174.19,8.71,4.35,6.97,13.06,17.42,104.51,87.10,87.10,2
2025-05-05 20:13:49,72,1800,3,1800,5,114.98,229.97,11.50,5.75,9.20,17.25,23.00,137.98,114.98,114.98,2
2025-06-17 08:43:39,291,1801,3,1801,2,44.80,89.59,4.49,2.23,3.58,6.72,8.95,53.76,44.80,44.80,1
2025-01-03 21:17:04,257,1802,1,1802,4,108.90,217.81,10.89,5.45,8.71,16.34,21.78,130.68,108.90,108.90,2
2025-03-17 02:42:34,242,1803,2,1803,10,170.37,340.77,17.03,8.53,13.64,25.56,34.08,204.46,170.37,170.37,3
2025-07-14 21:59:43,343,1804,1,1804,8,73.22,146.43,7.32,3.66,5.85,10.98,14.64,87.86,73.22,73.22,1
2025-02-08 23:01:40,441,1805,2,1805,9,106.93,213.87,10.69,5.35,8.56,16.04,21.39,128.32,106.93,106.93,2
2024-12-08 16:58:51,247,1806,3,1806,3,146.72,293.45,14.67,7.34,11.74,22.01,29.35,176.07,146.72,146.72,3
2025-02-27 20:37:34,61,1807,3,1807,11,81.64,163.28,8.17,4.08,6.53,12.25,16.33,97.97,81.64,81.64,2
2025-07-03 20:36:34,470,1808,1,1808,5,89.54,179.07,8.95,4.48,7.16,13.43,17.91,107.44,89.54,89.54,2
2025-03-23 14:11:33,197,1809,2,1809,6,118.10,236.21,11.81,5.91,9.45,17.72,23.62,141.72,118.10,118.10,2
2025-05-04 23:00:52,277,1810,3,1810,1,197.84,395.71,19.78,9.90,15.84,29.68,39.58,237.42,197.84,197.84,4
2025-05-22 20:57:46,69,1811,1,1811,12,114.78,229.57,11.48,5.74,9.18,17.22,22.96,137.74,114.78,114.78,2
2025-04-14 21:33:14,308,1812,2,1812,7,113.32,226.64,11.33,5.67,9.07,17.00,22.67,135.98,113.32,113.32,2
2024-12-02 05:38:49,307,1813,2,1813,4,134.85,269.72,13.48,6.75,10.79,20.23,26.97,161.83,134.85,134.85,3
2025-04-10 20:49:41,243,1814,3,1814,2,107.61,215.21,10.76,5.38,8.61,16.14,21.52,129.13,107.61,107.61,2
2025-08-13 03:06:56,188,1815,1,1815,8,112.66,225.33,11.26,5.63,9.01,16.90,22.53,135.19,112.66,112.66,2
2025-08-18 15:22:46,126,1816,3,1816,6,130.38,260.77,13.04,6.52,10.43,19.56,26.08,156.46,130.38,130.38,3
2025-05-10 21:00:27,434,1817,1,1817,10,81.15,162.29,8.12,4.06,6.49,12.17,16.23,97.37,81.15,81.15,2
2025-07-19 14:57:55,385,1818,2,1818,11,92.82,185.64,9.28,4.64,7.42,13.92,18.56,111.38,92.82,92.82,2
2024-12-18 22:51:29,425,1819,2,1819,1,132.84,265.68,13.28,6.65,10.63,19.93,26.57,159.41,132.84,132.84,3
2025-05-24 01:22:41,395,1820,3,1820,3,57.28,114.56,5.73,2.86,4.58,8.59,11.45,68.74,57.28,57.28,1
2025-03-08 02:34:41,115,1821,1,1821,7,46.05,92.08,4.61,2.30,3.68,6.91,9.20,55.25,46.05,46.05,1
2025-04-08 15:43:11,394,1822,2,1822,5,108.58,217.16,10.86,5.43,8.69,16.29,21.72,130.29,108.58,108.58,2
2025-07-16 04:11:46,32,1823,3,1823,12,133.06,266.13,13.30,6.66,10.65,19.96,26.62,159.67,133.06,133.06,3
2025-07-29 15:45:22,46,1824,1,1824,9,86.32,172.63,8.63,4.31,6.90,12.95,17.26,103.58,86.32,86.32,2
2024-12-23 15:41:33,320,1825,3,1825,4,117.04,234.09,11.70,5.85,9.37,17.56,23.41,140.45,117.04,117.04,2
2025-03-09 04:45:45,357,1826,1,1826,12,86.77,173.53,8.68,4.34,6.94,13.01,17.35,104.12,86.77,86.77,2
2025-05-02 01:58:45,260,1827,2,1827,2,152.35,304.72,15.23,7.62,12.19,22.85,30.48,182.83,152.35,152.35,3
2025-05-11 05:36:44,322,1828,3,1828,11,125.24,250.48,12.52,6.26,10.02,18.79,25.05,150.29,125.24,125.24,3
2024-12-10 12:57:41,186,1829,1,1829,5,85.39,170.78,8.54,4.27,6.83,12.81,17.08,102.47,85.39,85.39,2
2025-06-14 12:14:24,278,1830,2,1830,10,171.80,343.62,17.17,8.60,13.75,25.77,34.37,206.17,171.80,171.80,3
2025-10-17 19:44:36,48,1831,3,1831,9,130.35,260.71,13.03,6.52,10.43,19.55,26.07,156.43,130.35,130.35,3
2025-09-07 22:22:28,467,1832,1,1832,1,151.31,302.63,15.13,7.57,12.11,22.70,30.27,181.57,151.31,151.31,3
2025-03-01 12:56:07,370,1833,2,1833,7,45.28,90.55,4.53,2.26,3.62,6.79,9.05,54.33,45.28,45.28,1
2025-10-04 18:36:17,78,1834,3,1834,8,118.55,237.10,11.85,5.93,9.49,17.78,23.71,142.26,118.55,118.55,2
2025-01-21 13:29:32,334,1835,1,1835,6,92.18,184.36,9.22,4.61,7.37,13.83,18.44,110.62,92.18,92.18,2
2025-06-13 13:05:02,360,1836,2,1836,3,140.26,280.52,14.02,7.02,11.22,21.04,28.06,168.31,140.26,140.26,3
2024-12-27 04:41:54,306,1837,3,1837,11,49.54,99.06,4.96,2.47,3.96,7.43,9.90,59.44,49.54,49.54,1
2025-03-22 01:33:57,407,1838,1,1838,5,102.66,205.33,10.27,5.13,8.21,15.40,20.53,123.20,102.66,102.66,2
2025-07-09 21:56:01,258,1839,2,1839,12,103.06,206.13,10.31,5.15,8.25,15.46,20.61,123.68,103.06,103.06,2
2024-11-23 20:42:29,203,1840,1,1840,8,112.19,224.38,11.22,5.61,8.98,16.83,22.44,134.63,112.19,112.19,2
2025-05-17 01:41:54,57,1841,2,1841,6,105.88,211.76,10.59,5.29,8.47,15.88,21.18,127.06,105.88,105.88,2
2025-10-31 16:34:28,460,1842,3,1842,9,124.20,248.40,12.42,6.21,9.94,18.63,24.84,149.04,124.20,124.20,2
2025-09-10 03:55:26,141,1843,3,1843,7,132.64,265.29,13.26,6.64,10.61,19.90,26.53,159.17,132.64,132.64,3
2024-11-30 23:28:06,412,1844,1,1844,1,93.95,187.89,9.40,4.70,7.51,14.09,18.79,112.73,93.95,93.95,2
2025-06-26 13:52:49,107,1845,2,1845,4,81.64,163.27,8.17,4.08,6.53,12.25,16.33,97.96,81.64,81.64,2
2025-09-22 18:45:44,70,1846,2,1846,3,97.86,195.72,9.79,4.89,7.83,14.68,19.57,117.43,97.86,97.86,2
2025-03-17 11:13:14,435,1847,3,1847,10,105.86,211.72,10.59,5.29,8.47,15.88,21.17,127.03,105.86,105.86,2
2025-01-27 02:11:11,393,1848,1,1848,2,95.53,191.07,9.55,4.78,7.64,14.33,19.11,114.64,95.53,95.53,2
2025-10-18 22:22:54,268,1849,3,1849,8,103.01,206.02,10.30,5.15,8.24,15.45,20.60,123.61,103.01,103.01,2
2025-09-16 09:00:28,192,1850,1,1850,4,124.41,248.82,12.44,6.22,9.96,18.66,24.88,149.29,124.41,124.41,2
2025-06-19 17:54:10,140,1851,2,1851,2,139.71,279.43,13.97,6.99,11.18,20.96,27.95,167.66,139.71,139.71,3
2025-07-12 22:26:57,473,1852,3,1852,7,61.58,123.15,6.16,3.07,4.92,9.24,12.31,73.89,61.58,61.58,1
2025-08-25 20:45:19,377,1853,1,1853,6,100.78,201.56,10.08,5.04,8.06,15.12,20.16,120.94,100.78,100.78,2
2025-05-22 20:26:35,184,1854,2,1854,5,50.96,101.90,5.10,2.54,4.07,7.64,10.19,61.14,50.96,50.96,1
2025-06-27 00:54:21,453,1855,3,1855,10,51.93,103.84,5.20,2.59,4.15,7.79,10.38,62.31,51.93,51.93,1
2025-07-21 05:37:10,398,1856,1,1856,11,124.80,249.60,12.48,6.24,9.99,18.72,24.96,149.76,124.80,124.80,2
2025-01-16 21:54:43,164,1857,2,1857,9,130.51,261.02,13.05,6.53,10.44,19.58,26.11,156.61,130.51,130.51,3
2025-04-09 21:02:08,345,1858,3,1858,1,59.67,119.32,5.97,2.98,4.77,8.95,11.93,71.59,59.67,59.67,1
2025-07-04 07:41:05,190,1859,1,1859,3,91.83,183.65,9.18,4.59,7.35,13.77,18.36,110.19,91.83,91.83,2
2025-02-05 19:09:07,226,1860,2,1860,12,128.65,257.31,12.86,6.44,10.30,19.30,25.73,154.38,128.65,128.65,3
2025-10-31 14:38:23,313,1861,1,1861,4,89.67,179.34,8.97,4.48,7.17,13.45,17.93,107.61,89.67,89.67,2
2025-07-26 01:10:08,443,1862,2,1862,10,168.01,336.04,16.80,8.41,13.45,25.20,33.61,201.62,168.01,168.01,3
2024-11-18 12:04:49,65,1863,3,1863,9,86.44,172.87,8.65,4.32,6.91,12.97,17.29,103.72,86.44,86.44,2
2025-06-23 12:19:16,14,1864,2,1864,3,110.13,220.27,11.01,5.51,8.81,16.52,22.03,132.16,110.13,110.13,2
2025-09-14 09:25:41,232,1865,3,1865,2,161.55,323.13,16.15,8.08,12.93,24.23,32.32,193.87,161.55,161.55,3
2025-03-07 19:03:59,362,1866,1,1866,8,130.04,260.08,13.00,6.50,10.41,19.51,26.01,156.05,130.04,130.04,3
2025-06-17 10:46:03,35,1867,2,1867,1,119.08,238.16,11.91,5.96,9.53,17.86,23.82,142.90,119.08,119.08,2
2025-01-31 01:12:54,97,1868,3,1868,6,109.13,218.26,10.91,5.46,8.73,16.37,21.83,130.96,109.13,109.13,2
2025-08-21 02:08:14,389,1869,1,1869,11,109.90,219.80,10.99,5.50,8.79,16.48,21.98,131.88,109.90,109.90,2
2025-07-13 01:36:15,456,1870,3,1870,5,109.46,218.91,10.94,5.47,8.76,16.42,21.89,131.35,109.46,109.46,2
2025-04-02 06:44:33,127,1871,1,1871,7,63.97,127.94,6.40,3.19,5.11,9.60,12.79,76.76,63.97,63.97,1
2025-10-11 09:26:20,404,1872,2,1872,12,89.21,178.42,8.92,4.46,7.14,13.38,17.84,107.06,89.21,89.21,2
2025-08-25 16:51:52,371,1873,1,1873,12,106.39,212.79,10.64,5.32,8.51,15.96,21.28,127.67,106.39,106.39,2
2025-09-30 06:18:27,42,1874,2,1874,7,105.20,210.41,10.52,5.26,8.42,15.78,21.04,126.25,105.20,105.20,2
2024-11-17 14:01:23,214,1875,3,1875,2,93.99,187.98,9.40,4.70,7.52,14.10,18.80,112.79,93.99,93.99,2
2025-09-04 02:24:21,198,1876,2,1876,4,51.73,103.44,5.18,2.58,4.13,7.76,10.34,62.07,51.73,51.73,1
2025-04-06 09:03:17,261,1877,3,1877,10,100.17,200.34,10.02,5.01,8.01,15.03,20.03,120.20,100.17,100.17,2
2025-07-21 05:25:18,348,1878,1,1878,8,119.61,239.24,11.96,5.98,9.57,17.94,23.93,143.54,119.61,119.61,2
2024-11-28 12:14:35,293,1879,1,1879,9,76.61,153.21,7.66,3.83,6.13,11.49,15.32,91.93,76.61,76.61,2
2025-05-21 06:49:38,359,1880,2,1880,3,128.73,257.48,12.87,6.44,10.30,19.31,25.75,154.49,128.73,128.73,3
2025-05-14 14:20:02,457,1881,3,1881,11,125.71,251.42,12.57,6.29,10.06,18.86,25.14,150.85,125.71,125.71,3
2025-07-16 05:12:33,427,1882,2,1882,5,77.28,154.56,7.73,3.86,6.18,11.59,15.45,92.74,77.28,77.28,2
2025-05-22 13:12:38,346,1883,3,1883,6,113.95,227.91,11.39,5.70,9.12,17.09,22.79,136.75,113.95,113.95,2
2025-08-16 17:52:24,224,1884,1,1884,1,83.40,166.80,8.34,4.17,6.67,12.51,16.68,100.08,83.40,83.40,2
2025-08-18 01:38:48,300,1885,2,1885,2,121.44,242.88,12.14,6.07,9.72,18.22,24.29,145.73,121.44,121.44,2
2025-04-12 07:52:25,163,1886,3,1886,6,158.33,316.68,15.83,7.92,12.67,23.75,31.67,190.01,158.33,158.33,3
2025-03-07 00:42:45,272,1887,1,1887,11,121.67,243.35,12.17,6.09,9.74,18.25,24.34,146.01,121.67,121.67,2
2025-04-22 21:10:51,122,1888,1,1888,12,148.49,296.99,14.84,7.43,11.88,22.27,29.70,178.19,148.49,148.49,3
2025-06-03 14:51:34,172,1889,2,1889,7,64.15,128.29,6.42,3.20,5.13,9.62,12.83,76.98,64.15,64.15,1
2025-03-27 03:11:56,465,1890,3,1890,9,95.59,191.17,9.56,4.78,7.65,14.34,19.12,114.70,95.59,95.59,2
2025-05-19 05:19:50,366,1891,1,1891,8,112.72,225.45,11.27,5.64,9.02,16.91,22.55,135.27,112.72,112.72,2
2025-07-20 21:07:41,111,1892,2,1892,5,122.81,245.63,12.28,6.14,9.83,18.42,24.57,147.38,122.81,122.81,2
2025-09-14 09:12:14,59,1893,3,1893,3,126.64,253.28,12.66,6.33,10.13,19.00,25.33,151.97,126.64,126.64,3
2025-01-05 11:14:38,382,1894,3,1894,10,71.76,143.52,7.18,3.59,5.74,10.76,14.35,86.11,71.76,71.76,1
2025-05-06 13:06:38,120,1895,1,1895,4,128.33,256.68,12.83,6.42,10.27,19.25,25.67,154.00,128.33,128.33,3
2024-12-21 10:28:17,56,1896,2,1896,1,138.90,277.81,13.89,6.95,11.12,20.84,27.78,166.68,138.90,138.90,3
2025-01-06 12:52:27,451,1897,2,1897,8,100.30,200.60,10.03,5.02,8.02,15.05,20.06,120.36,100.30,100.30,2
2025-07-22 12:09:39,39,1898,3,1898,6,74.01,148.00,7.40,3.70,5.92,11.10,14.80,88.80,74.01,74.01,1
2025-07-28 19:01:03,95,1899,1,1899,9,127.42,254.84,12.74,6.37,10.20,19.11,25.49,152.90,127.42,127.42,3
2024-11-10 20:21:25,296,1900,2,1900,7,96.83,193.65,9.68,4.84,7.75,14.52,19.36,116.19,96.83,96.83,2
2024-12-20 01:39:10,244,1901,3,1901,1,67.07,134.14,6.71,3.35,5.36,10.06,13.41,80.48,67.07,67.07,1
2025-08-04 12:10:17,34,1902,1,1902,4,52.21,104.40,5.22,2.61,4.17,7.83,10.44,62.64,52.21,52.21,1
2025-03-06 13:30:31,8,1903,1,1903,3,97.53,195.05,9.75,4.88,7.80,14.63,19.50,117.03,97.53,97.53,2
2025-10-03 20:18:28,317,1904,2,1904,10,128.99,258.00,12.90,6.45,10.32,19.35,25.80,154.80,128.99,128.99,3
