activity_ts,organization_id,user_id_to,distribution_id,vendor_id,activity_type_id,activity_sub_type_id,activity_status_id,amount,total_amount,shipping,fees,tax,discount,vendor_cogs_discount,original_amount,Outcome Amount,Income Amount,Order Count
2025-03-10 13:49:35,54,15,9540,15,2,6,4,391.02,3910.24,19.55,39.10,39.10,39.10,39.10,391.02,391.02,391.02,2
2025-08-03 06:30:31,397,15,13862,15,1,21,11,541.00,5409.99,27.05,54.10,54.10,54.10,54.10,541.00,541.00,541.00,2
2025-08-14 03:27:45,20,15,15823,15,3,18,4,511.69,5116.88,25.58,51.17,51.17,51.17,51.17,511.69,511.69,511.69,2
2025-10-18 11:21:24,190,15,161,15,1,8,5,432.16,4321.60,21.61,43.21,43.21,43.21,43.21,432.16,432.16,432.16,2
2025-10-27 06:50:16,460,15,9254,15,1,11,12,575.84,5758.38,28.79,57.59,57.59,57.59,57.59,575.84,575.84,575.84,2
2025-10-03 23:39:04,121,15,4107,15,2,11,3,379.46,3794.63,18.98,37.94,37.94,37.94,37.94,379.46,379.46,379.46,2
2025-04-28 23:56:56,389,15,5409,15,2,3,3,504.18,5041.82,25.21,50.42,50.42,50.42,50.42,504.18,504.18,504.18,2
2025-08-24 00:53:10,202,15,16015,15,1,2,3,372.49,3724.96,18.63,37.25,37.25,37.25,37.25,372.49,372.49,372.49,1
2025-09-09 16:43:53,345,15,7195,15,2,12,8,305.63,3056.38,15.29,30.56,30.56,30.56,30.56,305.63,305.63,305.63,1
2025-04-28 13:56:16,47,15,4458,15,2,26,11,448.68,4486.79,22.43,44.87,44.87,44.87,44.87,448.68,448.68,448.68,2
2025-11-01 13:40:43,236,15,9262,15,3,23,10,427.04,4270.45,21.35,42.70,42.70,42.70,42.70,427.04,427.04,427.04,2
2024-12-15 07:18:48,161,15,15744,15,3,4,12,379.73,3797.29,18.99,37.97,37.97,37.97,37.97,379.73,379.73,379.73,2
2025-10-03 03:57:14,424,15,10084,15,1,14,5,673.15,6731.46,33.65,67.32,67.32,67.32,67.32,673.15,673.15,673.15,3
2025-09-09 22:23:00,177,15,4645,15,2,1,7,700.21,7002.02,35.01,70.02,70.02,70.02,70.02,700.21,700.21,700.21,3
2025-01-18 04:23:34,208,15,2606,15,1,19,8,473.96,4739.57,23.70,47.40,47.40,47.40,47.40,473.96,473.96,473.96,2
2025-02-23 17:09:27,195,15,17878,15,3,12,8,358.61,3586.08,17.93,35.86,35.86,35.86,35.86,358.61,358.61,358.61,1
2025-03-01 03:06:51,92,15,12335,15,2,5,6,386.15,3861.51,19.31,38.61,38.61,38.61,38.61,386.15,386.15,386.15,2
2024-12-29 17:04:48,3,15,8104,15,2,28,1,552.91,5529.11,27.64,55.29,55.29,55.29,55.29,552.91,552.91,552.91,2
2025-04-25 09:03:58,95,15,11587,15,1,29,6,433.95,4339.53,21.70,43.39,43.39,43.39,43.39,433.95,433.95,433.95,2
2025-07-18 00:49:48,396,15,18920,15,2,7,10,563.26,5632.55,28.16,56.33,56.33,56.33,56.33,563.26,563.26,563.26,2
2025-06-05 07:44:00,282,15,19139,15,1,3,7,641.00,6409.97,32.05,64.10,64.10,64.10,64.10,641.00,641.00,641.00,3
2025-05-24 22:34:09,465,15,12338,15,3,8,1,577.71,5777.07,28.88,57.77,57.77,57.77,57.77,577.71,577.71,577.71,2
2025-01-17 08:43:20,278,15,1192,15,3,21,8,543.01,5430.08,27.15,54.30,54.30,54.30,54.30,543.01,543.01,543.01,2
2025-09-08 06:20:05,324,15,5183,15,3,23,11,770.97,7709.61,38.54,77.10,77.10,77.10,77.10,770.97,770.97,770.97,3
2025-02-04 10:52:47,388,15,18055,15,1,4,2,604.56,6045.57,30.23,60.46,60.46,60.46,60.46,604.56,604.56,604.56,2
2025-08-26 09:00:45,379,15,13027,15,2,6,1,468.03,4680.30,23.40,46.80,46.80,46.80,46.80,468.03,468.03,468.03,2
2025-06-22 23:07:11,431,15,7153,15,2,29,8,662.52,6625.15,33.12,66.25,66.25,66.25,66.25,662.52,662.52,662.52,3
2025-02-26 22:56:59,233,15,8268,15,3,14,5,582.84,5828.37,29.14,58.29,58.29,58.29,58.29,582.84,582.84,582.84,2
2025-05-18 19:43:00,272,15,17452,15,2,14,2,415.28,4152.78,20.77,41.53,41.53,41.53,41.53,415.28,415.28,415.28,2
2025-10-22 04:11:49,235,15,8136,15,2,2,9,359.40,3593.99,17.97,35.94,35.94,35.94,35.94,359.40,359.40,359.40,1
2025-02-10 21:09:13,330,15,9510,15,3,18,3,277.17,2771.77,13.86,27.71,27.71,27.71,27.71,277.17,277.17,277.17,1
2025-10-28 14:23:17,456,15,16274,15,1,27,9,336.25,3362.52,16.82,33.62,33.62,33.62,33.62,336.25,336.25,336.25,1
2025-07-30 02:23:45,373,15,3197,15,1,8,7,431.04,4310.39,21.55,43.10,43.10,43.10,43.10,431.04,431.04,431.04,2
2025-06-19 10:10:16,450,15,1050,15,2,10,10,416.07,4160.71,20.81,41.61,41.61,41.61,41.61,416.07,416.07,416.07,2
2025-07-28 10:50:11,213,15,8822,15,2,2,10,802.60,8025.90,40.12,80.26,80.26,80.26,80.26,802.60,802.60,802.60,3
2024-12-27 08:00:25,226,15,17294,15,1,26,7,701.36,7013.58,35.06,70.14,70.14,70.14,70.14,701.36,701.36,701.36,3
2024-12-29 20:57:55,299,15,16968,15,2,17,8,639.46,6394.55,31.97,63.95,63.95,63.95,63.95,639.46,639.46,639.46,3
2025-08-10 17:44:35,9,15,1152,15,2,11,11,521.12,5211.20,26.06,52.11,52.11,52.11,52.11,521.12,521.12,521.12,2
2025-05-11 09:34:23,123,15,5542,15,1,21,7,512.00,5119.99,25.60,51.20,51.20,51.20,51.20,512.00,512.00,512.00,2
2025-10-06 20:42:06,431,15,12789,15,2,23,4,470.90,4709.05,23.55,47.09,47.09,47.09,47.09,470.90,470.90,470.90,2
2025-07-13 21:09:27,214,15,17295,15,3,21,4,443.06,4430.62,22.15,44.31,44.31,44.31,44.31,443.06,443.06,443.06,2
2025-02-10 15:43:08,368,15,13791,15,1,29,1,756.56,7565.54,37.82,75.66,75.66,75.66,75.66,756.56,756.56,756.56,3
2025-05-27 17:20:53,315,15,11094,15,3,25,9,224.00,2240.04,11.21,22.39,22.39,22.39,22.39,224.00,224.00,224.00,1
2025-04-22 06:22:08,195,15,13267,15,1,1,4,551.93,5519.32,27.60,55.19,55.19,55.19,55.19,551.93,551.93,551.93,2
2025-08-04 23:00:11,24,15,8766,15,3,5,5,1034.54,10345.33,51.72,103.46,103.46,103.46,103.46,1034.54,1034.54,1034.54,4
2025-03-13 13:26:26,216,15,8782,15,1,3,9,556.50,5565.00,27.82,55.65,55.65,55.65,55.65,556.50,556.50,556.50,2
2025-02-03 15:16:08,85,15,5517,15,3,25,6,518.97,5189.74,25.95,51.90,51.90,51.90,51.90,518.97,518.97,518.97,2
2025-03-15 20:03:52,243,15,227,15,3,9,4,457.71,4577.15,22.89,45.77,45.77,45.77,45.77,457.71,457.71,457.71,2
2025-01-12 14:15:11,165,15,1099,15,3,18,5,312.27,3122.75,15.62,31.22,31.22,31.22,31.22,312.27,312.27,312.27,1
2025-06-13 14:15:48,44,15,15145,15,2,14,4,699.34,6993.31,34.96,69.94,69.94,69.94,69.94,699.34,699.34,699.34,3
2024-11-17 17:43:29,427,15,15427,15,2,15,6,682.69,6826.90,34.13,68.27,68.27,68.27,68.27,682.69,682.69,682.69,3
2025-07-02 10:31:35,260,15,8474,15,2,22,2,586.28,5862.81,29.31,58.63,58.63,58.63,58.63,586.28,586.28,586.28,2
2025-05-23 23:04:06,417,15,8361,15,1,7,8,267.99,2679.94,13.40,26.79,26.79,26.79,26.79,267.99,267.99,267.99,1
2025-05-15 16:05:35,93,15,5290,15,1,2,10,332.17,3321.70,16.61,33.21,33.21,33.21,33.21,332.17,332.17,332.17,1
2025-05-16 01:28:13,350,15,18825,15,3,16,3,489.63,4896.26,24.48,48.96,48.96,48.96,48.96,489.63,489.63,489.63,2
2025-10-22 21:46:43,147,15,11100,15,3,23,12,364.17,3641.76,18.21,36.41,36.41,36.41,36.41,364.17,364.17,364.17,1
2025-03-18 01:02:59,192,15,5788,15,2,23,10,702.83,7028.31,35.14,70.29,70.29,70.29,70.29,702.83,702.83,702.83,3
2025-06-30 16:08:25,399,15,4475,15,3,13,10,332.81,3328.13,16.64,33.28,33.28,33.28,33.28,332.81,332.81,332.81,1
2025-08-19 04:09:54,172,15,12406,15,2,11,8,840.54,8405.34,42.02,84.06,84.06,84.06,84.06,840.54,840.54,840.54,3
2025-02-17 05:49:39,134,15,7775,15,1,7,3,669.47,6694.66,33.47,66.95,66.95,66.95,66.95,669.47,669.47,669.47,3
2025-11-02 15:42:15,195,15,16772,15,2,1,4,572.11,5721.05,28.60,57.21,57.21,57.21,57.21,572.11,572.11,572.11,2
2025-06-12 05:09:48,23,15,4616,15,2,17,8,675.57,6755.65,33.77,67.56,67.56,67.56,67.56,675.57,675.57,675.57,3
2025-05-31 08:00:20,271,15,4345,15,1,14,5,493.87,4938.68,24.69,49.39,49.39,49.39,49.39,493.87,493.87,493.87,2
2025-10-08 07:56:44,424,15,4532,15,1,13,11,665.36,6653.53,33.26,66.54,66.54,66.54,66.54,665.36,665.36,665.36,3
2025-05-13 11:22:10,270,15,12689,15,3,10,9,368.52,3685.27,18.43,36.85,36.85,36.85,36.85,368.52,368.52,368.52,1
2025-06-23 21:25:25,379,15,12936,15,2,16,6,545.58,5455.83,27.28,54.56,54.56,54.56,54.56,545.58,545.58,545.58,2
2025-10-23 07:17:33,109,15,19154,15,1,24,5,541.91,5419.04,27.09,54.19,54.19,54.19,54.19,541.91,541.91,541.91,2
2025-09-28 04:40:59,420,15,1470,15,1,23,12,364.74,3647.45,18.24,36.47,36.47,36.47,36.47,364.74,364.74,364.74,1
2025-02-27 00:14:03,123,15,17630,15,1,10,5,221.23,2212.31,11.07,22.12,22.12,22.12,22.12,221.23,221.23,221.23,1
2025-06-10 20:00:43,390,15,2650,15,2,24,6,583.38,5833.79,29.17,58.34,58.34,58.34,58.34,583.38,583.38,583.38,2
2025-06-13 18:12:53,259,15,17408,15,3,24,12,520.04,5200.42,26.00,52.00,52.00,52.00,52.00,520.04,520.04,520.04,2
2025-10-05 00:50:16,104,15,14146,15,3,19,9,462.84,4628.36,23.14,46.28,46.28,46.28,46.28,462.84,462.84,462.84,2
2025-10-11 09:04:20,367,15,14769,15,3,6,3,565.85,5658.49,28.29,56.59,56.59,56.59,56.59,565.85,565.85,565.85,2
2025-07-13 02:10:45,452,15,11212,15,2,20,11,490.13,4901.26,24.51,49.01,49.01,49.01,49.01,490.13,490.13,490.13,2
2025-08-25 21:10:42,475,15,11030,15,1,3,1,793.39,7933.85,39.66,79.34,79.34,79.34,79.34,793.39,793.39,793.39,3
2025-10-04 09:36:21,453,15,16489,15,1,2,9,358.17,3581.70,17.91,35.81,35.81,35.81,35.81,358.17,358.17,358.17,1
2024-11-04 23:36:56,451,15,16605,15,1,7,1,559.84,5598.35,27.99,55.98,55.98,55.98,55.98,559.84,559.84,559.84,2
2025-02-11 14:19:19,414,15,14281,15,1,27,12,482.05,4820.51,24.10,48.20,48.20,48.20,48.20,482.05,482.05,482.05,2
2025-01-09 14:49:21,330,15,11038,15,3,7,5,484.09,4840.89,24.20,48.41,48.41,48.41,48.41,484.09,484.09,484.09,2
2025-09-10 19:39:52,188,15,9512,15,2,29,8,891.98,8919.77,44.59,89.21,89.21,89.21,89.21,891.98,891.98,891.98,4
2025-04-14 14:07:11,444,15,2690,15,3,28,8,112.93,1129.40,5.65,11.29,11.29,11.29,11.29,112.93,112.93,112.93,0
2025-07-20 09:16:52,85,15,2666,15,1,20,10,320.87,3208.70,16.05,32.08,32.08,32.08,32.08,320.87,320.87,320.87,1
2024-11-23 23:46:54,255,15,17474,15,2,25,7,739.47,7394.64,36.97,73.95,73.95,73.95,73.95,739.47,739.47,739.47,3
2025-10-18 15:10:19,455,15,19440,15,2,26,3,335.19,3351.89,16.76,33.52,33.52,33.52,33.52,335.19,335.19,335.19,1
2025-04-29 04:25:35,364,15,6187,15,3,27,10,259.97,2599.77,13.00,25.99,25.99,25.99,25.99,259.97,259.97,259.97,1
2025-10-07 04:27:39,199,15,15714,15,1,23,2,279.03,2790.36,13.96,27.90,27.90,27.90,27.90,279.03,279.03,279.03,1
2025-03-20 00:22:14,347,15,12799,15,3,25,7,560.06,5600.55,28.00,56.01,56.01,56.01,56.01,560.06,560.06,560.06,2
2025-06-10 15:40:53,448,15,17515,15,3,4,1,369.89,3698.97,18.50,36.99,36.99,36.99,36.99,369.89,369.89,369.89,1
2025-04-30 12:31:45,42,15,16206,15,3,15,4,427.00,4270.06,21.35,42.70,42.70,42.70,42.70,427.00,427.00,427.00,2
2025-04-13 13:09:27,39,15,14094,15,3,17,2,632.97,6329.66,31.65,63.30,63.30,63.30,63.30,632.97,632.97,632.97,3
2025-07-20 10:26:13,385,15,8878,15,1,1,3,354.47,3544.74,17.73,35.44,35.44,35.44,35.44,354.47,354.47,354.47,1
2025-07-31 06:37:30,332,15,673,15,2,22,1,551.17,5511.71,27.56,55.12,55.12,55.12,55.12,551.17,551.17,551.17,2
2024-12-12 06:54:49,393,15,10742,15,3,27,11,593.51,5935.04,29.67,59.35,59.35,59.35,59.35,593.51,593.51,593.51,2
2025-01-30 16:00:18,406,15,15075,15,3,26,12,531.83,5318.28,26.59,53.18,53.18,53.18,53.18,531.83,531.83,531.83,2
2025-06-05 04:46:47,462,15,12873,15,2,18,9,341.35,3413.54,17.07,34.13,34.13,34.13,34.13,341.35,341.35,341.35,1
2025-05-16 17:57:41,123,15,2491,15,1,18,2,413.15,4131.51,20.66,41.31,41.31,41.31,41.31,413.15,413.15,413.15,2
2025-02-08 17:54:00,179,15,1057,15,3,28,8,264.80,2648.08,13.25,26.48,26.48,26.48,26.48,264.80,264.80,264.80,1
2025-08-15 01:15:28,368,15,12554,15,2,29,4,326.85,3268.58,16.35,32.68,32.68,32.68,32.68,326.85,326.85,326.85,1
2025-04-22 12:30:46,155,15,3223,15,3,23,4,426.24,4262.45,21.31,42.62,42.62,42.62,42.62,426.24,426.24,426.24,2
2025-07-17 01:21:37,101,15,3915,15,2,1,6,644.62,6446.19,32.23,64.46,64.46,64.46,64.46,644.62,644.62,644.62,3
2025-10-02 02:41:42,106,15,1390,15,1,28,7,535.29,5352.87,26.76,53.53,53.53,53.53,53.53,535.29,535.29,535.29,2
2025-07-01 18:50:35,390,15,6561,15,3,3,6,566.27,5662.67,28.31,56.63,56.63,56.63,56.63,566.27,566.27,566.27,2
2025-01-14 22:29:53,469,15,8737,15,1,12,1,148.64,1486.51,7.44,14.86,14.86,14.86,14.86,148.64,148.64,148.64,1
2025-05-16 22:35:27,427,15,14528,15,1,18,4,596.02,5960.23,29.80,59.60,59.60,59.60,59.60,596.02,596.02,596.02,2
2024-11-05 04:11:30,288,15,11493,15,2,26,2,370.57,3705.69,18.53,37.05,37.05,37.05,37.05,370.57,370.57,370.57,1
2025-08-17 02:50:41,304,15,9278,15,3,28,1,691.35,6913.42,34.56,69.14,69.14,69.14,69.14,691.35,691.35,691.35,3
2025-07-06 12:17:49,266,15,5309,15,2,16,3,310.57,3105.73,15.53,31.05,31.05,31.05,31.05,310.57,310.57,310.57,1
2025-07-28 23:00:06,440,15,2420,15,3,22,7,449.36,4493.62,22.47,44.94,44.94,44.94,44.94,449.36,449.36,449.36,2
2025-03-23 18:58:53,57,15,5521,15,3,20,10,820.61,8206.08,41.02,82.07,82.07,82.07,82.07,820.61,820.61,820.61,3
2025-10-22 15:14:22,437,15,18588,15,1,3,10,356.43,3564.30,17.82,35.64,35.64,35.64,35.64,356.43,356.43,356.43,1
2025-03-27 02:57:06,249,15,5865,15,3,15,4,535.86,5358.62,26.79,53.59,53.59,53.59,53.59,535.86,535.86,535.86,2
2025-05-18 01:12:51,125,15,11319,15,1,5,6,908.82,9088.16,45.43,90.89,90.89,90.89,90.89,908.82,908.82,908.82,4
2025-03-26 15:28:01,472,15,7769,15,3,1,5,616.29,6162.83,30.81,61.63,61.63,61.63,61.63,616.29,616.29,616.29,2
2025-07-08 17:06:58,387,15,14324,15,3,11,10,427.40,4274.05,21.37,42.74,42.74,42.74,42.74,427.40,427.40,427.40,2
2024-11-07 16:03:43,338,15,9620,15,2,4,5,785.60,7855.91,39.27,78.56,78.56,78.56,78.56,785.60,785.60,785.60,3
2025-08-11 22:58:18,213,15,3308,15,3,8,6,596.53,5965.29,29.82,59.65,59.65,59.65,59.65,596.53,596.53,596.53,2
2025-09-14 01:14:52,397,15,13384,15,1,4,10,582.49,5824.90,29.12,58.25,58.25,58.25,58.25,582.49,582.49,582.49,2
2025-01-29 23:40:57,235,15,12064,15,2,25,1,454.61,4546.13,22.73,45.46,45.46,45.46,45.46,454.61,454.61,454.61,2
2025-05-09 06:42:10,158,15,15664,15,1,19,11,319.46,3194.68,15.98,31.94,31.94,31.94,31.94,319.46,319.46,319.46,1
2025-06-10 01:04:44,443,15,6597,15,1,25,5,530.88,5308.80,26.54,53.09,53.09,53.09,53.09,530.88,530.88,530.88,2
2025-02-17 00:43:41,146,15,4036,15,1,28,9,403.89,4038.90,20.20,40.39,40.39,40.39,40.39,403.89,403.89,403.89,2
2025-02-03 13:15:22,298,15,2534,15,3,5,1,368.44,3684.39,18.42,36.84,36.84,36.84,36.84,368.44,368.44,368.44,1
2025-06-04 17:34:49,250,15,15126,15,2,13,12,422.41,4224.10,21.12,42.24,42.24,42.24,42.24,422.41,422.41,422.41,2
2025-05-03 01:28:29,434,15,12518,15,2,15,3,479.54,4795.43,23.98,47.95,47.95,47.95,47.95,479.54,479.54,479.54,2
2025-05-31 05:52:44,471,15,15963,15,1,19,7,739.94,7399.33,36.99,74.00,74.00,74.00,74.00,739.94,739.94,739.94,3
2025-07-19 18:15:25,375,15,9479,15,2,5,12,369.45,3694.53,18.48,36.94,36.94,36.94,36.94,369.45,369.45,369.45,1
2024-11-14 03:00:35,56,15,13289,15,2,21,4,669.07,6690.68,33.45,66.91,66.91,66.91,66.91,669.07,669.07,669.07,3
2024-11-25 07:41:06,370,15,13086,15,2,13,11,509.46,5094.55,25.47,50.95,50.95,50.95,50.95,509.46,509.46,509.46,2
2024-12-21 11:38:48,17,15,17181,15,2,23,11,242.11,2421.19,12.11,24.21,24.21,24.21,24.21,242.11,242.11,242.11,1
2024-11-11 01:34:28,301,15,3542,15,2,14,7,254.27,2542.70,12.72,25.42,25.42,25.42,25.42,254.27,254.27,254.27,1
2025-09-21 06:36:51,425,15,9804,15,2,24,7,445.48,4454.78,22.27,44.55,44.55,44.55,44.55,445.48,445.48,445.48,2
2024-11-22 10:58:43,317,15,100,15,3,3,12,451.57,4515.72,22.58,45.16,45.16,45.16,45.16,451.57,451.57,451.57,2
2025-04-05 21:25:20,440,15,13434,15,3,11,12,648.34,6483.40,32.41,64.84,64.84,64.84,64.84,648.34,648.34,648.34,3
2025-06-12 06:11:32,315,15,18347,15,3,15,9,519.76,5197.63,25.99,51.98,51.98,51.98,51.98,519.76,519.76,519.76,2
2025-05-12 08:34:59,93,15,9333,15,1,20,4,545.88,5458.76,27.29,54.59,54.59,54.59,54.59,545.88,545.88,545.88,2
2024-12-26 07:14:21,310,15,15738,15,3,10,1,494.07,4940.68,24.70,49.41,49.41,49.41,49.41,494.07,494.07,494.07,2
2025-09-28 09:49:42,406,15,6113,15,1,5,5,587.41,5874.05,29.37,58.74,58.74,58.74,58.74,587.41,587.41,587.41,2
2025-01-25 22:16:39,45,15,174,15,1,17,3,272.39,2723.93,13.62,27.23,27.23,27.23,27.23,272.39,272.39,272.39,1
2025-06-14 09:26:37,226,15,1246,15,3,13,6,417.09,4170.88,20.86,41.71,41.71,41.71,41.71,417.09,417.09,417.09,2
2024-11-23 10:00:43,297,15,10984,15,2,8,5,391.95,3919.56,19.60,39.19,39.19,39.19,39.19,391.95,391.95,391.95,2
2025-04-13 22:11:34,393,15,15133,15,2,28,11,565.83,5658.30,28.29,56.58,56.58,56.58,56.58,565.83,565.83,565.83,2
2025-07-15 11:48:14,8,15,19669,15,1,10,5,651.69,6516.91,32.58,65.17,65.17,65.17,65.17,651.69,651.69,651.69,3
2025-02-16 10:46:18,379,15,18118,15,2,14,12,448.41,4484.10,22.42,44.84,44.84,44.84,44.84,448.41,448.41,448.41,2
2025-07-16 06:48:59,363,15,14692,15,1,17,8,256.61,2566.10,12.84,25.66,25.66,25.66,25.66,256.61,256.61,256.61,1
2024-12-29 02:15:36,106,15,13326,15,2,18,2,767.70,7676.90,38.38,76.77,76.77,76.77,76.77,767.70,767.70,767.70,3
2025-05-04 20:54:15,145,15,10235,15,1,21,5,473.83,4738.31,23.69,47.38,47.38,47.38,47.38,473.83,473.83,473.83,2
2024-12-21 18:05:32,456,15,3261,15,2,23,5,755.85,7558.50,37.79,75.59,75.59,75.59,75.59,755.85,755.85,755.85,3
2025-06-03 14:03:56,328,15,5397,15,2,15,8,598.72,5987.20,29.93,59.87,59.87,59.87,59.87,598.72,598.72,598.72,2
2025-04-24 23:27:40,278,15,12117,15,3,12,4,408.62,4086.23,20.43,40.86,40.86,40.86,40.86,408.62,408.62,408.62,2
2025-03-24 03:24:32,269,15,7708,15,2,26,11,590.44,5904.39,29.52,59.05,59.05,59.05,59.05,590.44,590.44,590.44,2
2025-07-17 11:31:48,389,15,15985,15,2,12,7,602.36,6023.54,30.12,60.24,60.24,60.24,60.24,602.36,602.36,602.36,2
2025-02-04 10:56:25,38,16,19861,16,1,2,11,376.26,3762.58,18.82,37.62,37.62,37.62,37.62,376.26,376.26,376.26,2
2025-08-28 17:34:57,416,16,12115,16,1,22,6,627.53,6275.23,31.37,62.75,62.75,62.75,62.75,627.53,627.53,627.53,3
2025-09-08 03:29:04,407,16,3537,16,3,4,8,661.25,6612.52,33.06,66.13,66.13,66.13,66.13,661.25,661.25,661.25,3
2024-11-20 10:04:49,275,16,6485,16,3,17,7,382.15,3821.53,19.11,38.21,38.21,38.21,38.21,382.15,382.15,382.15,2
2025-09-23 20:16:48,426,16,10947,16,2,14,6,579.42,5794.22,28.97,57.94,57.94,57.94,57.94,579.42,579.42,579.42,2
2024-12-14 19:52:21,48,16,8736,16,2,1,6,562.21,5622.06,28.11,56.22,56.22,56.22,56.22,562.21,562.21,562.21,2
2025-10-03 10:31:56,377,16,11369,16,2,29,4,562.78,5627.75,28.14,56.28,56.28,56.28,56.28,562.78,562.78,562.78,2
2024-12-01 04:47:02,66,16,6174,16,2,22,9,451.69,4516.88,22.59,45.17,45.17,45.17,45.17,451.69,451.69,451.69,2
2025-08-29 22:24:47,290,16,13357,16,1,13,7,455.63,4556.26,22.78,45.56,45.56,45.56,45.56,455.63,455.63,455.63,2
2024-11-26 05:12:04,32,16,5431,16,1,14,12,408.22,4082.21,20.41,40.82,40.82,40.82,40.82,408.22,408.22,408.22,2
2025-01-10 13:51:42,340,16,12199,16,1,27,11,433.78,4337.83,21.69,43.38,43.38,43.38,43.38,433.78,433.78,433.78,2
2024-11-08 09:36:14,99,16,18664,16,2,5,2,360.22,3602.21,18.01,36.02,36.02,36.02,36.02,360.22,360.22,360.22,1
2025-06-01 22:39:48,161,16,9231,16,2,6,6,484.60,4845.99,24.23,48.46,48.46,48.46,48.46,484.60,484.60,484.60,2
2025-07-20 10:32:08,420,16,5335,16,1,3,10,412.20,4122.03,20.61,41.22,41.22,41.22,41.22,412.20,412.20,412.20,2
2024-12-22 18:13:23,120,16,19837,16,2,8,5,475.55,4755.49,23.78,47.55,47.55,47.55,47.55,475.55,475.55,475.55,2
2025-04-27 04:45:59,297,16,7088,16,1,24,7,723.56,7235.53,36.17,72.36,72.36,72.36,72.36,723.56,723.56,723.56,3
2025-02-09 03:37:15,288,16,12265,16,1,14,6,341.65,3416.50,17.09,34.16,34.16,34.16,34.16,341.65,341.65,341.65,1
2025-02-03 17:35:04,404,16,14485,16,1,4,7,750.54,7505.33,37.52,75.06,75.06,75.06,75.06,750.54,750.54,750.54,3
2025-01-24 14:46:49,338,16,6790,16,3,26,12,304.87,3048.71,15.25,30.48,30.48,30.48,30.48,304.87,304.87,304.87,1
2024-12-11 02:38:53,149,16,848,16,3,5,7,587.96,5879.58,29.40,58.80,58.80,58.80,58.80,587.96,587.96,587.96,2
2025-05-21 11:08:36,188,16,12637,16,2,27,11,477.10,4771.01,23.86,47.71,47.71,47.71,47.71,477.10,477.10,477.10,2
2025-03-05 04:41:44,16,16,14451,16,2,23,10,441.53,4415.30,22.08,44.15,44.15,44.15,44.15,441.53,441.53,441.53,2
2024-12-20 16:02:59,374,16,15163,16,2,14,7,492.89,4928.93,24.64,49.29,49.29,49.29,49.29,492.89,492.89,492.89,2
2024-11-15 03:07:37,277,16,11688,16,1,29,5,410.91,4109.08,20.55,41.09,41.09,41.09,41.09,410.91,410.91,410.91,2
2025-03-20 04:20:51,268,16,17981,16,1,23,11,367.75,3677.50,18.39,36.77,36.77,36.77,36.77,367.75,367.75,367.75,1
2025-09-26 11:20:58,172,16,12141,16,1,9,5,102.18,1021.86,5.12,10.21,10.21,10.21,10.21,102.18,102.18,102.18,0
2025-07-15 10:27:10,144,16,3094,16,1,2,12,355.78,3557.87,17.79,35.58,35.58,35.58,35.58,355.78,355.78,355.78,1
2025-03-19 00:18:25,226,16,1355,16,2,20,8,658.98,6589.73,32.95,65.90,65.90,65.90,65.90,658.98,658.98,658.98,3
2025-09-13 22:58:13,90,16,14868,16,1,13,10,661.59,6615.90,33.08,66.16,66.16,66.16,66.16,661.59,661.59,661.59,3
2025-05-04 03:58:22,438,16,1425,16,1,9,4,345.29,3452.89,17.27,34.53,34.53,34.53,34.53,345.29,345.29,345.29,1
2024-11-08 18:07:56,296,16,10747,16,2,21,1,552.22,5522.22,27.61,55.22,55.22,55.22,55.22,552.22,552.22,552.22,2
2025-02-26 19:32:00,272,16,12001,16,2,5,9,439.96,4399.66,22.00,44.00,44.00,44.00,44.00,439.96,439.96,439.96,2
2024-12-01 18:27:39,128,16,8314,16,1,21,6,498.63,4986.25,24.93,49.86,49.86,49.86,49.86,498.63,498.63,498.63,2
2025-08-10 20:59:42,150,16,9834,16,1,15,1,786.13,7861.24,39.30,78.62,78.62,78.62,78.62,786.13,786.13,786.13,3
2025-04-14 14:20:04,81,16,13520,16,1,29,2,535.82,5358.16,26.79,53.58,53.58,53.58,53.58,535.82,535.82,535.82,2
2025-01-26 15:48:59,352,16,1740,16,2,14,7,547.29,5472.85,27.36,54.73,54.73,54.73,54.73,547.29,547.29,547.29,2
2025-03-14 13:29:26,250,16,9126,16,3,9,9,403.03,4030.28,20.15,40.30,40.30,40.30,40.30,403.03,403.03,403.03,2
2024-11-13 20:29:36,20,16,10062,16,2,28,12,568.71,5687.09,28.43,56.87,56.87,56.87,56.87,568.71,568.71,568.71,2
2025-01-28 00:59:49,9,16,14747,16,2,12,7,476.52,4765.24,23.83,47.65,47.65,47.65,47.65,476.52,476.52,476.52,2
2025-04-09 17:54:52,265,16,15591,16,1,5,9,722.75,7227.46,36.13,72.28,72.28,72.28,72.28,722.75,722.75,722.75,3
2025-06-28 05:27:25,245,16,459,16,2,11,10,377.34,3773.39,18.87,37.73,37.73,37.73,37.73,377.34,377.34,377.34,2
2024-11-12 02:31:47,109,16,3908,16,1,18,8,597.55,5975.52,29.88,59.76,59.76,59.76,59.76,597.55,597.55,597.55,2
2025-05-15 13:31:51,444,16,18139,16,1,20,11,442.57,4425.67,22.13,44.26,44.26,44.26,44.26,442.57,442.57,442.57,2
2025-05-16 11:52:31,27,16,10928,16,3,20,5,613.70,6136.96,30.68,61.37,61.37,61.37,61.37,613.70,613.70,613.70,2
