activity_ref_key,item_id,item_idx,description,quantity,price,classification,classificationDomain,supplierPartID,manufacturerPartID,manufacturerName,sku,item_expense_category_id,allowable_status,classification_confidence,unspsc_name
fd039863-6bff-474f-befc-041a2da2ccc5,8679b906-3f63-4611-a50e-06db8bdb09f1,2823,Nutty granola bars for healthy snacking.,15,3.49,Sensitive,Pharmaceuticals,8679b906-3f63-4611-a50e-06db8bdb09f1,8679b906-3f63-4611-a50e-06db8bdb09f1,Precision Optics,8679b906-3f63-4611-a50e-06db8bdb09f1,15,75,100,Sports and Recreational Equipment
9562d8b7-3df3-4b77-b10d-3048b9ece465,2dc786ff-11ed-40ab-b860-d55c249b3bf3,2824,Cozy throw blanket perfect for chilly evenings.,5,29.99,Internal Use Only,Insurance,2dc786ff-11ed-40ab-b860-d55c249b3bf3,2dc786ff-11ed-40ab-b860-d55c249b3bf3,NovaChem Labs,2dc786ff-11ed-40ab-b860-d55c249b3bf3,5,94,44,Clothing and Apparel
2d3a5fac-0b38-4da6-9c02-41c6fb84fc73,62c53baa-b527-4cfd-a8e3-b5164c57d568,2825,Flour tortilla filled with cheese and a medley of vegetables.,9,6.99,Restricted,Real Estate,62c53baa-b527-4cfd-a8e3-b5164c57d568,62c53baa-b527-4cfd-a8e3-b5164c57d568,Evergreen Plastics,62c53baa-b527-4cfd-a8e3-b5164c57d568,9,87,74,Personal Care Products
12038607-485a-48e1-bc36-e5d3a439640b,cba185d3-e8ef-4e1b-b3c3-72cefe5b88e2,2826,A pack of assorted nut and protein bars for a quick energy boost.,13,12.99,Top Secret,Manufacturing,cba185d3-e8ef-4e1b-b3c3-72cefe5b88e2,cba185d3-e8ef-4e1b-b3c3-72cefe5b88e2,EcoBuild Systems,cba185d3-e8ef-4e1b-b3c3-72cefe5b88e2,13,84,100,Construction Materials
706f1a80-77ac-423a-9062-6f5e1d25dc5c,583d3a88-8a47-457d-a563-5227e76b5e9d,2827,Safe and easy-to-use nail clippers for pets.,11,12.99,Proprietary,Education,583d3a88-8a47-457d-a563-5227e76b5e9d,583d3a88-8a47-457d-a563-5227e76b5e9d,Quantum Machinery,583d3a88-8a47-457d-a563-5227e76b5e9d,11,4,87,Medical Equipment
8437b4bf-6d12-4105-9ae7-33e23de48e77,315b8570-1e34-447a-9511-7a82041701bf,2828,Creamy dessert made with rice and cinnamon.,9,2.29,Unclassified,Agriculture,315b8570-1e34-447a-9511-7a82041701bf,315b8570-1e34-447a-9511-7a82041701bf,Starlight Components,315b8570-1e34-447a-9511-7a82041701bf,9,120,69,Industrial Machinery
28d3a361-fbb7-4622-b433-6037bed44815,211fe4c1-b0ab-476c-ad90-2b7e44d4c309,2829,Complete set for grilling and tailgating fun.,9,89.99,Public,Retail,211fe4c1-b0ab-476c-ad90-2b7e44d4c309,211fe4c1-b0ab-476c-ad90-2b7e44d4c309,Summit Automotive,211fe4c1-b0ab-476c-ad90-2b7e44d4c309,9,74,73,Laboratory Instruments
305fd91e-8f7a-4bb9-82d1-4dd64c76786c,9c24c072-2984-4653-9621-4137da8b7491,2830,"Gluten-free pasta made from lentils, high in protein.",12,4.99,Highly Confidential,Telecommunications,9c24c072-2984-4653-9621-4137da8b7491,9c24c072-2984-4653-9621-4137da8b7491,Pioneer Manufacturing,9c24c072-2984-4653-9621-4137da8b7491,12,76,98,Furniture and Furnishings
8c624e77-cdfe-4502-b0ff-7437d03c71f1,c357f327-41e2-42ae-8577-457f91d47c8e,2831,"Freshly baked artisan bread, perfect for sandwiches or toasting.",6,4.59,Unclassified,Technology,c357f327-41e2-42ae-8577-457f91d47c8e,c357f327-41e2-42ae-8577-457f91d47c8e,Sunrise Textiles,c357f327-41e2-42ae-8577-457f91d47c8e,6,102,44,Cleaning Products
652068d0-fc87-43c2-b6f0-18eaeacaefaa,3134dac9-0384-4711-ad0c-8736d86abd28,2832,Colorful LED strip lights for home decoration.,7,19.99,Restricted,Construction,3134dac9-0384-4711-ad0c-8736d86abd28,3134dac9-0384-4711-ad0c-8736d86abd28,Atlas Engineering,3134dac9-0384-4711-ad0c-8736d86abd28,7,6,58,Agricultural Supplies
154efc4b-78fc-41d0-b6fd-1b81dacca9fd,b9ea2455-9b05-486d-b7eb-2189afb5c00a,2833,Gentle grooming gloves for shedding pets.,5,9.99,Confidential,Energy,b9ea2455-9b05-486d-b7eb-2189afb5c00a,b9ea2455-9b05-486d-b7eb-2189afb5c00a,Vertex Electronics,b9ea2455-9b05-486d-b7eb-2189afb5c00a,5,58,38,Electrical Components
25683fd8-b94e-4465-bdc8-fc407b151003,936fbfa3-1ffe-4910-ae91-192976536eb2,2834,Flavorful dressing made with miso paste,11,3.49,Internal Use Only,Hospitality,936fbfa3-1ffe-4910-ae91-192976536eb2,936fbfa3-1ffe-4910-ae91-192976536eb2,Acme Industries,936fbfa3-1ffe-4910-ae91-192976536eb2,11,10,89,Telecommunications Equipment
d72082d5-f1c4-4ad1-90f3-a6c751d366cd,8e1f1e52-2b1e-4d1e-b95a-48cc0966a3e2,2835,Adjustable tripod for smartphones and cameras.,9,29.99,Public,Healthcare,8e1f1e52-2b1e-4d1e-b95a-48cc0966a3e2,8e1f1e52-2b1e-4d1e-b95a-48cc0966a3e2,GlobalTech Solutions,8e1f1e52-2b1e-4d1e-b95a-48cc0966a3e2,9,34,70,Computer Hardware
0b140c25-7a67-4804-927f-622083270d13,bcbfef24-5743-4a7b-9ae9-b9cfe5beee39,2836,A fragrant Indian spice blend for curries and stews.,11,2.79,Sensitive,Entertainment,bcbfef24-5743-4a7b-9ae9-b9cfe5beee39,bcbfef24-5743-4a7b-9ae9-b9cfe5beee39,Evergreen Plastics,bcbfef24-5743-4a7b-9ae9-b9cfe5beee39,11,66,84,Printing and Photographic Equipment
b960e934-1380-4d74-aec9-1b4b6b1cb0eb,f13bebdf-1c52-4a08-8a95-c7f524224fcf,2837,Spicy salsa with chipotle and lime for a zesty kick.,11,3.99,Top Secret,Automotive,f13bebdf-1c52-4a08-8a95-c7f524224fcf,f13bebdf-1c52-4a08-8a95-c7f524224fcf,Quantum Machinery,f13bebdf-1c52-4a08-8a95-c7f524224fcf,11,113,88,Packaging Materials
a71186e1-1a7f-4233-83d5-e420c0934dc0,1179c390-0920-4d7f-ad97-2f1c05f735fd,2838,Fun robot that engages kids with games and activities.,16,34.99,Proprietary,Finance,1179c390-0920-4d7f-ad97-2f1c05f735fd,1179c390-0920-4d7f-ad97-2f1c05f735fd,Summit Automotive,1179c390-0920-4d7f-ad97-2f1c05f735fd,16,30,100,Office Supplies
213b6332-94b5-4972-9fff-2ef490325112,ee2bec27-4493-4457-b48f-46c76caba0d8,2839,"Crispy chicken bites, perfect for dipping.",18,6.49,For Official Use Only,Food Services,ee2bec27-4493-4457-b48f-46c76caba0d8,ee2bec27-4493-4457-b48f-46c76caba0d8,Pioneer Manufacturing,ee2bec27-4493-4457-b48f-46c76caba0d8,18,107,100,Software and Licenses
df75c835-c31b-487f-ad8b-7f435be7ce5c,c1fb68a3-d81a-4ab6-9452-a0e8a8e4c573,2840,Ergonomic stand for laptops to improve posture while working.,9,29.99,Highly Confidential,Legal,c1fb68a3-d81a-4ab6-9452-a0e8a8e4c573,c1fb68a3-d81a-4ab6-9452-a0e8a8e4c573,NovaChem Labs,c1fb68a3-d81a-4ab6-9452-a0e8a8e4c573,9,29,73,Safety and Security Equipment
4c37a0c8-7cf7-4edc-b936-b98eba975e08,fc802d9f-4b7e-467c-9fa0-f75172761ead,2841,Stability ball for Pilates and yoga workouts.,8,24.99,Confidential,Telecommunications,fc802d9f-4b7e-467c-9fa0-f75172761ead,fc802d9f-4b7e-467c-9fa0-f75172761ead,Sunrise Textiles,fc802d9f-4b7e-467c-9fa0-f75172761ead,8,81,65,Furniture and Furnishings
5ac36ae9-7bb2-4d1e-86ad-882865bc3b7a,bb40c10f-93db-438e-b9d1-b14a02f68b60,2842,"Juicy peach slices in light syrup, in convenient cups.",6,1.99,Internal Use Only,Finance,bb40c10f-93db-438e-b9d1-b14a02f68b60,bb40c10f-93db-438e-b9d1-b14a02f68b60,GlobalTech Solutions,bb40c10f-93db-438e-b9d1-b14a02f68b60,6,63,50,Office Supplies
cfd2818d-5c71-4b91-8537-0525f8972a8f,9521891c-6328-425c-a6d8-3f37315ac315,2843,Comfortable and reusable face masks in different styles.,15,14.99,Restricted,Technology,9521891c-6328-425c-a6d8-3f37315ac315,9521891c-6328-425c-a6d8-3f37315ac315,Atlas Engineering,9521891c-6328-425c-a6d8-3f37315ac315,15,40,100,Cleaning Products
825e5b9d-fde7-46bd-8f85-7f9984d236e4,765a0716-cb17-4a42-ae58-8299ebc66e1f,2844,Instant oatmeal cups with blueberries for an easy breakfast.,9,3.29,Proprietary,Hospitality,765a0716-cb17-4a42-ae58-8299ebc66e1f,765a0716-cb17-4a42-ae58-8299ebc66e1f,Starlight Components,765a0716-cb17-4a42-ae58-8299ebc66e1f,9,101,70,Telecommunications Equipment
3ec03903-63cc-4384-bba6-3fb7b0ef890b,e29381f4-bfcf-4ec2-a42c-79e011636c67,2845,Reusable suction cup hooks for hanging items.,10,9.99,Top Secret,Education,e29381f4-bfcf-4ec2-a42c-79e011636c67,e29381f4-bfcf-4ec2-a42c-79e011636c67,BlueWave Medical,e29381f4-bfcf-4ec2-a42c-79e011636c67,10,78,79,Medical Equipment
e63a7351-f5a3-4961-8af9-74ba84f7cfdf,05742815-fb49-4f65-9a2f-3d3b9090ea31,2846,Fresh sliced bell peppers for salads or stir-fries.,17,3.99,Unclassified,Government,05742815-fb49-4f65-9a2f-3d3b9090ea31,05742815-fb49-4f65-9a2f-3d3b9090ea31,Precision Optics,05742815-fb49-4f65-9a2f-3d3b9090ea31,17,69,100,Automotive Parts
f8f58063-ac31-43d3-bcf1-595fdbccfa49,4d9ae739-f48f-4188-a94f-cf6c92146c0d,2847,Healthy pasta alternative made from chickpeas,13,4.19,For Official Use Only,Entertainment,4d9ae739-f48f-4188-a94f-cf6c92146c0d,4d9ae739-f48f-4188-a94f-cf6c92146c0d,EcoBuild Systems,4d9ae739-f48f-4188-a94f-cf6c92146c0d,13,5,100,Printing and Photographic Equipment
770a581d-95fd-4681-bc99-98a4c9422dcd,c99a6ae4-5211-48c9-b2f0-82dcb2b23cef,2848,Creamy yogurt made with maple and almond flavors.,9,1.89,Public,Automotive,c99a6ae4-5211-48c9-b2f0-82dcb2b23cef,c99a6ae4-5211-48c9-b2f0-82dcb2b23cef,Vertex Electronics,c99a6ae4-5211-48c9-b2f0-82dcb2b23cef,9,45,76,Packaging Materials
a100f459-9ddc-4a58-8296-f48c9f76220e,cc0a9cff-bdd3-46de-bb17-c6d295b37b4a,2849,Magical lens kit for kids to explore the outdoors.,11,19.99,Highly Confidential,Construction,cc0a9cff-bdd3-46de-bb17-c6d295b37b4a,cc0a9cff-bdd3-46de-bb17-c6d295b37b4a,Ironclad Tools,cc0a9cff-bdd3-46de-bb17-c6d295b37b4a,11,24,91,Agricultural Supplies
c6ab57f2-df4c-4309-9922-607e541e7f72,638d4eda-803e-465c-9d0a-4e51f9e2aff2,2850,"Track steps, heart rate, and sleep patterns.",12,49.99,Sensitive,Manufacturing,638d4eda-803e-465c-9d0a-4e51f9e2aff2,638d4eda-803e-465c-9d0a-4e51f9e2aff2,Acme Industries,638d4eda-803e-465c-9d0a-4e51f9e2aff2,12,9,96,Construction Materials
ad4830e0-405a-45f8-8393-c7bd78f20e7c,4045cc62-19e4-4514-bd14-b56c6066df89,2851,Set of two yoga blocks for increased stability and support.,10,29.99,Public,Legal,4045cc62-19e4-4514-bd14-b56c6066df89,4045cc62-19e4-4514-bd14-b56c6066df89,Starlight Components,4045cc62-19e4-4514-bd14-b56c6066df89,10,117,82,Safety and Security Equipment
ffb002b5-9b53-47ff-a692-112b0e6a11af,3c262a95-f4f7-4769-b6d2-ae9c6d6493a7,2852,"Crispy and chewy granola bars, perfect for on-the-go.",10,4.99,Top Secret,Retail,3c262a95-f4f7-4769-b6d2-ae9c6d6493a7,3c262a95-f4f7-4769-b6d2-ae9c6d6493a7,Vertex Electronics,3c262a95-f4f7-4769-b6d2-ae9c6d6493a7,10,96,79,Laboratory Instruments
4f2526bd-f9ba-4127-8bac-a5fcde114585,600f808e-c6b8-4f5f-93ea-4c7175db1618,2853,Reusable microfiber cloths for environmentally friendly cleaning.,11,12.99,For Official Use Only,Pharmaceuticals,600f808e-c6b8-4f5f-93ea-4c7175db1618,600f808e-c6b8-4f5f-93ea-4c7175db1618,Evergreen Plastics,600f808e-c6b8-4f5f-93ea-4c7175db1618,11,85,85,Sports and Recreational Equipment
6660cfe1-4822-4009-9e63-4089a9eabeb0,9d7e71b3-5a72-4f63-b22a-4ff6d24a3027,2854,Durable skipping rope with adjustable length for workouts.,9,12.99,Highly Confidential,Transportation,9d7e71b3-5a72-4f63-b22a-4ff6d24a3027,9d7e71b3-5a72-4f63-b22a-4ff6d24a3027,Ironclad Tools,9d7e71b3-5a72-4f63-b22a-4ff6d24a3027,9,67,75,Food and Beverage Products
76223945-e68f-461d-8061-c5b4fc063153,96fda777-3864-4e15-89ed-1108054d3d52,2855,A high-quality protein powder perfect for smoothies and baking.,8,24.99,Confidential,Energy,96fda777-3864-4e15-89ed-1108054d3d52,96fda777-3864-4e15-89ed-1108054d3d52,Atlas Engineering,96fda777-3864-4e15-89ed-1108054d3d52,8,27,63,Electrical Components
3c57178f-e8af-4ab4-b925-828ed7f1622a,0c15ad3c-0fbc-4d7f-96e3-e75aa0dfda39,2856,"A mix of grilled vegetables, ready to heat for quick side dishes.",8,4.49,Unclassified,Real Estate,0c15ad3c-0fbc-4d7f-96e3-e75aa0dfda39,0c15ad3c-0fbc-4d7f-96e3-e75aa0dfda39,Pioneer Manufacturing,0c15ad3c-0fbc-4d7f-96e3-e75aa0dfda39,8,28,66,Personal Care Products
2d6db9c9-3731-42fe-bf4c-e94e3f0fc008,2c8169aa-5c58-4547-86a7-5ac21032630c,2857,Frozen mango chunks for smoothies or snacking.,11,4.89,Internal Use Only,Food Services,2c8169aa-5c58-4547-86a7-5ac21032630c,2c8169aa-5c58-4547-86a7-5ac21032630c,Precision Optics,2c8169aa-5c58-4547-86a7-5ac21032630c,11,53,89,Software and Licenses
94803973-1664-4171-bbc7-12646ee69456,388b7428-e9d0-426a-b27c-20b9bd6255e4,2858,"Juicy chicken breast stuffed with spinach and feta cheese, seasoned to perfection.",10,8.99,Restricted,Healthcare,388b7428-e9d0-426a-b27c-20b9bd6255e4,388b7428-e9d0-426a-b27c-20b9bd6255e4,NovaChem Labs,388b7428-e9d0-426a-b27c-20b9bd6255e4,10,19,82,Computer Hardware
36fa94b5-2ea9-4c6b-952f-d2f4b35ba089,b168b3b6-c3c9-4419-810a-781f5e5de43c,2859,Jump rope that counts your jumps for tracking workouts.,11,14.99,Sensitive,Agriculture,b168b3b6-c3c9-4419-810a-781f5e5de43c,b168b3b6-c3c9-4419-810a-781f5e5de43c,GlobalTech Solutions,b168b3b6-c3c9-4419-810a-781f5e5de43c,11,23,89,Industrial Machinery
fd9a6db1-6c95-4f87-81c5-61b9b9425acd,e76098ef-8938-4b1b-b341-2e371992ee76,2860,Set of reusable baking cups for muffins and cupcakes.,13,10.99,Proprietary,Insurance,e76098ef-8938-4b1b-b341-2e371992ee76,e76098ef-8938-4b1b-b341-2e371992ee76,Quantum Machinery,e76098ef-8938-4b1b-b341-2e371992ee76,13,32,100,Clothing and Apparel
fde7b18b-a6c3-4af0-9b72-b1ab1443d628,cfcbad3e-621e-4aad-a26c-455d1e39b412,2861,Multi-level scratching post to keep your cat entertained.,13,44.99,Restricted,Retail,cfcbad3e-621e-4aad-a26c-455d1e39b412,cfcbad3e-621e-4aad-a26c-455d1e39b412,Summit Automotive,cfcbad3e-621e-4aad-a26c-455d1e39b412,13,95,100,Laboratory Instruments
e53baf2e-046b-4d44-88a8-2e8267d20f84,90573e8c-42cc-4c3d-b7a4-e45554fa02b5,2862,Variety pack of craft supplies for kids' projects.,11,24.99,Sensitive,Entertainment,90573e8c-42cc-4c3d-b7a4-e45554fa02b5,90573e8c-42cc-4c3d-b7a4-e45554fa02b5,BlueWave Medical,90573e8c-42cc-4c3d-b7a4-e45554fa02b5,11,25,87,Printing and Photographic Equipment
511052e7-35bb-4fba-aec9-10753b660996,c86382ca-16b6-4df4-aece-410a02e5adb3,2863,"Freshly baked whole wheat bread, rich in fiber.",10,2.49,Proprietary,Finance,c86382ca-16b6-4df4-aece-410a02e5adb3,c86382ca-16b6-4df4-aece-410a02e5adb3,EcoBuild Systems,c86382ca-16b6-4df4-aece-410a02e5adb3,10,65,81,Office Supplies
99754618-a8f0-4636-be93-97422fc8350f,31ac8d14-0018-4947-bdaa-0b0cf0325491,2864,Qi-certified wireless charger for fast charging.,7,24.99,Public,Transportation,31ac8d14-0018-4947-bdaa-0b0cf0325491,31ac8d14-0018-4947-bdaa-0b0cf0325491,Acme Industries,31ac8d14-0018-4947-bdaa-0b0cf0325491,7,48,54,Food and Beverage Products
33636b97-10e3-4d00-a78e-546ef74d2ba2,0285c0bf-2e08-4e1b-8423-dcf6d40f36f4,2865,Plant-based sausage links with spices and herbs.,6,5.89,Top Secret,Healthcare,0285c0bf-2e08-4e1b-8423-dcf6d40f36f4,0285c0bf-2e08-4e1b-8423-dcf6d40f36f4,Sunrise Textiles,0285c0bf-2e08-4e1b-8423-dcf6d40f36f4,6,21,52,Computer Hardware
e63d132f-2f8d-486e-96d8-5c8993b6817c,64dfa038-d8b5-4a46-b2d7-30210d3f2d52,2866,Natural sweetener for baking and cooking.,10,2.49,For Official Use Only,Telecommunications,64dfa038-d8b5-4a46-b2d7-30210d3f2d52,64dfa038-d8b5-4a46-b2d7-30210d3f2d52,EcoBuild Systems,64dfa038-d8b5-4a46-b2d7-30210d3f2d52,10,55,84,Furniture and Furnishings
3125a3d7-3668-4d76-84ab-e5b68bd51aa9,3a718c0d-370e-4d24-91e6-40c1663cd755,2867,Indoor putting green for practicing your putting skills.,7,79.99,Highly Confidential,Agriculture,3a718c0d-370e-4d24-91e6-40c1663cd755,3a718c0d-370e-4d24-91e6-40c1663cd755,Sunrise Textiles,3a718c0d-370e-4d24-91e6-40c1663cd755,7,114,56,Industrial Machinery
0a5b23ba-601c-40b3-9873-f4238119bda6,2ef01384-051e-4ed5-9cfa-76e8b30c33b1,2868,Creamy chia pudding made with coconut milk and topped with mango.,9,3.49,Confidential,Pharmaceuticals,2ef01384-051e-4ed5-9cfa-76e8b30c33b1,2ef01384-051e-4ed5-9cfa-76e8b30c33b1,Atlas Engineering,2ef01384-051e-4ed5-9cfa-76e8b30c33b1,9,44,69,Sports and Recreational Equipment
3c501628-ab55-4fa8-9e96-469ed9a62f8b,ed05faa4-e277-480b-b5cf-e26e39546b8b,2869,Delicious waffles infused with pumpkin and spices.,11,4.49,Unclassified,Technology,ed05faa4-e277-480b-b5cf-e26e39546b8b,ed05faa4-e277-480b-b5cf-e26e39546b8b,Acme Industries,ed05faa4-e277-480b-b5cf-e26e39546b8b,11,108,90,Cleaning Products
1209d99d-771b-4a0a-bf43-3909e8fe5313,8713c7fc-de90-4136-a498-55b498cc8cc2,2870,"Floral and refreshing herbal tea, great hot or iced.",6,3.29,Internal Use Only,Insurance,8713c7fc-de90-4136-a498-55b498cc8cc2,8713c7fc-de90-4136-a498-55b498cc8cc2,Precision Optics,8713c7fc-de90-4136-a498-55b498cc8cc2,6,80,46,Clothing and Apparel
197d49c0-28d3-485c-a3a3-378139bb1050,ee77a54d-99d2-414b-9077-5daa48aaf302,2871,A comforting soup filled with chicken and noodles in broth.,8,3.49,Unclassified,Hospitality,ee77a54d-99d2-414b-9077-5daa48aaf302,ee77a54d-99d2-414b-9077-5daa48aaf302,Evergreen Plastics,ee77a54d-99d2-414b-9077-5daa48aaf302,8,20,68,Telecommunications Equipment
e7741488-34c7-42cf-b24c-03277701f83e,670c53e4-5199-466d-a6c3-e77e6ba4b925,2872,Supportive yoga wheel for deep stretching and balance.,9,34.99,For Official Use Only,Government,670c53e4-5199-466d-a6c3-e77e6ba4b925,670c53e4-5199-466d-a6c3-e77e6ba4b925,GlobalTech Solutions,670c53e4-5199-466d-a6c3-e77e6ba4b925,9,12,73,Automotive Parts
e782de51-c2b3-4e78-8446-ef7ac1b7c69e,84dd9f8e-ae57-4978-9cfc-01b73ec5778b,2873,Handy belt for carrying garden tools while working.,14,22.99,Restricted,Construction,84dd9f8e-ae57-4978-9cfc-01b73ec5778b,84dd9f8e-ae57-4978-9cfc-01b73ec5778b,Starlight Components,84dd9f8e-ae57-4978-9cfc-01b73ec5778b,14,98,100,Agricultural Supplies
69f54868-08b8-4068-8ccb-16feb5ac4958,46c20bfa-86c8-4f31-af73-0c94078c2bf4,2874,Rechargeable training collar for effective behavior training.,9,39.99,Confidential,Energy,46c20bfa-86c8-4f31-af73-0c94078c2bf4,46c20bfa-86c8-4f31-af73-0c94078c2bf4,Summit Automotive,46c20bfa-86c8-4f31-af73-0c94078c2bf4,9,47,68,Electrical Components
29f48916-ff2a-4c82-a4f0-e571935d48bb,6e29ee51-a188-4bf1-9bea-42965b969100,2875,Durable and versatile backpack for outdoor and travel use.,3,59.99,Public,Education,6e29ee51-a188-4bf1-9bea-42965b969100,6e29ee51-a188-4bf1-9bea-42965b969100,Vertex Electronics,6e29ee51-a188-4bf1-9bea-42965b969100,3,72,27,Medical Equipment
14896e88-d50d-4914-a73c-025bef4827ae,4bb98126-fea7-458b-b2a1-16903a2c4924,2876,"Instant oats with a savory twist, such as herbs and spices.",10,2.49,Top Secret,Automotive,4bb98126-fea7-458b-b2a1-16903a2c4924,4bb98126-fea7-458b-b2a1-16903a2c4924,NovaChem Labs,4bb98126-fea7-458b-b2a1-16903a2c4924,10,124,78,Packaging Materials
56c5c9ad-bc98-4604-8963-647814bb6c8a,e491d63e-71cc-4239-a1b9-af9ff7ca908f,2877,Spicy cauliflower bites for a vegetarian snack.,4,6.29,Internal Use Only,Legal,e491d63e-71cc-4239-a1b9-af9ff7ca908f,e491d63e-71cc-4239-a1b9-af9ff7ca908f,Ironclad Tools,e491d63e-71cc-4239-a1b9-af9ff7ca908f,4,7,29,Safety and Security Equipment
4a233353-a059-43dd-ba71-a8348df25aa4,f9afed5c-94da-429b-b32e-3534d3abb691,2878,Large stir fry pan with non-stick surface.,8,49.99,Highly Confidential,Real Estate,f9afed5c-94da-429b-b32e-3534d3abb691,f9afed5c-94da-429b-b32e-3534d3abb691,BlueWave Medical,f9afed5c-94da-429b-b32e-3534d3abb691,8,15,66,Personal Care Products
61977960-f9d0-4da5-b954-815d7e4c4000,9966fccb-40a7-4489-8753-407174257d64,2879,Ergonomic wireless mouse with adjustable DPI.,6,25.99,Sensitive,Food Services,9966fccb-40a7-4489-8753-407174257d64,9966fccb-40a7-4489-8753-407174257d64,Quantum Machinery,9966fccb-40a7-4489-8753-407174257d64,6,92,47,Software and Licenses
7c117725-c588-4aea-8d4f-dc9eaf9987b5,a9b1ac72-82a9-4173-baa1-0304982b036f,2880,Quick and easy fried rice mixed with vegetables and soy sauce.,9,4.99,Proprietary,Manufacturing,a9b1ac72-82a9-4173-baa1-0304982b036f,a9b1ac72-82a9-4173-baa1-0304982b036f,Pioneer Manufacturing,a9b1ac72-82a9-4173-baa1-0304982b036f,9,14,76,Construction Materials
fa099e4e-6b93-43ea-ada8-df890e19ca70,70a7bb3c-7b36-4faf-9dfe-8d3e3fa8006a,2881,Tangy sweet chili sauce perfect for dipping or cooking.,15,3.49,For Official Use Only,Agriculture,70a7bb3c-7b36-4faf-9dfe-8d3e3fa8006a,70a7bb3c-7b36-4faf-9dfe-8d3e3fa8006a,GlobalTech Solutions,70a7bb3c-7b36-4faf-9dfe-8d3e3fa8006a,15,82,100,Industrial Machinery
b2100be8-ef6d-4f99-b2a8-19765010c8e9,5c352d08-fc8a-4fb2-9eac-9b782bb04e38,2882,"Whole wheat wraps filled with spinach, feta, and herbs.",7,4.29,Restricted,Technology,5c352d08-fc8a-4fb2-9eac-9b782bb04e38,5c352d08-fc8a-4fb2-9eac-9b782bb04e38,Ironclad Tools,5c352d08-fc8a-4fb2-9eac-9b782bb04e38,7,52,53,Cleaning Products
0eab79a7-a97f-4774-9bae-a75c883cea91,20ce1cc4-edd2-44a9-b13f-16f93ee982ed,2883,Supportive pillow that provides comfort while traveling.,9,24.99,Sensitive,Pharmaceuticals,20ce1cc4-edd2-44a9-b13f-16f93ee982ed,20ce1cc4-edd2-44a9-b13f-16f93ee982ed,EcoBuild Systems,20ce1cc4-edd2-44a9-b13f-16f93ee982ed,9,105,74,Sports and Recreational Equipment
de18dbc4-6fed-4d68-b096-d28563ee301f,a2b3c559-cdb9-483d-aeb9-7bb7848a485b,2884,"Roasted pistachios, a healthy and tasty snack.",6,6.99,Top Secret,Retail,a2b3c559-cdb9-483d-aeb9-7bb7848a485b,a2b3c559-cdb9-483d-aeb9-7bb7848a485b,Summit Automotive,a2b3c559-cdb9-483d-aeb9-7bb7848a485b,6,51,45,Laboratory Instruments
f2378ce5-ac07-4a7d-8eeb-1e71a03984af,b4f140f4-bc7c-417e-9bfc-09ce38fe1dfb,2885,Durable and adjustable jump box for effective workouts.,11,69.99,Unclassified,Construction,b4f140f4-bc7c-417e-9bfc-09ce38fe1dfb,b4f140f4-bc7c-417e-9bfc-09ce38fe1dfb,Precision Optics,b4f140f4-bc7c-417e-9bfc-09ce38fe1dfb,11,127,85,Agricultural Supplies
0c8dcd04-c69d-4037-9baf-31ce4e44f6b7,9989a08f-128c-45d9-a08b-6eecedbe5be4,2886,Everything you need for a fresh and delicious Caesar salad.,14,4.99,Internal Use Only,Hospitality,9989a08f-128c-45d9-a08b-6eecedbe5be4,9989a08f-128c-45d9-a08b-6eecedbe5be4,Sunrise Textiles,9989a08f-128c-45d9-a08b-6eecedbe5be4,14,59,100,Telecommunications Equipment
06b4d7eb-d133-448c-89f1-a8f1376436a8,7a9f76ef-beef-4979-b605-de09f528e71b,2887,"Hearty beef stew with vegetables, ready to heat and serve.",8,7.99,Public,Automotive,7a9f76ef-beef-4979-b605-de09f528e71b,7a9f76ef-beef-4979-b605-de09f528e71b,Quantum Machinery,7a9f76ef-beef-4979-b605-de09f528e71b,8,73,61,Packaging Materials
431ab3de-f8a6-4197-938c-a2d957c806bf,6cb3bcee-417e-4dbb-b168-ae8e636208a6,2888,"Tender jackfruit cooked in BBQ sauce, a delicious plant-based alternative.",9,4.29,Highly Confidential,Legal,6cb3bcee-417e-4dbb-b168-ae8e636208a6,6cb3bcee-417e-4dbb-b168-ae8e636208a6,Acme Industries,6cb3bcee-417e-4dbb-b168-ae8e636208a6,9,31,73,Safety and Security Equipment
89ca542e-15dc-4e28-a8e7-b26d2d9a7936,ac87bf6f-bbaa-4ddc-aad4-6fcb71e00353,2889,Assorted nail polish set for vibrant nails.,3,25,Proprietary,Healthcare,ac87bf6f-bbaa-4ddc-aad4-6fcb71e00353,ac87bf6f-bbaa-4ddc-aad4-6fcb71e00353,Evergreen Plastics,ac87bf6f-bbaa-4ddc-aad4-6fcb71e00353,3,46,22,Computer Hardware
adf0f11c-895e-4a44-a626-b8b5545e048d,6a66f54d-77e9-411f-a8d6-d93ec4507ee1,2890,Rich and creamy almond milk with a hint of chocolate.,7,2.79,Confidential,Telecommunications,6a66f54d-77e9-411f-a8d6-d93ec4507ee1,6a66f54d-77e9-411f-a8d6-d93ec4507ee1,Starlight Components,6a66f54d-77e9-411f-a8d6-d93ec4507ee1,7,88,53,Furniture and Furnishings
