school_id,school_key,school_name,address,city,state,zip,phone,alt_phone,fax,school_level,low_grade,high_grade,NCESSCHID,locationNumber
16416,c2afbe2c-a18f-4337-a203-7cc96de3e061,Oglala Lakota College,3212 Dyer Court,Huntsville,Alabama,35815,(256) 874-0093,(256) 874-0093,(256) 874-0093,Adult Education,Nursery,A-,c2afbe2c-a18f-4337-a203-7cc96de3e061,c2afbe2c-a18f-4337-a203-7cc96de3e061
16425,f01b834a-50aa-4ed9-bcda-2716bf9a7466,Dire Dawa University,10547 Tiffany Terrace,Dayton,Ohio,45432,(937) 434-3676,(937) 434-3676,(937) 434-3676,Adult Education,Primary,Satisfactory,f01b834a-50aa-4ed9-bcda-2716bf9a7466,f01b834a-50aa-4ed9-bcda-2716bf9a7466
16433,b7e44055-9d41-4bbc-bcbd-e6cf0b21b6b0,St. John's College Maryland,11568 Keith Lane,Topeka,Kansas,66611,(785) 785-7892,(785) 785-7892,(785) 785-7892,Adult Education,Infant,No Credit,b7e44055-9d41-4bbc-bcbd-e6cf0b21b6b0,b7e44055-9d41-4bbc-bcbd-e6cf0b21b6b0
16444,6cc6784c-4570-4597-b42c-1209ed37e4c3,Sudan University for Science and Technology,14015 Bayport Place,San Francisco,California,94126,(415) 544-9777,(415) 544-9777,(415) 544-9777,Adult Education,Grade 9,Incomplete,6cc6784c-4570-4597-b42c-1209ed37e4c3,6cc6784c-4570-4597-b42c-1209ed37e4c3
16452,9e65b93f-4db6-4507-bd9a-a739359854f1,Western Bible College,10796 Ashville Avenue,Mobile,Alabama,36689,(251) 271-0694,(251) 271-0694,(251) 271-0694,Adult Education,Transitional Kindergarten,B,9e65b93f-4db6-4507-bd9a-a739359854f1,9e65b93f-4db6-4507-bd9a-a739359854f1
16461,38909f0d-190e-46db-863b-8e5421315d77,Ecole Spéciale de Mécanique et d'Electricité,572 Awendaw Loop,Lexington,Kentucky,40546,(859) 958-7198,(859) 958-7198,(859) 958-7198,Adult Education,Grade 6,Fail,38909f0d-190e-46db-863b-8e5421315d77,38909f0d-190e-46db-863b-8e5421315d77
16478,99f129d7-1621-44da-a61e-23031ca6f2da,Novena University,9262 Paradise Drive,Salt Lake City,Utah,84189,(801) 372-0360,(801) 372-0360,(801) 372-0360,Adult Education,Grade 11,B,99f129d7-1621-44da-a61e-23031ca6f2da,99f129d7-1621-44da-a61e-23031ca6f2da
16486,ec9b1941-10a1-4582-8507-3b7de1d2b5fc,Szent István University,5410 Hackney Place,Louisville,Kentucky,40256,(502) 391-1563,(502) 391-1563,(502) 391-1563,Adult Education,Nursery,No Credit,ec9b1941-10a1-4582-8507-3b7de1d2b5fc,ec9b1941-10a1-4582-8507-3b7de1d2b5fc
16500,c0778cf8-320a-40ee-bb90-4f251f3be54c,Kazan State Pedagogical University,696 Jardin Court,Saint Louis,Missouri,63121,(314) 051-0048,(314) 051-0048,(314) 051-0048,Adult Education,Grade 8,Incomplete,c0778cf8-320a-40ee-bb90-4f251f3be54c,c0778cf8-320a-40ee-bb90-4f251f3be54c
16502,8fd29a55-519d-4235-bf89-8f8171d48060,University of Alabama - Tuscaloosa,434 Island House Path,Washington,District of Columbia,20409,(202) 653-6760,(202) 653-6760,(202) 653-6760,Adult Education,Grade 3,D-,8fd29a55-519d-4235-bf89-8f8171d48060,8fd29a55-519d-4235-bf89-8f8171d48060
16514,9cf06e3f-c5f9-42c7-bb45-03cb52a08912,Universidad Fray Luca Paccioli,6854 Bowden Road,Morgantown,West Virginia,26505,(304) 782-3673,(304) 782-3673,(304) 782-3673,Adult Education,Grade 10,C,9cf06e3f-c5f9-42c7-bb45-03cb52a08912,9cf06e3f-c5f9-42c7-bb45-03cb52a08912
16524,025886ab-6074-4349-b095-6415cd41c1cd,Okayama Shoka University,7490 Brassie Terrace,Manassas,Virginia,22111,(434) 274-2702,(434) 274-2702,(434) 274-2702,Adult Education,Primary,D-,025886ab-6074-4349-b095-6415cd41c1cd,025886ab-6074-4349-b095-6415cd41c1cd
16540,973fffdf-9849-40c6-80bb-58d87d740e06,Pyongtaek University ,1897 Gompers Place,Tulsa,Oklahoma,74133,(918) 578-8519,(918) 578-8519,(918) 578-8519,Adult Education,Grade 7,F,973fffdf-9849-40c6-80bb-58d87d740e06,973fffdf-9849-40c6-80bb-58d87d740e06
16545,e5c8a9a4-71d6-4915-b3ec-cfb6d5289c0b,Yunnan University,5997 Summerchase Loop,Clearwater,Florida,34615,(727) 180-8115,(727) 180-8115,(727) 180-8115,Adult Education,Early Childhood,Unsatisfactory,e5c8a9a4-71d6-4915-b3ec-cfb6d5289c0b,e5c8a9a4-71d6-4915-b3ec-cfb6d5289c0b
16560,60e60c4b-7ef1-4e63-8cb6-b3c50b8fc666,"Universidad de Puerto Rico, Cayey",11377 Palmetto Drive,Madison,Wisconsin,53726,(608) 427-1698,(608) 427-1698,(608) 427-1698,Adult Education,Primary,Credit,60e60c4b-7ef1-4e63-8cb6-b3c50b8fc666,60e60c4b-7ef1-4e63-8cb6-b3c50b8fc666
16569,f86ef8a0-319d-459b-9d5e-f9092ca69a89,University of the Southwest,4399 Steele Path,Baltimore,Maryland,21282,(410) 624-0629,(410) 624-0629,(410) 624-0629,Adult Education,Grade 11,A,f86ef8a0-319d-459b-9d5e-f9092ca69a89,f86ef8a0-319d-459b-9d5e-f9092ca69a89
16574,5b8c9c75-37b3-4247-bc9b-ec3830af8262,Institute of Management & Enteurpreneurship of South East Europe,2405 Jacaranda Avenue,Washington,District of Columbia,20244,(202) 466-0976,(202) 466-0976,(202) 466-0976,Adult Education,Kindergarten,No Credit,5b8c9c75-37b3-4247-bc9b-ec3830af8262,5b8c9c75-37b3-4247-bc9b-ec3830af8262
16583,d9d80053-388c-4085-a1cd-d69d78e98a75,"University of Maine, Augusta",12084 Maria Court,Brockton,Massachusetts,02305,(508) 904-6859,(508) 904-6859,(508) 904-6859,Adult Education,Grade 2,C,d9d80053-388c-4085-a1cd-d69d78e98a75,d9d80053-388c-4085-a1cd-d69d78e98a75
16597,f1850545-b171-4028-a119-7dce3fba622c,Irbid National University,273 Mincey Loop,Orlando,Florida,32891,(407) 069-5588,(407) 069-5588,(407) 069-5588,Adult Education,Grade 4,D,f1850545-b171-4028-a119-7dce3fba622c,f1850545-b171-4028-a119-7dce3fba622c
16601,8011cab4-1da8-43dc-994b-a0a72f7c89bb,Universität Hildesheim,2724 Ascot Loop,Nashville,Tennessee,37205,(615) 849-0246,(615) 849-0246,(615) 849-0246,Adult Education,Primary,Fail,8011cab4-1da8-43dc-994b-a0a72f7c89bb,8011cab4-1da8-43dc-994b-a0a72f7c89bb
16618,327d81fc-f538-41e7-9c0c-8ac00a69095a,Hope International University,13736 Peak Place,Phoenix,Arizona,85040,(480) 803-7309,(480) 803-7309,(480) 803-7309,Adult Education,Grade 3,Incomplete,327d81fc-f538-41e7-9c0c-8ac00a69095a,327d81fc-f538-41e7-9c0c-8ac00a69095a
16629,52300a55-fc16-4a2c-a897-447f4c5e8842,"Free University ""Maria Santissima Assunta""",11022 Red Fox Loop,Atlanta,Georgia,30356,(404) 467-9797,(404) 467-9797,(404) 467-9797,Adult Education,Grade 10,D-,52300a55-fc16-4a2c-a897-447f4c5e8842,52300a55-fc16-4a2c-a897-447f4c5e8842
16636,aee316c6-a41b-493e-8c3e-e074e1032c43,Polytechnic Institute of Turin,8165 Java Terrace,Tulsa,Oklahoma,74184,(918) 274-2572,(918) 274-2572,(918) 274-2572,Adult Education,Early Childhood,D,aee316c6-a41b-493e-8c3e-e074e1032c43,aee316c6-a41b-493e-8c3e-e074e1032c43
16649,2dda9816-b616-4a5f-8f84-34bcd4295e0c,Institut National des Sciences Appliquées de Rouen,6027 Baypoint Way,Battle Creek,Michigan,49018,(269) 803-4863,(269) 803-4863,(269) 803-4863,Adult Education,Infant,Pass,2dda9816-b616-4a5f-8f84-34bcd4295e0c,2dda9816-b616-4a5f-8f84-34bcd4295e0c
16654,827c9f02-6ae9-4128-8bca-39533640defb,Semnan University of Medical Sciences,13553 Iva Place,Las Vegas,Nevada,89135,(702) 879-0336,(702) 879-0336,(702) 879-0336,Adult Education,Kindergarten,No Credit,827c9f02-6ae9-4128-8bca-39533640defb,827c9f02-6ae9-4128-8bca-39533640defb
16667,fc8e2624-cf43-418e-a779-d4f1607c246e,State University of Tetova,2956 Grey Dove Lane,New York City,New York,10099,(646) 146-1566,(646) 146-1566,(646) 146-1566,Adult Education,Infant,C+,fc8e2624-cf43-418e-a779-d4f1607c246e,fc8e2624-cf43-418e-a779-d4f1607c246e
16673,4abb6b47-84ea-4e83-95e3-512a17aa2015,University of Molise,6698 Simons Lane,Dallas,Texas,75231,(972) 065-1884,(972) 065-1884,(972) 065-1884,Adult Education,Transitional Kindergarten,Incomplete,4abb6b47-84ea-4e83-95e3-512a17aa2015,4abb6b47-84ea-4e83-95e3-512a17aa2015
16688,ff1f1b5a-3583-4dca-808b-fbdfdaf7e9aa,Universidad Tecnológica del Centro,4743 Fortaleza Drive,Charlotte,North Carolina,28205,(704) 373-0095,(704) 373-0095,(704) 373-0095,Adult Education,Pre-Kindergarten,C+,ff1f1b5a-3583-4dca-808b-fbdfdaf7e9aa,ff1f1b5a-3583-4dca-808b-fbdfdaf7e9aa
16696,fd948639-79a5-497b-9405-b400ab1dc4e1,Moscow State Institute of International Relations MFA Russia (MGIMO-University),2839 San Bernardo Road,Anchorage,Alaska,99522,(907) 968-5083,(907) 968-5083,(907) 968-5083,Adult Education,Transitional Kindergarten,B,fd948639-79a5-497b-9405-b400ab1dc4e1,fd948639-79a5-497b-9405-b400ab1dc4e1
16709,b1f3d6de-a663-4836-a7fa-9af9a8959d99,Newports Institute of Communication & Economics,10028 Eaton Terrace,Santa Barbara,California,93106,(805) 210-5472,(805) 210-5472,(805) 210-5472,Adult Education,Kindergarten,D+,b1f3d6de-a663-4836-a7fa-9af9a8959d99,b1f3d6de-a663-4836-a7fa-9af9a8959d99
16716,421b4985-cb1b-4c5b-afa7-c4bf47814d69,Universidad Xicotepetl,1200 Del Rio Drive,Fresno,California,93762,(559) 737-8481,(559) 737-8481,(559) 737-8481,Adult Education,Grade 6,Credit,421b4985-cb1b-4c5b-afa7-c4bf47814d69,421b4985-cb1b-4c5b-afa7-c4bf47814d69
16723,6b9c6448-90bd-44d2-a8c1-c77f1bd7db8e,Qinghai Radio & Television University,110 Golden Ridge Drive,Lexington,Kentucky,40591,(859) 863-5684,(859) 863-5684,(859) 863-5684,Adult Education,Pre-Kindergarten,Fail,6b9c6448-90bd-44d2-a8c1-c77f1bd7db8e,6b9c6448-90bd-44d2-a8c1-c77f1bd7db8e
16733,597ed812-b368-48be-b8a2-2b3a6547f779,Kuching Polytechnic,6608 Becky Court,Bloomington,Indiana,47405,(812) 670-0378,(812) 670-0378,(812) 670-0378,Adult Education,Primary,Pass,597ed812-b368-48be-b8a2-2b3a6547f779,597ed812-b368-48be-b8a2-2b3a6547f779
16750,aefd88f9-42bf-4301-b74c-9dc6d17dbccf,Universidade Luterana do Brasil,10474 Bernay Court,Seattle,Washington,98175,(206) 309-6003,(206) 309-6003,(206) 309-6003,Adult Education,Infant,A+,aefd88f9-42bf-4301-b74c-9dc6d17dbccf,aefd88f9-42bf-4301-b74c-9dc6d17dbccf
16758,b3ae16e6-8213-49ec-9ead-0d847ff643e8,Southern University - New Orleans,10040 Ford Street,Seminole,Florida,34642,(941) 327-7254,(941) 327-7254,(941) 327-7254,Adult Education,Grade 2,C+,b3ae16e6-8213-49ec-9ead-0d847ff643e8,b3ae16e6-8213-49ec-9ead-0d847ff643e8
16765,eaacca59-64ff-4148-be46-56d844bfcf18,Japan College of Social Work,4517 Sterling Street,Seattle,Washington,98148,(206) 526-4825,(206) 526-4825,(206) 526-4825,Adult Education,Grade 11,D,eaacca59-64ff-4148-be46-56d844bfcf18,eaacca59-64ff-4148-be46-56d844bfcf18
16771,e63d12c5-56ed-453d-9965-be2141d6f9a9,Southern Connecticut State University,8898 Jeremiah Terrace,Reston,Virginia,22096,(571) 909-0674,(571) 909-0674,(571) 909-0674,Adult Education,Grade 3,B+,e63d12c5-56ed-453d-9965-be2141d6f9a9,e63d12c5-56ed-453d-9965-be2141d6f9a9
16789,e4c24edb-95bd-4246-9e37-63c5fc44e57a,Hue University,4816 Barrington Court,Seattle,Washington,98121,(253) 727-9332,(253) 727-9332,(253) 727-9332,Adult Education,Grade 7,C,e4c24edb-95bd-4246-9e37-63c5fc44e57a,e4c24edb-95bd-4246-9e37-63c5fc44e57a
16792,5c81c9d6-ef8f-4296-ad83-0a28ff424807,University of Sindh,6094 Beth Road,Washington,District of Columbia,20088,(202) 152-8110,(202) 152-8110,(202) 152-8110,Adult Education,Grade 10,A-,5c81c9d6-ef8f-4296-ad83-0a28ff424807,5c81c9d6-ef8f-4296-ad83-0a28ff424807
16809,9034ca83-1149-4c9f-bd63-47e32296b7b0,Trinity University,2834 Snelling Avenue,Tallahassee,Florida,32304,(850) 765-0343,(850) 765-0343,(850) 765-0343,Adult Education,Kindergarten,A-,9034ca83-1149-4c9f-bd63-47e32296b7b0,9034ca83-1149-4c9f-bd63-47e32296b7b0
16814,0c1bc2ee-fea7-4a47-b641-513e5b03bca1,Akhbar El Yom Academy,1251 Avila Place,Washington,District of Columbia,20540,(202) 435-1061,(202) 435-1061,(202) 435-1061,Adult Education,Nursery,B,0c1bc2ee-fea7-4a47-b641-513e5b03bca1,0c1bc2ee-fea7-4a47-b641-513e5b03bca1
16821,c0cede51-1a27-4d66-bf44-a64107babbf5,Central Bible College,7424 Orchid Street,Green Bay,Wisconsin,54305,(920) 255-9659,(920) 255-9659,(920) 255-9659,Adult Education,Primary,C-,c0cede51-1a27-4d66-bf44-a64107babbf5,c0cede51-1a27-4d66-bf44-a64107babbf5
16836,34837215-1202-4e9e-837f-0587b79be511,St. Petersburg Institute of Arts and Restoration,10313 Cosmos Way,Rochester,New York,14609,(585) 465-5479,(585) 465-5479,(585) 465-5479,Adult Education,Transitional Kindergarten,Credit,34837215-1202-4e9e-837f-0587b79be511,34837215-1202-4e9e-837f-0587b79be511
16846,4c41aaff-2f93-46da-987b-54c15ba6b834,Chengdu University,11651 Escandon Place,Danbury,Connecticut,06816,(203) 633-5764,(203) 633-5764,(203) 633-5764,Adult Education,Nursery,B+,4c41aaff-2f93-46da-987b-54c15ba6b834,4c41aaff-2f93-46da-987b-54c15ba6b834
16852,e621c395-ad93-47b2-a043-36ec16d69e0b,Irkutsk State Technical University,416 Anchor Avenue,Baltimore,Maryland,21281,(410) 052-0283,(410) 052-0283,(410) 052-0283,Adult Education,Kindergarten,Withdrawn,e621c395-ad93-47b2-a043-36ec16d69e0b,e621c395-ad93-47b2-a043-36ec16d69e0b
16869,9e3bfee9-11d7-4db0-a33b-f22be193a670, Dedan Kimathi University of Technology,7076 Abana Path,Omaha,Nebraska,68134,(402) 809-6776,(402) 809-6776,(402) 809-6776,Adult Education,Grade 2,Incomplete,9e3bfee9-11d7-4db0-a33b-f22be193a670,9e3bfee9-11d7-4db0-a33b-f22be193a670
16874,04f6a18a-9a83-4347-b003-a309403e06d2,Rybinsk State Academy of Aviational Technology,13549 Constance Court,Greenville,South Carolina,29605,(864) 113-6727,(864) 113-6727,(864) 113-6727,Adult Education,Grade 5,No Credit,04f6a18a-9a83-4347-b003-a309403e06d2,04f6a18a-9a83-4347-b003-a309403e06d2
16888,7598f3ac-0fc3-4a49-adad-383603cc819f,University of Southern Denmark,14743 Rembert Road,Inglewood,California,90398,(310) 948-5975,(310) 948-5975,(310) 948-5975,Adult Education,Grade 6,F,7598f3ac-0fc3-4a49-adad-383603cc819f,7598f3ac-0fc3-4a49-adad-383603cc819f
16898,9c641e79-9175-4a73-9adf-2979fe9e45e9,Walsh University,1572 Engdahl Place,Rockford,Illinois,61105,(815) 041-3054,(815) 041-3054,(815) 041-3054,Adult Education,Primary,C+,9c641e79-9175-4a73-9adf-2979fe9e45e9,9c641e79-9175-4a73-9adf-2979fe9e45e9
16907,78c385a4-1b07-4087-84c7-a08d39fd5ee6,Fachhochschule Brandenburg,2446 Roudell Way,Fresno,California,93726,(209) 883-4022,(209) 883-4022,(209) 883-4022,Adult Education,Grade 2,B,78c385a4-1b07-4087-84c7-a08d39fd5ee6,78c385a4-1b07-4087-84c7-a08d39fd5ee6
16912,c9984dc2-cc8c-4579-b33a-7b99389103d7,Universidad de Sevilla,5 Janeann Terrace,Sacramento,California,95828,(916) 002-1692,(916) 002-1692,(916) 002-1692,Adult Education,Grade 5,Satisfactory,c9984dc2-cc8c-4579-b33a-7b99389103d7,c9984dc2-cc8c-4579-b33a-7b99389103d7
16924,426bbc22-9fbe-41e8-af45-0cd1cb21b074,Henan Buddhist College,4950 Camero Drive,Toledo,Ohio,43666,(419) 435-8145,(419) 435-8145,(419) 435-8145,Adult Education,Grade 12,A+,426bbc22-9fbe-41e8-af45-0cd1cb21b074,426bbc22-9fbe-41e8-af45-0cd1cb21b074
16937,bee6b98a-4c7e-4f16-9518-107543ed1b8d,Seton Hill College,6357 Albemarle Avenue,Miami,Florida,33147,(786) 201-6902,(786) 201-6902,(786) 201-6902,Adult Education,Primary,F,bee6b98a-4c7e-4f16-9518-107543ed1b8d,bee6b98a-4c7e-4f16-9518-107543ed1b8d
16944,cb3cc8cb-ea15-4b54-b8e3-493449a7a8bb,"University of California, Los Angeles",12158 Eagle Ridge Drive,Champaign,Illinois,61825,(217) 908-8577,(217) 908-8577,(217) 908-8577,Adult Education,Grade 11,Fail,cb3cc8cb-ea15-4b54-b8e3-493449a7a8bb,cb3cc8cb-ea15-4b54-b8e3-493449a7a8bb
16954,473e285c-e068-4ccb-bf7b-4a776d7a84cd,Theologische Hochschule Friedensau,13582 Auburn Avenue,Tucson,Arizona,85725,(520) 866-6299,(520) 866-6299,(520) 866-6299,Adult Education,Pre-Kindergarten,F,473e285c-e068-4ccb-bf7b-4a776d7a84cd,473e285c-e068-4ccb-bf7b-4a776d7a84cd
16968,0bbafd71-eb4e-4f4e-8034-3ecb1c2c86df,Moscow State Textile University A.N. Kosygin,55 Zephyrhills Road,New York City,New York,10175,(646) 218-3669,(646) 218-3669,(646) 218-3669,Adult Education,Grade 5,A,0bbafd71-eb4e-4f4e-8034-3ecb1c2c86df,0bbafd71-eb4e-4f4e-8034-3ecb1c2c86df
16976,26b9dfcd-3c3f-434d-8e96-4af7d6c2557b,Coe College,6445 Atwell Avenue,Charlotte,North Carolina,28230,(704) 224-4898,(704) 224-4898,(704) 224-4898,Adult Education,Kindergarten,B-,26b9dfcd-3c3f-434d-8e96-4af7d6c2557b,26b9dfcd-3c3f-434d-8e96-4af7d6c2557b
16986,34953add-33fc-49f2-8e53-1614a0cf414b,Instituto Universitario Nacional del Arte,4427 Delia Place,Minneapolis,Minnesota,55417,(612) 723-2808,(612) 723-2808,(612) 723-2808,Adult Education,Grade 8,C-,34953add-33fc-49f2-8e53-1614a0cf414b,34953add-33fc-49f2-8e53-1614a0cf414b
16991,fdef426a-a001-4505-98d2-6de51c44f166,Alvernia College,7726 Markridge Loop,Fort Lauderdale,Florida,33305,(954) 933-1516,(954) 933-1516,(954) 933-1516,Adult Education,Grade 4,D-,fdef426a-a001-4505-98d2-6de51c44f166,fdef426a-a001-4505-98d2-6de51c44f166
17005,2e9e658f-0b97-4c6a-9522-7377927dd13f,Dawood College of Engineering and Technology,7689 Lancelot Terrace,Pomona,California,91797,(909) 887-1116,(909) 887-1116,(909) 887-1116,Adult Education,Grade 3,Unsatisfactory,2e9e658f-0b97-4c6a-9522-7377927dd13f,2e9e658f-0b97-4c6a-9522-7377927dd13f
17014,4cb0f9b5-ec6d-48ac-ab87-beb96fb45971,Aljouf University,11145 Gallinule Court,Albuquerque,New Mexico,87140,(505) 270-6022,(505) 270-6022,(505) 270-6022,Adult Education,Grade 12,C-,4cb0f9b5-ec6d-48ac-ab87-beb96fb45971,4cb0f9b5-ec6d-48ac-ab87-beb96fb45971
17024,29bb5573-540e-4ac6-84d3-9fd11d660f10,Ecole Nationale Supérieure d'Agronomie et des Industries Alimentaires,13207 Jewel Court,San Francisco,California,94110,(415) 973-6138,(415) 973-6138,(415) 973-6138,Adult Education,Grade 1,D-,29bb5573-540e-4ac6-84d3-9fd11d660f10,29bb5573-540e-4ac6-84d3-9fd11d660f10
17038,2ba8f043-ac46-4d79-bc2e-54b3abc056f1,Simpson College Iowa,838 Campobello Terrace,Washington,District of Columbia,20540,(202) 874-1624,(202) 874-1624,(202) 874-1624,Adult Education,Grade 4,F,2ba8f043-ac46-4d79-bc2e-54b3abc056f1,2ba8f043-ac46-4d79-bc2e-54b3abc056f1
17044,f0e6d543-cbab-4339-9db3-5bc5b69032d9,Columbus College of Art and Design,11955 Okahumpka Run,Washington,District of Columbia,20409,(202) 435-6165,(202) 435-6165,(202) 435-6165,Adult Education,Grade 11,C-,f0e6d543-cbab-4339-9db3-5bc5b69032d9,f0e6d543-cbab-4339-9db3-5bc5b69032d9
17053,ee0ce769-acc5-4077-bae4-f0433208de60,Shanghai Second Polytechnic University,12443 Inwood Place,Inglewood,California,90310,(310) 830-1770,(310) 830-1770,(310) 830-1770,Adult Education,Kindergarten,A+,ee0ce769-acc5-4077-bae4-f0433208de60,ee0ce769-acc5-4077-bae4-f0433208de60
17070,ff199348-e5c5-44c7-9851-b479bc475ef5,Madonna University,11291 Palma Drive,Eugene,Oregon,97405,(541) 524-9565,(541) 524-9565,(541) 524-9565,Adult Education,Early Childhood,Fail,ff199348-e5c5-44c7-9851-b479bc475ef5,ff199348-e5c5-44c7-9851-b479bc475ef5
17071,ac2e59e1-83ed-4962-9b3d-0092c8af2182,Australian Defence Force Academy,11209 Tarrson Blvd.,Dayton,Ohio,45414,(937) 533-9245,(937) 533-9245,(937) 533-9245,Adult Education,Grade 2,Pass,ac2e59e1-83ed-4962-9b3d-0092c8af2182,ac2e59e1-83ed-4962-9b3d-0092c8af2182
17089,2077d76a-2ca2-48d9-8515-aae94d433064,Universidade Católica de Pelotas,5126 Germakian Lane,Philadelphia,Pennsylvania,19151,(215) 239-1852,(215) 239-1852,(215) 239-1852,Adult Education,Grade 12,C+,2077d76a-2ca2-48d9-8515-aae94d433064,2077d76a-2ca2-48d9-8515-aae94d433064
17093,096677aa-0014-46b1-9051-7351f03490f9,Shanghai University of Traditional Chinese Medicine and Pharmacology,13873 Waycross Place,Joliet,Illinois,60435,(815) 993-8717,(815) 993-8717,(815) 993-8717,Adult Education,Pre-Kindergarten,D-,096677aa-0014-46b1-9051-7351f03490f9,096677aa-0014-46b1-9051-7351f03490f9
17102,a36bb47c-bba4-485f-ad4e-3df91f186590,University of Science and Technology Sana'a,10001 Castillo Drive,Shreveport,Louisiana,71115,(318) 041-6722,(318) 041-6722,(318) 041-6722,Adult Education,Grade 6,Satisfactory,a36bb47c-bba4-485f-ad4e-3df91f186590,a36bb47c-bba4-485f-ad4e-3df91f186590
17118,997cdf07-b10e-42c4-9157-f7023dbe43cd,Kahramanmaras Sütcü Imam University,1309 Abbeville Loop,Fresno,California,93786,(559) 660-0607,(559) 660-0607,(559) 660-0607,Adult Education,Grade 3,D,997cdf07-b10e-42c4-9157-f7023dbe43cd,997cdf07-b10e-42c4-9157-f7023dbe43cd
17124,d51fc17e-4bba-41a6-9c88-dd7f23c221cf,Instituts Supérieurs des Etudes Technologiques,7141 Buchanan Place,Little Rock,Arkansas,72222,(501) 022-9060,(501) 022-9060,(501) 022-9060,Adult Education,Grade 7,Pass,d51fc17e-4bba-41a6-9c88-dd7f23c221cf,d51fc17e-4bba-41a6-9c88-dd7f23c221cf
17135,3d07c402-e0d1-4ece-81c3-8b37445a67c0,Florida Christian College,5220 Glenarden Path,Green Bay,Wisconsin,54313,(920) 743-2803,(920) 743-2803,(920) 743-2803,Adult Education,Grade 12,C+,3d07c402-e0d1-4ece-81c3-8b37445a67c0,3d07c402-e0d1-4ece-81c3-8b37445a67c0
17148,1e14906b-a6a6-42d1-b928-0a3980241374,Volgograd Medical Academy,2291 McMurtrie Loop,Ashburn,Virginia,22093,(571) 725-8385,(571) 725-8385,(571) 725-8385,Adult Education,Grade 11,C,1e14906b-a6a6-42d1-b928-0a3980241374,1e14906b-a6a6-42d1-b928-0a3980241374
17159,2fdc08c0-c8e6-40d3-aa1f-c5781807ce53,University of Abuja,2488 Eutawville Place,Raleigh,North Carolina,27605,(919) 656-7105,(919) 656-7105,(919) 656-7105,Adult Education,Grade 3,C-,2fdc08c0-c8e6-40d3-aa1f-c5781807ce53,2fdc08c0-c8e6-40d3-aa1f-c5781807ce53
17169,72804a48-c22a-418a-b707-61613ea72d20,Beijing University of Agriculture,11506 Laufersky Lane,Richmond,Virginia,23203,(804) 373-3873,(804) 373-3873,(804) 373-3873,Adult Education,Grade 11,F,72804a48-c22a-418a-b707-61613ea72d20,72804a48-c22a-418a-b707-61613ea72d20
17174,06618197-33ec-4adf-a358-56f0ec262484,Samara State Agricultural Academy,13374 Ardson Avenue,Fort Wayne,Indiana,46805,(260) 843-1634,(260) 843-1634,(260) 843-1634,Adult Education,Grade 5,A+,06618197-33ec-4adf-a358-56f0ec262484,06618197-33ec-4adf-a358-56f0ec262484
17188,b60ee47d-8ca7-4f67-b424-7b6e1916de3d,Nagpur University,698 Malachite Terrace,Dallas,Texas,75323,(214) 644-7636,(214) 644-7636,(214) 644-7636,Adult Education,Primary,No Credit,b60ee47d-8ca7-4f67-b424-7b6e1916de3d,b60ee47d-8ca7-4f67-b424-7b6e1916de3d
17195,6eba192a-1016-4714-ad48-58e2c402463d,Technological University (Loikaw),4831 Leisure Street,Tacoma,Washington,98447,(253) 622-4763,(253) 622-4763,(253) 622-4763,Adult Education,Grade 4,Fail,6eba192a-1016-4714-ad48-58e2c402463d,6eba192a-1016-4714-ad48-58e2c402463d
17202,1b82961d-49f8-4b37-b393-c5c99fc69a8c,Syrian Virtual University,8858 Vanceboro Court,Raleigh,North Carolina,27658,(919) 889-1559,(919) 889-1559,(919) 889-1559,Adult Education,Pre-Kindergarten,D+,1b82961d-49f8-4b37-b393-c5c99fc69a8c,1b82961d-49f8-4b37-b393-c5c99fc69a8c
17211,843ca702-ee11-47a3-954c-84f8e56a6e0f,Université d'Oran Es-Senia,6710 Hanlon Terrace,Miami,Florida,33153,(786) 595-7052,(786) 595-7052,(786) 595-7052,Adult Education,Kindergarten,C-,843ca702-ee11-47a3-954c-84f8e56a6e0f,843ca702-ee11-47a3-954c-84f8e56a6e0f
17227,a93f3983-e62a-4622-b28b-a5cbf3155e94,Universidad de Magallanes,1298 Clarendon Court,Baltimore,Maryland,21275,(410) 700-8518,(410) 700-8518,(410) 700-8518,Adult Education,Primary,B-,a93f3983-e62a-4622-b28b-a5cbf3155e94,a93f3983-e62a-4622-b28b-a5cbf3155e94
17238,1058192e-ea52-4e1f-8045-826999a5b158,Pontifícia Universidade Católica de Campinas,945 Landeros Lane,Washington,District of Columbia,20238,(202) 655-6803,(202) 655-6803,(202) 655-6803,Adult Education,Grade 1,Unsatisfactory,1058192e-ea52-4e1f-8045-826999a5b158,1058192e-ea52-4e1f-8045-826999a5b158
17243,f53b36da-03a2-4c6e-9c61-c98ecbaf4a7e,"Hochschule Wismar, Fachhochschule für Technik, Wirtschaft und Gestaltung",4845 Willington Way,Tucson,Arizona,85732,(520) 452-3010,(520) 452-3010,(520) 452-3010,Adult Education,Grade 6,C-,f53b36da-03a2-4c6e-9c61-c98ecbaf4a7e,f53b36da-03a2-4c6e-9c61-c98ecbaf4a7e
