activity_ref_key,item_id,item_idx,description,quantity,price,classification,classificationDomain,supplierPartID,manufacturerPartID,manufacturerName,sku,item_expense_category_id,allowable_status,classification_confidence,unspsc_name
6ac0d475-054f-4013-8b3a-ee8c74b9343f,5227b4da-046f-4a2a-9d0a-85f7628f3421,1359,Savory lentil chips with BBQ flavor,12,3.49,Confidential,Entertainment,5227b4da-046f-4a2a-9d0a-85f7628f3421,5227b4da-046f-4a2a-9d0a-85f7628f3421,Macerich Company (The),5227b4da-046f-4a2a-9d0a-85f7628f3421,1359,35,99,Industrial Machinery
5063ad0a-1e4b-4800-a4c3-47d8c246d035,acd2f4f4-9a02-4c82-a0ad-195276e53834,1360,Stylish scarves to accessorize any outfit.,5,24.99,Internal Use Only,Telecommunications,acd2f4f4-9a02-4c82-a0ad-195276e53834,acd2f4f4-9a02-4c82-a0ad-195276e53834,First Trust Indxx Global Agriculture ETF,acd2f4f4-9a02-4c82-a0ad-195276e53834,1360,86,41,Telecommunications Equipment
aef54080-0994-44f9-8bca-13374e59eecb,dd4bf352-f242-44bb-97de-2af42ae3cb1c,1361,"Bright, vibrant sign to add flair to any space.",12,45.99,Public,Pharmaceuticals,dd4bf352-f242-44bb-97de-2af42ae3cb1c,dd4bf352-f242-44bb-97de-2af42ae3cb1c,ProShares UltraPro Short NASDAQ Biotechnology,dd4bf352-f242-44bb-97de-2af42ae3cb1c,1361,56,93,Educational Materials
6980d374-0aab-44d8-bcfe-c6685c5c64b1,0fa4eae0-7ad5-417b-8d9e-119f5e38fb98,1362,Retro instant camera for capturing and printing photos instantly.,18,89.99,Top Secret,Retail,0fa4eae0-7ad5-417b-8d9e-119f5e38fb98,0fa4eae0-7ad5-417b-8d9e-119f5e38fb98,Cemtrex Inc.,0fa4eae0-7ad5-417b-8d9e-119f5e38fb98,1362,42,100,Laboratory Equipment
6b49b3f8-8336-425a-ac7b-34d0b195e852,b266b16c-02b3-4215-ba20-bfebdc30d20a,1363,Fresh cabbage and carrot slaw mix for salads.,14,2.29,Confidential,Construction,b266b16c-02b3-4215-ba20-bfebdc30d20a,b266b16c-02b3-4215-ba20-bfebdc30d20a,"Seabridge Gold, Inc.",b266b16c-02b3-4215-ba20-bfebdc30d20a,1363,26,100,Travel Services
8d5d5cf9-5fd7-48e0-9bec-7ad612356ebd,61645e58-b5a6-4a1b-870d-bf05c51899a2,1364,Yoga socks designed to provide better grip and stability.,12,12.99,Unclassified,Healthcare,61645e58-b5a6-4a1b-870d-bf05c51899a2,61645e58-b5a6-4a1b-870d-bf05c51899a2,PowerShares Russell 1000 Low Beta Equal Weight Por,61645e58-b5a6-4a1b-870d-bf05c51899a2,1364,97,94,Office Supplies
b28dd219-f67e-48b0-89a5-b0e3723430a8,1f8b2e81-3747-407c-96c6-a1b866429dd2,1365,Magical lens kit for kids to explore the outdoors.,8,19.99,Internal Use Only,Real Estate,1f8b2e81-3747-407c-96c6-a1b866429dd2,1f8b2e81-3747-407c-96c6-a1b866429dd2,"Colony NorthStar, Inc.",1f8b2e81-3747-407c-96c6-a1b866429dd2,1365,88,63,Personal Protective Equipment
20338631-54ac-4c1f-a890-36dd4c7ea15c,738d0b21-52d2-48d4-8c97-19b9a92a2f70,1366,Compact air compressor for inflating tires and sports equipment.,9,44.99,Sensitive,Environmental Services,738d0b21-52d2-48d4-8c97-19b9a92a2f70,738d0b21-52d2-48d4-8c97-19b9a92a2f70,W.P. Carey Inc.,738d0b21-52d2-48d4-8c97-19b9a92a2f70,1366,70,72,Consulting Services
258408b8-7508-4b97-9914-ff42748e2c4c,178985e9-2889-48bb-98ff-92a5d5b7c91f,1367,Chic wrap jumpsuit that flatters the body and is perfect for any occasion.,8,54.99,Restricted,Finance,178985e9-2889-48bb-98ff-92a5d5b7c91f,178985e9-2889-48bb-98ff-92a5d5b7c91f,Playa Hotels & Resorts N.V.,178985e9-2889-48bb-98ff-92a5d5b7c91f,1367,90,64,Computer Hardware
d8458abc-c567-45bb-af3e-ef0211abe76f,cfe1b0e1-9cf7-412f-8eb9-e02858b5220e,1368,"Sweet and juicy strawberries, perfect for desserts.",13,3.99,Proprietary,Manufacturing,cfe1b0e1-9cf7-412f-8eb9-e02858b5220e,cfe1b0e1-9cf7-412f-8eb9-e02858b5220e,"Smith Micro Software, Inc.",cfe1b0e1-9cf7-412f-8eb9-e02858b5220e,1368,40,100,Medical Devices
0d3835e4-f9ed-45c1-b9b9-7d76b723e387,afae7d60-de13-4f57-af06-6a24c6cab4b1,1369,"A zesty marinade made with lemon juice and garlic, ideal for chicken or fish.",7,4.29,Highly Confidential,Government,afae7d60-de13-4f57-af06-6a24c6cab4b1,afae7d60-de13-4f57-af06-6a24c6cab4b1,James Hardie Industries plc.,afae7d60-de13-4f57-af06-6a24c6cab4b1,1369,50,53,Automotive Parts
93873e2a-6f40-4ac1-9add-b2232f0e1da4,4ed050eb-d922-48f6-ae59-ac09623e1e1c,1370,A nutritious shake with rich chocolate and refreshing mint flavors.,16,3.99,For Official Use Only,Agriculture,4ed050eb-d922-48f6-ae59-ac09623e1e1c,4ed050eb-d922-48f6-ae59-ac09623e1e1c,Capella Education Company,4ed050eb-d922-48f6-ae59-ac09623e1e1c,1370,36,100,Printing Services
3be38274-00ec-4515-8501-cfda4a998caf,ced3412a-c274-4292-a75b-ea20db093333,1371,"Rich chocolate cups filled with almond butter, a delicious treat.",14,3.29,Public,Transportation,ced3412a-c274-4292-a75b-ea20db093333,ced3412a-c274-4292-a75b-ea20db093333,Wintrust Financial Corporation,ced3412a-c274-4292-a75b-ea20db093333,1371,5,100,Cleaning Products
43d777e0-6f46-42d2-bd83-5f6d1d6a9c6b,4dc537e3-bdf3-4e09-beaa-988e4229cbcd,1372,Creamy vegan mac and cheese made with cashew cheese.,9,8.99,Confidential,Automotive,4dc537e3-bdf3-4e09-beaa-988e4229cbcd,4dc537e3-bdf3-4e09-beaa-988e4229cbcd,US Foods Holding Corp.,4dc537e3-bdf3-4e09-beaa-988e4229cbcd,1372,61,70,Clothing and Apparel
4dc66920-fbb9-46c5-9d88-07d0379d3e37,88161522-f6da-41b9-b27b-020e1d286c82,1373,Complete set of gardening tools for all your needs.,9,34.99,Restricted,Technology,88161522-f6da-41b9-b27b-020e1d286c82,88161522-f6da-41b9-b27b-020e1d286c82,CNX Coal Resources LP,88161522-f6da-41b9-b27b-020e1d286c82,1373,39,69,Construction Materials
0eee6110-53d3-4501-8eda-a775a0665264,970affde-2e48-43f4-8ab8-7a7f608f6dcc,1374,Charming frame to showcase your favorite photos.,3,19.99,Internal Use Only,Education,970affde-2e48-43f4-8ab8-7a7f608f6dcc,970affde-2e48-43f4-8ab8-7a7f608f6dcc,"Greene County Bancorp, Inc.",970affde-2e48-43f4-8ab8-7a7f608f6dcc,1374,71,26,Software Licenses
33804b9d-2335-4e17-81ac-3da362caea2b,fdde4fdf-878d-4b00-8e37-cece4c5561fd,1375,"Lean and versatile ground turkey, perfect for various dishes.",10,5.49,Sensitive,Entertainment,fdde4fdf-878d-4b00-8e37-cece4c5561fd,fdde4fdf-878d-4b00-8e37-cece4c5561fd,Internap Corporation,fdde4fdf-878d-4b00-8e37-cece4c5561fd,1375,124,77,Industrial Machinery
71add2ae-a05f-4457-91a7-95f2a564f88a,543ccd64-7c18-42d7-9ed5-c8cb37d68f0e,1376,Craft your own lip balms with this complete kit.,8,22.99,Top Secret,Hospitality,543ccd64-7c18-42d7-9ed5-c8cb37d68f0e,543ccd64-7c18-42d7-9ed5-c8cb37d68f0e,Generac Holdlings Inc.,543ccd64-7c18-42d7-9ed5-c8cb37d68f0e,1376,49,62,Furniture and Furnishings
a497a277-72a8-497b-bd3f-cc6ead3ad8bf,4c1ddbc4-1e91-461d-95b4-02ac0a4c0702,1377,Rechargeable water flosser for dental hygiene.,12,49.99,Highly Confidential,Telecommunications,4c1ddbc4-1e91-461d-95b4-02ac0a4c0702,4c1ddbc4-1e91-461d-95b4-02ac0a4c0702,Lehman ABS Corporation,4c1ddbc4-1e91-461d-95b4-02ac0a4c0702,1377,117,95,Telecommunications Equipment
c9dd3b96-b100-418f-a6b2-4bf4b09b0de6,35a897ba-a166-49d5-ba1d-c306bd6eeaaf,1378,Modern lamp featuring a USB port for convenient charging.,13,29.99,For Official Use Only,Aerospace,35a897ba-a166-49d5-ba1d-c306bd6eeaaf,35a897ba-a166-49d5-ba1d-c306bd6eeaaf,First Northwest Bancorp,35a897ba-a166-49d5-ba1d-c306bd6eeaaf,1378,96,100,Financial Services
3b3145e0-be7c-42b4-9600-455893034123,a52b9f77-7c1e-4c3c-aa09-23d971e718ba,1379,A rich curry paste for making authentic Thai green curry at home.,5,2.49,Proprietary,Energy,a52b9f77-7c1e-4c3c-aa09-23d971e718ba,a52b9f77-7c1e-4c3c-aa09-23d971e718ba,Avista Corporation,a52b9f77-7c1e-4c3c-aa09-23d971e718ba,1379,87,39,Food and Beverage Services
fde94c41-92ea-416c-99a7-94ec1dc50833,8ed8eb92-1106-4ead-94dc-21fb09aa0cc6,1380,Assorted fruit-flavored gummy snacks that kids love.,15,2.49,Unclassified,Legal,8ed8eb92-1106-4ead-94dc-21fb09aa0cc6,8ed8eb92-1106-4ead-94dc-21fb09aa0cc6,"PolarityTE, Inc.",8ed8eb92-1106-4ead-94dc-21fb09aa0cc6,1380,16,100,Electrical Components
3bfd988f-f784-4f4c-91bf-270d17cc8ada,e2ce600a-7841-4e59-8469-3b3054b7d00a,1381,Decadent tart made with rich dark chocolate.,11,6.29,Confidential,Education,e2ce600a-7841-4e59-8469-3b3054b7d00a,e2ce600a-7841-4e59-8469-3b3054b7d00a,IDT Corporation,e2ce600a-7841-4e59-8469-3b3054b7d00a,1381,109,85,Software Licenses
0c8dbead-3fde-4574-b98c-b2889bb701d2,cb8dd134-f7c6-4f25-9cfc-5b55013bc3c5,1382,Classic cereal made with whole grains and honey.,7,4.29,Unclassified,Entertainment,cb8dd134-f7c6-4f25-9cfc-5b55013bc3c5,cb8dd134-f7c6-4f25-9cfc-5b55013bc3c5,"Global Brass and Copper Holdings, Inc.",cb8dd134-f7c6-4f25-9cfc-5b55013bc3c5,1382,19,55,Industrial Machinery
7cb7be52-e46a-4066-8bcc-dbb81895c934,81ce9f77-c8ed-4353-b801-35d8d6176b84,1383,Tender chicken coated in a sweet and savory honey garlic sauce.,10,8.49,Internal Use Only,Telecommunications,81ce9f77-c8ed-4353-b801-35d8d6176b84,81ce9f77-c8ed-4353-b801-35d8d6176b84,"T2 Biosystems, Inc.",81ce9f77-c8ed-4353-b801-35d8d6176b84,1383,31,77,Telecommunications Equipment
86dc8c52-4a87-4147-a648-38eeecf38a81,f1f295a5-8347-485d-b9f5-39f205cb31e9,1384,Soft and cozy slippers for indoor wear.,7,29.99,Sensitive,Environmental Services,f1f295a5-8347-485d-b9f5-39f205cb31e9,f1f295a5-8347-485d-b9f5-39f205cb31e9,Entravision Communications Corporation,f1f295a5-8347-485d-b9f5-39f205cb31e9,1384,41,59,Consulting Services
8a9a0531-3d29-41d8-9964-4dd20ce343fe,d5ef95f9-1a57-49b5-bfdc-65706efcd4a7,1385,"Canned beans with chili sauce, perfect for chili dishes.",11,1.69,Restricted,Retail,d5ef95f9-1a57-49b5-bfdc-65706efcd4a7,d5ef95f9-1a57-49b5-bfdc-65706efcd4a7,Zhaopin Limited,d5ef95f9-1a57-49b5-bfdc-65706efcd4a7,1385,73,84,Laboratory Equipment
7eae720f-23c8-4075-9b13-98855ab1e8cd,04b142f7-718f-4a93-a0bc-0b8bc3c35df3,1386,Gourmet potato skins loaded with cheddar cheese and bacon.,9,7.49,Proprietary,Hospitality,04b142f7-718f-4a93-a0bc-0b8bc3c35df3,04b142f7-718f-4a93-a0bc-0b8bc3c35df3,Boardwalk Pipeline Partners L.P.,04b142f7-718f-4a93-a0bc-0b8bc3c35df3,1386,95,74,Furniture and Furnishings
496655cd-b9cd-4376-85d1-9f35d83a4001,21931046-336d-4700-bb80-9743e4502bba,1387,All-in-one kit for growing herbs in your kitchen.,6,24.99,Highly Confidential,Energy,21931046-336d-4700-bb80-9743e4502bba,21931046-336d-4700-bb80-9743e4502bba,"Stag Industrial, Inc.",21931046-336d-4700-bb80-9743e4502bba,1387,15,47,Food and Beverage Services
7cd7b928-82a4-4553-8f66-2749b8d16814,9b244a65-9bde-4f5f-b3e2-21222045c79d,1388,"A smoky barbecue sauce, ideal for grilling and dipping.",15,3.49,For Official Use Only,Healthcare,9b244a65-9bde-4f5f-b3e2-21222045c79d,9b244a65-9bde-4f5f-b3e2-21222045c79d,"The ONE Group Hospitality, Inc.",9b244a65-9bde-4f5f-b3e2-21222045c79d,1388,72,100,Office Supplies
f73cf32c-5dd2-429f-8bfa-5880dd180c03,70d9b784-b767-44d6-872a-e236577ddf12,1389,Hearty minestrone soup loaded with vegetables and pasta.,13,2.99,Public,Finance,70d9b784-b767-44d6-872a-e236577ddf12,70d9b784-b767-44d6-872a-e236577ddf12,Aegion Corp,70d9b784-b767-44d6-872a-e236577ddf12,1389,125,100,Computer Hardware
a4e288fc-4793-4b9e-babb-82ba37e558b9,0104ab73-d24c-4a0d-bbd2-5c7ff5465582,1390,"A delicious salad with quinoa, nuts, and cranberries.",12,4.99,Top Secret,Automotive,0104ab73-d24c-4a0d-bbd2-5c7ff5465582,0104ab73-d24c-4a0d-bbd2-5c7ff5465582,"United Community Banks, Inc.",0104ab73-d24c-4a0d-bbd2-5c7ff5465582,1390,68,95,Clothing and Apparel
c8b5e9d9-c58c-49d3-9534-db921cd1f9e0,4670900f-fbcc-47f7-b601-aa8e9f9281aa,1391,Silicone tray for making ice cubes with a lid to prevent spills.,13,10.99,For Official Use Only,Real Estate,4670900f-fbcc-47f7-b601-aa8e9f9281aa,4670900f-fbcc-47f7-b601-aa8e9f9281aa,"Bio-Path Holdings, Inc.",4670900f-fbcc-47f7-b601-aa8e9f9281aa,1391,122,100,Personal Protective Equipment
1a9eed8e-2e9b-40ba-afe9-cacb792987aa,f79eac2e-69e8-4cb0-ade3-c02778bbbe56,1392,"Spicy black bean burgers, great on the grill.",2,4.99,Sensitive,Manufacturing,f79eac2e-69e8-4cb0-ade3-c02778bbbe56,f79eac2e-69e8-4cb0-ade3-c02778bbbe56,"Wolverine Bancorp, Inc.",f79eac2e-69e8-4cb0-ade3-c02778bbbe56,1392,123,15,Medical Devices
8d74daeb-c2cc-4fd9-92a6-e806b365c5c1,af2923e0-6885-40aa-a579-5046c2565378,1393,"Yogurt with the flavors of coconut cream pie, nice and indulgent.",15,1.99,Unclassified,Pharmaceuticals,af2923e0-6885-40aa-a579-5046c2565378,af2923e0-6885-40aa-a579-5046c2565378,"Genius Brands International, Inc.",af2923e0-6885-40aa-a579-5046c2565378,1393,66,100,Educational Materials
e1572a5d-4316-435d-b133-4c640dfab2ba,e1e956cb-7f50-48d0-9466-4b1542bd261d,1394,Easy meal kit for creamy fettuccine Alfredo.,17,5.49,Public,Government,e1e956cb-7f50-48d0-9466-4b1542bd261d,e1e956cb-7f50-48d0-9466-4b1542bd261d,Alphabet Inc.,e1e956cb-7f50-48d0-9466-4b1542bd261d,1394,43,100,Automotive Parts
4e56b7e3-f753-4d06-a938-0188fd73852c,6c95395d-4412-4cda-91d2-9c26fcc476d6,1395,"Rich tomato soup flavored with fresh basil, ready to heat up.",10,2.99,Highly Confidential,Construction,6c95395d-4412-4cda-91d2-9c26fcc476d6,6c95395d-4412-4cda-91d2-9c26fcc476d6,"Under Armour, Inc.",6c95395d-4412-4cda-91d2-9c26fcc476d6,1395,104,79,Travel Services
41315f23-bb3e-44a2-a43d-ec8cb2e58786,65796d02-31ca-4c20-b091-fb83b0a1ebae,1396,Delicious ravioli filled with creamy ricotta and fresh spinach.,5,6.49,Internal Use Only,Aerospace,65796d02-31ca-4c20-b091-fb83b0a1ebae,65796d02-31ca-4c20-b091-fb83b0a1ebae,EPR Properties,65796d02-31ca-4c20-b091-fb83b0a1ebae,1396,11,44,Financial Services
4d31e524-ab37-4ead-9ec9-e988e07530ec,20d8423d-b79b-4a37-88e4-59a3e77ea021,1397,Vegetable spiralizer for healthy meals.,14,22.99,Proprietary,Agriculture,20d8423d-b79b-4a37-88e4-59a3e77ea021,20d8423d-b79b-4a37-88e4-59a3e77ea021,"Sun Communities, Inc.",20d8423d-b79b-4a37-88e4-59a3e77ea021,1397,118,100,Printing Services
ea71bd56-edca-42e1-97cf-1b5c54125b99,73aba914-356f-45a5-98b2-c62218012f5e,1398,"Refreshing tea with honey and lemon flavor, perfect for a warm drink.",12,3.29,Top Secret,Legal,73aba914-356f-45a5-98b2-c62218012f5e,73aba914-356f-45a5-98b2-c62218012f5e,R.R. Donnelley & Sons Company,73aba914-356f-45a5-98b2-c62218012f5e,1398,75,96,Electrical Components
1415c1d6-1d45-4676-a81f-9bb310ae1340,66f2f9c2-1152-45ea-9309-60a3d54d0d5a,1399,Delicious canned pineapple rings for desserts or salads.,12,2.49,Confidential,Technology,66f2f9c2-1152-45ea-9309-60a3d54d0d5a,66f2f9c2-1152-45ea-9309-60a3d54d0d5a,JMP Group LLC,66f2f9c2-1152-45ea-9309-60a3d54d0d5a,1399,1,93,Construction Materials
e32b3109-0ff2-4464-b3eb-9a67f226f2b5,62529eb9-cd83-4ffc-bd15-9059492a9497,1400,Bright flashlight with rechargeable batteries included.,12,19.99,Restricted,Transportation,62529eb9-cd83-4ffc-bd15-9059492a9497,62529eb9-cd83-4ffc-bd15-9059492a9497,Regional Management Corp.,62529eb9-cd83-4ffc-bd15-9059492a9497,1400,119,96,Cleaning Products
f03e60dc-1083-4f9d-9ec2-2f7657927d38,96b629b5-b8a0-4b34-b707-bfce5af96435,1401,"Fluffy quinoa mixed with lemon zest and herbs, a perfect side.",9,3.49,Confidential,Technology,96b629b5-b8a0-4b34-b707-bfce5af96435,96b629b5-b8a0-4b34-b707-bfce5af96435,Therapix Biosciences Ltd.,96b629b5-b8a0-4b34-b707-bfce5af96435,1401,91,72,Construction Materials
ad85549d-0411-4ef9-8638-ecc6a3732939,7eb51fc0-b0c2-4ebf-82b2-7ab93ff575ae,1402,Complete set of gardening tools for outdoor tasks.,12,45,Internal Use Only,Government,7eb51fc0-b0c2-4ebf-82b2-7ab93ff575ae,7eb51fc0-b0c2-4ebf-82b2-7ab93ff575ae,"Copa Holdings, S.A.",7eb51fc0-b0c2-4ebf-82b2-7ab93ff575ae,1402,17,94,Automotive Parts
1f47bd66-dc5b-46c5-a4d0-a2220ec6b664,0db6cf60-385f-4843-9cbd-a5004cf54b6d,1403,Crispy breadsticks seasoned with herbs and garlic.,13,2.49,Top Secret,Finance,0db6cf60-385f-4843-9cbd-a5004cf54b6d,0db6cf60-385f-4843-9cbd-a5004cf54b6d,"ShoreTel, Inc.",0db6cf60-385f-4843-9cbd-a5004cf54b6d,1403,112,100,Computer Hardware
fb039865-d482-4b51-90ca-8d2f9519cafa,c76db5b1-3ee0-4e0b-a1d5-097243cc6b87,1404,Fresh and crunchy baby carrots ready for snacking.,11,2.99,Restricted,Entertainment,c76db5b1-3ee0-4e0b-a1d5-097243cc6b87,c76db5b1-3ee0-4e0b-a1d5-097243cc6b87,Aralez Pharmaceuticals Inc.,c76db5b1-3ee0-4e0b-a1d5-097243cc6b87,1404,9,89,Industrial Machinery
114a6ead-bb7a-41f6-96d3-f8741d48c842,e1abb237-d042-4e81-b3e6-50249a4d33bd,1405,Convertible kneeler and seat for gardening comfort.,3,39.99,Proprietary,Hospitality,e1abb237-d042-4e81-b3e6-50249a4d33bd,e1abb237-d042-4e81-b3e6-50249a4d33bd,Brown Forman Corporation,e1abb237-d042-4e81-b3e6-50249a4d33bd,1405,116,24,Furniture and Furnishings
636b6d13-b0e0-484d-80bc-a4469e2d9a7f,ce77b418-102f-4a0e-8c24-1670cd27d8a0,1406,Portable solar charger for outdoor adventures.,5,39.99,Sensitive,Agriculture,ce77b418-102f-4a0e-8c24-1670cd27d8a0,ce77b418-102f-4a0e-8c24-1670cd27d8a0,Nuveen Real Estate Fund,ce77b418-102f-4a0e-8c24-1670cd27d8a0,1406,102,39,Printing Services
1a19fd83-91a1-4a27-9c44-f6b15281aec1,78233448-676e-4803-8e8f-98c0577f2766,1407,Crispy apple chips drizzled with caramel for a sweet treat.,16,3.49,Highly Confidential,Energy,78233448-676e-4803-8e8f-98c0577f2766,78233448-676e-4803-8e8f-98c0577f2766,Momo Inc.,78233448-676e-4803-8e8f-98c0577f2766,1407,4,100,Food and Beverage Services
6c8caa6b-3013-45ac-bc36-f349c8baa0dc,37ae5c89-955a-4452-a339-574462329805,1408,"Soft and warm corn tortillas, perfect for tacos and burritos.",11,2.49,Unclassified,Retail,37ae5c89-955a-4452-a339-574462329805,37ae5c89-955a-4452-a339-574462329805,Check-Cap Ltd.,37ae5c89-955a-4452-a339-574462329805,1408,12,85,Laboratory Equipment
33a61591-1634-4623-91cb-fcd275b98f5c,3ee06beb-c135-4965-9492-236add67c47a,1409,Rechargeable screwdriver with multiple bits for DIY projects.,12,39.99,For Official Use Only,Healthcare,3ee06beb-c135-4965-9492-236add67c47a,3ee06beb-c135-4965-9492-236add67c47a,Horizon Bancorp (IN),3ee06beb-c135-4965-9492-236add67c47a,1409,116,93,Office Supplies
aad8fcf1-49ca-4ace-b646-56964099bb81,ccab6a28-1206-4c9f-a89a-ea0b52ae201e,1410,Manual pasta maker for homemade pasta.,12,39,Public,Education,ccab6a28-1206-4c9f-a89a-ea0b52ae201e,ccab6a28-1206-4c9f-a89a-ea0b52ae201e,"Allscripts Healthcare Solutions, Inc.",ccab6a28-1206-4c9f-a89a-ea0b52ae201e,1410,17,97,Software Licenses
f29d54d4-b931-47e4-a3d5-fc4756b7384a,29e350dc-7f19-422f-a46c-b25c7a5d7493,1411,Cordless handheld vacuum for quick cleanups.,11,79.99,Sensitive,Aerospace,29e350dc-7f19-422f-a46c-b25c7a5d7493,29e350dc-7f19-422f-a46c-b25c7a5d7493,General Electric Capital Corporation,29e350dc-7f19-422f-a46c-b25c7a5d7493,1411,60,85,Financial Services
c134fe23-824e-47c2-bf70-ab7c0280e299,c9b36342-b502-4643-9c35-74ba14b3e9af,1412,Fresh organic blueberries perfect for snacking or baking.,9,5.49,Restricted,Real Estate,c9b36342-b502-4643-9c35-74ba14b3e9af,c9b36342-b502-4643-9c35-74ba14b3e9af,"Atlas Financial Holdings, Inc.",c9b36342-b502-4643-9c35-74ba14b3e9af,1412,50,70,Personal Protective Equipment
5d8679f1-dc57-4484-a1ee-653a6a819cab,be18c77e-3f8d-4183-9115-ea90f19e1b1d,1413,"Creamy vegan dressing made with cashews, perfect for salads.",13,3.99,Proprietary,Telecommunications,be18c77e-3f8d-4183-9115-ea90f19e1b1d,be18c77e-3f8d-4183-9115-ea90f19e1b1d,"China Jo-Jo Drugstores, Inc.",be18c77e-3f8d-4183-9115-ea90f19e1b1d,1413,78,100,Telecommunications Equipment
cea1af7c-708f-4372-a5cd-832f64fe96b9,45f4271c-bf60-41b2-b7ab-38feea6ea335,1414,Savory soup made with leeks and potatoes.,14,3.29,Highly Confidential,Pharmaceuticals,45f4271c-bf60-41b2-b7ab-38feea6ea335,45f4271c-bf60-41b2-b7ab-38feea6ea335,Entercom Communications Corporation,45f4271c-bf60-41b2-b7ab-38feea6ea335,1414,7,100,Educational Materials
89d9ce73-523d-4159-a105-7f861f63a2bb,f9492d65-5859-44fc-ab7a-c5245f3572bf,1415,Large electric griddle for family meals.,10,54.99,For Official Use Only,Manufacturing,f9492d65-5859-44fc-ab7a-c5245f3572bf,f9492d65-5859-44fc-ab7a-c5245f3572bf,Plumas Bancorp,f9492d65-5859-44fc-ab7a-c5245f3572bf,1415,2,81,Medical Devices
10dbdd55-56dd-436b-9b29-ad769270e822,b02698db-a7e9-4d3b-a2a2-eac48ba4c140,1416,Pure maple syrup for pancakes and more.,12,6.99,Public,Transportation,b02698db-a7e9-4d3b-a2a2-eac48ba4c140,b02698db-a7e9-4d3b-a2a2-eac48ba4c140,"Stage Stores, Inc.",b02698db-a7e9-4d3b-a2a2-eac48ba4c140,1416,105,92,Cleaning Products
90c27387-2e9c-44ff-aa60-0298c5b37f55,ad20c8f6-b0f0-4407-9f8f-920a5ef15bc1,1417,All ingredients needed to make your own sushi,11,9.99,Top Secret,Construction,ad20c8f6-b0f0-4407-9f8f-920a5ef15bc1,ad20c8f6-b0f0-4407-9f8f-920a5ef15bc1,WNS (Holdings) Limited,ad20c8f6-b0f0-4407-9f8f-920a5ef15bc1,1417,38,89,Travel Services
b044c7bd-c4b5-4203-8502-4b5e99e1bd23,0efcf666-e1b4-4d2f-af71-30d3900e63b7,1418,"Crispy baked radish chips, a healthy snack alternative.",9,2.89,Confidential,Automotive,0efcf666-e1b4-4d2f-af71-30d3900e63b7,0efcf666-e1b4-4d2f-af71-30d3900e63b7,"K2M Group Holdings, Inc.",0efcf666-e1b4-4d2f-af71-30d3900e63b7,1418,76,69,Clothing and Apparel
73bd33e0-f7df-4291-a6e1-4f84b616794b,b2682e8a-f1de-4cf9-8442-d825066e1116,1419,A comfortable sweatshirt featuring a bold graphic print.,6,34.99,Unclassified,Environmental Services,b2682e8a-f1de-4cf9-8442-d825066e1116,b2682e8a-f1de-4cf9-8442-d825066e1116,TransAlta Corporation,b2682e8a-f1de-4cf9-8442-d825066e1116,1419,45,45,Consulting Services
ef2448d6-d617-4425-b8cd-9616f846eaa7,4077965d-7800-490d-ad94-b4b89d659529,1420,"Farm fresh eggs, essential for breakfast.",10,2.99,Internal Use Only,Legal,4077965d-7800-490d-ad94-b4b89d659529,4077965d-7800-490d-ad94-b4b89d659529,"Latin American Discovery Fund, Inc. (The)",4077965d-7800-490d-ad94-b4b89d659529,1420,52,83,Electrical Components
b7d6482a-03c3-4c6a-8eea-46af99d03258,dd63bae0-ce1f-4a51-a6c8-4bffd4ed6943,1421,"A blend of nuts, seeds, and spices for a healthy snack.",10,4.29,Unclassified,Manufacturing,dd63bae0-ce1f-4a51-a6c8-4bffd4ed6943,dd63bae0-ce1f-4a51-a6c8-4bffd4ed6943,Ingevity Corporation,dd63bae0-ce1f-4a51-a6c8-4bffd4ed6943,1421,118,79,Medical Devices
5da4e302-f058-40d5-b701-934a773559a1,0a41fcb5-c82f-46cc-94cb-698593f684d6,1422,Stylish black leather jacket featuring a zip-up front and multiple pockets.,9,129.99,Restricted,Retail,0a41fcb5-c82f-46cc-94cb-698593f684d6,0a41fcb5-c82f-46cc-94cb-698593f684d6,Gentherm Inc,0a41fcb5-c82f-46cc-94cb-698593f684d6,1422,111,73,Laboratory Equipment
aa649394-f8f5-494b-8b26-721486921d2f,39abaad5-5991-45e6-9d43-cc1d4d215366,1423,Stylish bookends to keep books organized on shelves.,8,22.99,Internal Use Only,Telecommunications,39abaad5-5991-45e6-9d43-cc1d4d215366,39abaad5-5991-45e6-9d43-cc1d4d215366,"FairPoint Communications, Inc.",39abaad5-5991-45e6-9d43-cc1d4d215366,1423,58,60,Telecommunications Equipment
b459a9ab-d0da-49c6-9732-9e4710fe84de,3033d872-df41-4781-ab8a-a1d86a49c190,1424,Perfectly designed pan for making crepes and pancakes.,8,29.99,Proprietary,Transportation,3033d872-df41-4781-ab8a-a1d86a49c190,3033d872-df41-4781-ab8a-a1d86a49c190,"Franklin Financial Network, Inc.",3033d872-df41-4781-ab8a-a1d86a49c190,1424,5,67,Cleaning Products
